,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,score,nasdaq_score,range,Quater_per,search_amt,grade
672,로보스타,109.84,12.0,0,20111017,5800,7800,34.48,83081.0,6938.0,1.0,184.0,2011-09-27,2011-10-06,4500,6000,1.04,0.018000000000000002,348,1.0,-0.026625000000000003,5
673,대한과학,32.53,2.88,0,20111011,3000,5010,67.0,27864.0,2630.0,1.0,414.0,2011-09-22,2011-09-30,2400,3200,0.6,0.035,346,1.0,0.08485714285714287,8
674,피앤이솔루션,856.41,30.5,0,20110927,8000,8110,1.38,38069.0,3980.0,1.0,867.62,2011-09-06,2011-09-16,7000,8000,0.8,0.013000000000000001,345,0.17600000000000002,0.013910714285714278,2
675,화진,520.93,10.52,0,20110810,4300,6330,47.21,41622.0,4968.0,1.0,1166.02,2011-07-20,2011-07-29,3700,4300,0.7,0.053,344,0.17600000000000002,0.05222222222222222,6
676,제이씨케미칼,596.8,3.0,0,20110808,7200,10300,43.06,91186.0,9782.0,0.7,545.66,2011-07-20,2011-07-29,6000,7200,0.89,-0.009000000000000001,343,0.17600000000000002,0.05222222222222222,6
677,제닉,466.3,0.2,0,20110803,22000,35600,61.82,81891.0,8908.0,1.0,330.49,2011-07-18,2011-07-26,19000,22000,0.69,-0.027000000000000003,341,0.17600000000000002,0.08485714285714287,8
678,아이씨디,866.03,13.72,0,20110805,34000,62800,84.71,35471.0,2830.0,1.0,512.93,2011-07-18,2011-07-27,23000,27000,0.78,-0.051,342,0.17600000000000002,0.015769230769230768,10
679,경봉,5.75,14.41,0,20110729,7100,10900,53.52,49992.0,4359.0,1.0,965.5,2011-07-11,2011-07-20,6000,7100,0.56,0.001,340,0.17600000000000002,0.07095652173913045,7
680,상아프론테크,124.73,2.5,0,20110721,6000,7680,28.0,97190.0,5016.0,1.0,670.85,2011-07-06,2011-07-14,6300,6900,0.68,-0.004,338,0.17600000000000002,0.06365,4
681,삼원강재,708.41,27.56,1,20110722,4000,8000,100.0,283318.0,15860.0,1.0,707.07,2011-07-04,2011-07-12,3700,4200,0.54,0.006999999999999999,339,0.17600000000000002,0.05773737373737377,12
682,옵티시스,1122.0,14.8,0,20110712,7600,11000,44.74,16191.0,3415.0,1.0,907.98,2011-06-29,2011-07-05,6700,7600,0.62,-0.02,335,0.17600000000000002,0.05222222222222222,6
683,나이벡,1133.0,22.0,0,20110713,10000,15000,50.0,5270.0,141.0,1.0,481.43,2011-06-29,2011-07-06,8400,10200,0.43,-0.006999999999999999,336,0.17600000000000002,0.07095652173913045,7
684,신세계인터내셔날,614.25,3.56,1,20110714,65000,103000,58.46,583188.0,38120.0,1.0,290.07,2011-06-23,2011-07-01,50000,65000,0.82,0.005,337,0.17600000000000002,0.07095652173913045,7
685,대양전기공업,1103.0,15.6,0,20110708,9000,11200,24.44,87417.0,9950.0,1.0,18.3,2011-06-17,2011-06-29,8200,10000,0.3,0.013999999999999999,334,0.17600000000000002,0.06365,4
686,한국항공우주산업,1082.0,18.18,1,20110630,15500,19300,24.52,1266710.0,78841.0,0.33,48.95,2011-06-16,2011-06-24,14000,16000,0.43,0.004,333,0.17600000000000002,0.06365,4
687,하이마트,1124.0,12.38,1,20110629,59000,53100,-10.0,3046678.0,106536.0,0.63,2.6,2011-06-15,2011-06-22,59000,67700,0.21,0.015,332,0.17600000000000002,0.03266972477064218,1
688,탑금속,10.71,11.46,0,20110624,6500,8120,24.92,86466.0,8168.0,0.5,531.0,2011-06-07,2011-06-16,5800,6500,0.82,0.006999999999999999,331,0.17600000000000002,0.06365,4
689,쓰리피시스템,1087.0,8.4,0,20110617,5800,5800,0.0,23089.0,2502.0,1.0,0.45,2011-06-02,2011-06-10,4500,6000,0.51,-0.003,329,0.17600000000000002,0.013910714285714278,2
690,엠케이트렌드,348.6,7.17,1,20110621,11000,15500,40.91,211353.0,13107.0,1.0,352.0,2011-06-01,2011-06-09,9000,11000,0.55,0.005,330,0.17600000000000002,0.05222222222222222,6
691,완리인터내셔널홀딩스,863.94,5.48,0,20110613,4100,3850,-6.1,104939.0,20914.0,1.0,1.07,2011-05-27,2011-06-03,4100,5500,0.14,-0.015,325,0.17600000000000002,0.03266972477064218,1
692,리켐,163.5,2.9,0,20110614,14000,18200,30.0,42007.0,5142.0,1.0,444.0,2011-05-25,2011-06-03,11000,14000,0.79,-0.002,327,0.17600000000000002,-0.026625000000000003,5
693,넥스트아이,1013.0,10.27,0,20110614,10000,9000,-10.0,17370.0,7027.0,1.0,4.59,2011-05-25,2011-06-02,9700,10800,0.85,-0.002,326,0.17600000000000002,0.03266972477064218,1
694,코오롱플라스틱,1116.0,13.06,1,20110615,4300,6900,60.47,166087.0,9024.0,1.0,579.0,2011-05-25,2011-06-03,3800,4300,0.47,0.015,328,0.17600000000000002,0.08485714285714287,8
695,엘티에스,793.61,0.5,0,20110602,34000,30600,-10.0,50320.0,8153.0,1.0,6.78,2011-05-19,2011-05-26,32500,34500,0.25,-0.023,323,0.17600000000000002,0.03266972477064218,1
696,KT스카이라이프,39.3,11.0,1,20110603,17000,17500,2.94,397400.0,24800.0,1.0,97.7,2011-05-16,2011-05-24,13500,18500,0.51,0.001,324,0.17600000000000002,0.013910714285714278,2
697,세아특수강,1056.91,5.32,1,20110601,28000,32500,16.07,369196.0,3609.0,0.67,363.9,2011-05-12,2011-05-24,24000,28000,0.48,0.013999999999999999,322,0.17600000000000002,-0.014333333333333337,3
698,케이엠에이치,96.6,9.48,0,20110525,9500,8550,-10.0,27858.0,7346.0,1.0,14.08,2011-05-11,2011-05-17,9500,11500,0.87,-0.005,321,0.17600000000000002,0.03266972477064218,1
699,골프존,540.2,0.5,0,20110520,85000,94400,11.06,133098.0,53666.0,1.0,209.64,2011-05-02,2011-05-12,65000,79000,0.59,0.003,320,0.17600000000000002,-0.014333333333333337,3
700,한국종합기술,1117.61,8.19,1,20110428,7100,9300,30.99,194528.0,9552.0,1.0,184.33,2011-04-11,2011-04-19,6800,9200,0.68,0.008,319,0.17600000000000002,-0.026625000000000003,5
701,이퓨쳐,841.91,27.56,0,20110427,6400,12800,100.0,10708.0,2215.0,1.0,573.64,2011-04-11,2011-04-19,5200,6400,0.49,0.008,318,0.17600000000000002,0.05773737373737377,12
702,티케이케미칼,51.68,9.48,0,20110426,5000,4850,-3.0,882043.0,46023.0,1.0,1.94,2011-04-07,2011-04-15,4500,5000,0.92,0.002,317,0.17600000000000002,0.03266972477064218,1
703,일진머티리얼즈,11.07,0.4,1,20110304,15800,15300,-3.16,203289.0,13292.0,1.0,2.917,2011-02-16,2011-02-24,14100,15800,0.59,0.018000000000000002,316,0.455,0.03266972477064218,1
704,현대위아,797.63,0.2,1,20110221,65000,76500,17.69,3118200.0,77200.0,1.0,103.66,2011-01-27,2011-02-10,53000,60000,0.67,0.001,314,0.455,-0.014333333333333337,3
705,부스타,778.51,0.4,0,20110223,4200,3780,-10.0,56728.0,4205.0,1.0,440.26,2011-01-26,2011-02-15,3500,4200,0.47,-0.027000000000000003,315,0.455,0.03266972477064218,1
706,나노신소재,657.93,3.17,0,20110209,17000,17550,3.24,19977.0,4649.0,1.0,673.1,2011-01-18,2011-01-27,14500,16500,0.64,0.005,313,0.455,0.013910714285714278,2
707,케이아이엔엑스,614.86,0.3,0,20110208,8000,8000,0.0,14995.0,2243.0,1.0,588.1,2011-01-17,2011-01-25,6900,7500,0.63,0.005,312,0.455,0.013910714285714278,2
708,티피씨,810.88,8.7,0,20110208,5200,7000,34.62,33170.0,3588.0,1.0,1413.24,2011-01-17,2011-01-25,4500,5200,0.8,0.005,311,0.455,-0.026625000000000003,5
709,제이엔케이히터,358.06,26.52,0,20110131,13600,12250,-9.93,84201.0,9787.0,1.0,621.0,2011-01-13,2011-01-21,10500,13600,0.51,-0.025,309,0.455,0.03266972477064218,1
710,엘비세미콘,1035.53,6.28,0,20110131,4700,4650,-1.06,57299.0,12418.0,1.0,304.0,2011-01-12,2011-01-20,4000,4500,0.31,-0.025,310,0.455,0.03266972477064218,1
711,딜리,330.36,0.5,0,20110131,8000,7600,-5.0,23058.0,4753.0,1.0,237.85,2011-01-12,2011-01-20,7000,8000,0.53,-0.025,308,0.455,0.03266972477064218,1
712,블루콤,425.8,1.9,0,20110126,12000,18850,57.08,78762.0,9494.0,1.0,645.86,2011-01-11,2011-01-18,9000,12000,0.6,0.001,307,0.455,0.07095652173913045,7
713,인트론바이오테크놀로지,562.29,27.56,0,20110126,6100,12200,100.0,7833.0,1205.0,1.0,943.9,2011-01-10,2011-01-18,4800,6100,0.83,0.001,306,0.455,0.05773737373737377,12
714,씨그널정보통신,1144.3,5.3,0,20110124,8500,17000,100.0,40966.0,2618.0,1.0,1118.7,2011-01-07,2011-01-14,7500,8500,0.83,-0.005,304,0.455,0.05773737373737377,12
715,중국고섬공고,576.27,1.88,1,20110125,7000,6300,-10.0,338641.0,76445.0,1.0,0.46,2011-01-07,2011-01-13,5970,5970,0.23,0.01,305,0.455,0.03266972477064218,1
716,다나와,924.83,2.4,0,20110124,14000,25800,84.29,17075.0,5517.0,1.0,672.02,2011-01-06,2011-01-14,12000,14000,0.39,-0.005,303,0.455,0.015769230769230768,10
717,티에스이,365.73,0.8,0,20110105,45000,66600,48.0,60302.0,4133.0,1.0,47.9,2010-12-16,2010-12-24,45000,52000,0.5,-0.004,301,0.455,0.05222222222222222,6
718,인텍플러스,1240.0,11.5,0,20110105,7000,14000,100.0,16052.0,2605.0,1.0,57.87,2010-12-15,2010-12-22,6000,7000,0.52,-0.004,302,0.455,0.05773737373737377,12
719,두산엔진,45.68,13.73,1,20110104,19300,22350,15.8,1772597.0,-249695.0,1.0,47.29,2010-12-15,2010-12-22,17200,20900,0.47,0.015,300,0.455,-0.014333333333333337,3
720,대구도시가스,307.08,11.0,1,20101224,5400,5560,2.96,234690.0,9546.0,1.0,356.78,2010-12-08,2010-12-16,4400,5400,0.28,-0.002,298,0.2,0.013910714285714278,2
721,현대HCN,768.58,5.1,1,20101223,3800,3420,-10.0,206567.0,4681.0,1.0,21.1,2010-12-08,2010-12-15,3800,4500,0.15,0.001,297,0.2,0.03266972477064218,1
722,액트,263.69,1.9,0,20101227,2700,2430,-10.0,65140.0,2213.0,1.0,12.93,2010-12-07,2010-12-16,2400,2700,0.26,-0.002,299,0.2,0.03266972477064218,1
723,한전산업개발,1078.0,15.4,1,20101216,5500,5490,-0.18,238434.0,6140.0,1.0,127.26,2010-12-01,2010-12-09,4500,5500,0.27,-0.004,294,0.2,0.03266972477064218,1
724,대정화금,202.0,8.69,0,20101220,9200,13100,42.39,37172.0,4928.0,1.0,697.93,2010-12-01,2010-12-09,8100,9200,0.71,0.002,296,0.2,0.05222222222222222,6
725,세우테크,12.41,12.64,0,20101201,5500,6500,18.18,23364.0,3100.0,1.0,32.25,2010-11-15,2010-11-23,5500,6500,0.44,-0.011000000000000001,293,0.2,-0.014333333333333337,3
726,대구방송,946.62,12.61,0,20101129,7500,7100,-5.33,31686.0,5235.0,1.0,4.3,2010-11-11,2010-11-19,7500,9500,0.11,-0.003,291,0.2,0.03266972477064218,1
727,코라오홀딩스,1246.86,4.44,1,20101130,4800,7300,52.08,95366.0,13725.0,1.0,395.0,2010-11-10,2010-11-19,3800,4800,0.4,-0.004,292,0.2,0.07095652173913045,7
728,케이티롤,945.66,2.25,0,20101126,6800,8210,20.74,26080.0,3883.0,1.0,42.82,2010-11-09,2010-11-18,6000,6800,0.36,0.019,290,0.2,0.06365,4
729,시그네틱스,26.63,3.07,0,20101126,2600,2700,3.85,199552.0,11251.0,1.0,23.9,2010-11-09,2010-11-17,2300,2600,0.79,0.019,289,0.2,0.013910714285714278,2
730,한국전자인증,37.3,12.64,0,20101119,1600,1800,12.5,11966.0,2359.0,1.0,303.38,2010-11-02,2010-11-11,1300,1500,0.74,0.016,288,0.2,-0.014333333333333337,3
731,코프라,1195.0,6.3,0,20101112,7000,14000,100.0,46989.0,2881.0,1.0,1464.0,2010-10-26,2010-11-05,5500,6500,0.76,-0.009000000000000001,287,0.2,0.05773737373737377,12
732,디케이락,699.46,0.59,0,20101112,7500,7480,-0.27,30521.0,4563.0,1.0,169.58,2010-10-25,2010-11-02,7000,8000,0.22,-0.009000000000000001,286,0.2,0.03266972477064218,1
733,케이엔엔,862.63,6.18,0,20101103,9000,8800,-2.22,45750.0,6767.0,1.0,170.13,2010-10-19,2010-10-26,8000,10000,0.39,0.011000000000000001,283,0.2,0.03266972477064218,1
734,아나패스,61.84,3.2,0,20101105,52000,54400,4.62,55321.0,17193.0,1.0,376.3,2010-10-18,2010-10-26,47000,52000,0.7,0.015,285,0.2,0.013910714285714278,2
735,삼본정밀전자,711.65,42.0,0,20101105,8800,9300,5.68,83090.0,12044.0,1.0,452.0,2010-10-18,2010-10-28,7800,8800,0.68,0.015,284,0.2,0.013910714285714278,2
736,아이텍반도체,37.77,6.04,0,20101026,9100,9150,0.55,14843.0,3405.0,1.0,548.21,2010-10-06,2010-10-15,8700,9100,0.69,0.005,282,0.2,0.013910714285714278,2
737,누리플랜,113.29,0.8,0,20101026,5500,8400,52.73,3508.0,3508.0,1.0,843.62,2010-10-05,2010-10-14,4600,5500,0.32,0.005,281,0.2,0.07095652173913045,7
738,인화정공,24.76,12.64,0,20101022,26000,30200,16.15,60629.0,10411.0,1.0,582.41,2010-10-04,2010-10-14,22000,26000,0.61,0.001,280,0.2,-0.014333333333333337,3
739,코렌,43.42,4.6,0,20101022,5800,6300,8.62,65341.0,4712.0,1.0,191.28,2010-10-04,2010-10-12,5800,6600,0.75,0.001,279,0.2,0.013910714285714278,2
740,아이씨코리아,1024.0,2.53,0,20101019,2800,4500,60.71,31498.0,2424.0,1.0,1105.27,2010-09-30,2010-10-08,2400,3000,0.57,0.005,278,0.2,0.08485714285714287,8
741,휠라코리아,149.0,0.4,1,20100928,35000,70000,100.0,357373.0,17214.0,1.0,330.0,2010-09-06,2010-09-15,30000,35000,0.41,-0.005,277,0.467,0.05773737373737377,12
742,포메탈,69.81,9.48,0,20100917,6000,5710,-4.83,41155.0,2469.0,1.0,15.91,2010-09-02,2010-09-10,6000,6800,0.22,0.001,276,0.467,0.03266972477064218,1
743,케이티씨에스(구.한국인포데이타,75.61,0.1,1,20100916,2600,3055,17.5,245155.0,12314.0,1.0,382.82,2010-09-01,2010-09-08,2600,3100,1.5,0.005,274,0.467,-0.014333333333333337,3
744,성융광전투자,52.92,11.0,0,20100915,2800,2920,4.29,91579.0,14239.0,1.0,1.32,2010-08-31,2010-09-07,2700,3300,0.3,0.002,273,0.467,0.013910714285714278,2
745,다원시스,38.0,11.0,0,20100914,11000,11300,2.73,28425.0,3319.0,1.0,3.21,2010-08-30,2010-09-07,9000,12000,0.91,0.019,272,0.467,0.013910714285714278,2
746,알파칩스,86.41,3.15,0,20100917,12000,15500,29.17,33435.0,3772.0,1.0,941.45,2010-08-30,2010-09-08,10500,12000,0.59,0.001,275,0.467,0.06365,4
747,와이솔,20.9,9.48,0,20100910,8000,7200,-10.0,34050.0,6230.0,1.0,12.75,2010-08-26,2010-09-02,7000,9000,0.6,0.003,269,0.467,0.03266972477064218,1
748,현대홈쇼핑,58.8,0.17,1,20100913,90000,124500,38.33,515693.0,95459.0,1.0,147.21,2010-08-26,2010-09-03,80000,90000,0.44,0.003,271,0.467,-0.026625000000000003,5
749,씨젠,1290.0,21.6,0,20100910,30500,27450,-10.0,13142.0,4698.0,1.0,3.42,2010-08-24,2010-09-02,28000,35000,0.85,0.003,270,0.467,0.03266972477064218,1
750,대신증권그로쓰알파,26.18,9.48,0,20100824,2000,1990,-0.5,237069.12,25672.702019999997,1.0,0.77,2010-08-09,2010-08-13,2000,-,0.18,-0.009000000000000001,268,0.467,0.03266972477064218,1
751,도화종합기술공사,997.0,2.39,1,20100812,22000,19800,-10.0,308708.0,28779.0,1.0,24.96,2010-07-27,2010-08-04,20000,23000,0.28,-0.03,267,0.467,0.03266972477064218,1
752,엠에스오토텍,54.6,27.56,0,20100806,5500,11000,100.0,70302.0,6589.0,1.0,1257.45,2010-07-19,2010-07-28,4500,5500,0.56,-0.005,266,0.467,0.05773737373737377,12
753,이글루시큐리티,51.11,9.48,0,20100804,14000,12600,-10.0,22894.0,3880.0,1.0,59.2,2010-07-15,2010-07-27,11000,14000,0.71,-0.005,265,0.467,0.03266972477064218,1
754,인터로조,38.32,9.48,0,20100728,12000,10800,-10.0,14092.0,5276.0,1.0,107.02,2010-07-14,2010-07-20,9000,12000,0.33,-0.004,263,0.467,0.03266972477064218,1
755,아이마켓코리아,20.7,10.52,1,20100730,15300,22100,44.44,1182115.0,21104.0,1.0,245.4,2010-07-13,2010-07-23,12300,15300,0.74,-0.006,264,0.467,0.05222222222222222,6
756,하이텍팜,1105.9,6.85,0,20100728,11500,16200,40.87,51162.0,9310.0,1.0,877.7,2010-07-12,2010-07-21,10000,11500,0.61,-0.004,262,0.467,0.05222222222222222,6
757,우진,1228.0,4.87,1,20100726,15000,30000,100.0,50260.0,10618.0,1.0,723.42,2010-07-06,2010-07-16,13600,15200,0.4,0.01,261,0.467,0.05773737373737377,12
758,크루셜텍,426.0,6.3,0,20100721,23500,31900,35.74,62168.0,7681.0,1.0,554.7,2010-07-05,2010-07-13,20000,23500,0.53,0.011000000000000001,259,0.467,-0.026625000000000003,5
759,에스디시스템,120.75,2.55,0,20100716,14800,17500,18.24,49656.0,5070.0,1.0,491.68,2010-06-30,2010-07-08,13000,14800,0.46,0.0,258,0.467,-0.014333333333333337,3
760,웅진에너지,1077.0,6.72,1,20100630,9500,12000,26.32,118893.0,41033.0,1.0,162.69,2010-06-15,2010-06-22,7500,8500,0.5,-0.038,257,0.545,0.06365,4
761,처음앤씨,1119.0,9.5,0,20100618,13000,12100,-6.92,7118.0,3220.0,1.0,497.28,2010-06-07,2010-06-11,10500,13000,0.35,0.001,255,0.545,0.03266972477064218,1
762,유비벨록스,1270.0,7.32,0,20100618,11000,12250,11.36,44966.0,4511.0,1.0,1198.94,2010-06-03,2010-06-10,9500,10500,0.48,0.001,256,0.545,-0.014333333333333337,3
763,케이엔디티앤아이,307.0,8.78,0,20100615,8500,11000,29.41,37568.0,3769.0,1.0,1059.2,2010-05-26,2010-06-04,7000,8500,0.49,0.0,254,0.545,0.06365,4
764,솔라시아,17.45,36.39,0,20100609,5000,9500,90.0,26031.0,2386.0,1.0,976.35,2010-05-25,2010-05-31,4600,5100,0.43,-0.002,252,0.545,0.06863636363636365,11
765,이연제약,371.63,11.0,1,20100610,16500,16500,0.0,72932.0,8065.0,1.0,64.47,2010-05-24,2010-06-01,16500,18000,0.65,-0.005,253,0.545,0.013910714285714278,2
766,실리콘웍스,46.45,9.48,0,20100608,67000,66900,-0.15,189205.0,38500.0,1.0,113.89,2010-05-19,2010-05-27,61000,67000,0.56,-0.02,251,0.545,0.03266972477064218,1
767,투비소프트,1033.75,27.56,0,20100601,8000,16000,100.0,15183.0,2143.0,1.0,1259.04,2010-05-17,2010-05-25,6500,7500,0.5,-0.009000000000000001,250,0.545,0.05773737373737377,12
768,모바일리더,4.36,10.52,0,20100525,15000,21000,40.0,9900.0,3400.0,1.0,746.94,2010-05-06,2010-05-14,13000,15000,0.6,-0.006999999999999999,248,0.545,0.05222222222222222,6
769,만도,926.0,6.82,1,20100519,83000,97000,16.87,1574800.0,41272.0,1.0,124.63,2010-05-04,2010-05-12,75000,90000,0.3,-0.016,247,0.545,-0.014333333333333337,3
770,삼성생명,1032.0,6.8,1,20100512,110000,119500,8.64,25294898.0,113027.0,1.0,40.6,2010-04-22,2010-05-04,90000,115000,0.4,0.0,246,0.545,0.013910714285714278,2
771,동아체육용품유한공사,8.33,9.48,0,20100423,5000,4500,-10.0,101123.0,16153.0,1.0,25.4,2010-04-06,2010-04-15,4600,5200,0.34,0.006,245,0.545,0.03266972477064218,1
772,뉴프라이드,1255.0,25.3,0,20100421,7500,15000,100.0,56643.0,1872.0,1.0,322.0,2010-04-02,2010-04-13,6000,7700,0.19,0.008,244,0.545,0.05773737373737377,12
773,케이씨에스,14.3,27.56,0,20100414,1600,3200,100.0,38233.0,2596.0,1.0,781.6,2010-03-26,2010-04-06,1200,1600,0.31,0.003,243,0.545,0.05773737373737377,12
774,차이나킹하이웨이,77.0,12.64,0,20100331,3700,4100,10.81,95445.0,33803.0,1.0,301.75,2010-03-16,2010-03-23,3000,3500,0.32,0.003,242,0.52,-0.014333333333333337,3
775,동양밸류오션SPAC,87.09,4.0,1,20100325,10000,15000,50.0,98930.42,405.0,1.0,101.94,2010-03-11,2010-03-17,10000,-,0.19,-0.006999999999999999,240,0.52,0.07095652173913045,7
776,디지탈아리아,1056.0,19.39,0,20100326,11000,22000,100.0,9068.0,1938.0,1.0,897.4,2010-03-11,2010-03-18,8000,10000,0.57,-0.001,241,0.52,0.05773737373737377,12
777,현대드림투게더,835.66,81.15,0,20100319,6000,6800,13.33,172870.4,4624.242424,1.0,2.0,2010-03-04,2010-03-11,6000,-,0.16,0.001,239,0.52,-0.014333333333333337,3
778,대한생명보험,1033.0,16.52,1,20100317,8200,8700,6.1,12080182.0,83015.0,1.0,23.7,2010-03-03,2010-03-10,9000,11000,0.26,0.006999999999999999,238,0.52,0.013910714285714278,2
779,대우증권그린코리아SPAC,69.46,11.0,1,20100303,3500,3705,5.86,509568.1,-53.0,1.0,86.9,2010-02-17,2010-02-23,2500,3500,0.08,0.003,237,0.52,0.013910714285714278,2
780,이미지스테크놀로지,1272.0,13.76,0,20100226,6000,6000,0.0,13764.0,3001.0,1.0,195.36,2010-02-04,2010-02-18,6000,7500,0.82,-0.001,236,0.52,0.013910714285714278,2
781,인포바인,76.24,6.6,0,20100209,33000,36000,9.09,8251.0,3512.0,1.0,791.12,2010-01-20,2010-01-29,26000,31000,0.66,-0.006999999999999999,234,0.52,0.013910714285714278,2
782,차이나하오란리사이클링,11.0,9.48,0,20100205,4700,4350,-7.45,132160.0,10840.0,1.0,42.5,2010-01-19,2010-01-27,4300,5600,0.16,-0.03,233,0.52,0.03266972477064218,1
783,하이소닉,1090.0,10.46,0,20100209,13000,14200,9.23,36070.0,4002.0,1.0,525.81,2010-01-19,2010-01-29,11000,13000,0.32,-0.006999999999999999,235,0.52,0.013910714285714278,2
784,에스이티아이,1283.0,4.75,0,20100204,17500,15750,-10.0,70311.0,10657.0,1.0,52.2,2010-01-18,2010-01-27,16500,18000,0.19,0.0,232,0.52,0.03266972477064218,1
785,모베이스,11.0,11.46,0,20100204,13200,17000,28.79,103341.0,7703.0,1.0,704.0,2010-01-18,2010-01-27,9000,12000,0.82,0.0,231,0.52,0.06365,4
786,에이치디시에스,528.0,5.58,0,20100202,15000,18500,23.33,114876.0,13788.0,1.0,227.32,2010-01-14,2010-01-22,11000,15000,0.57,0.011000000000000001,230,0.52,0.06365,4
787,락앤락,97.21,8.46,1,20100128,15700,20000,27.39,158681.0,19862.0,1.0,24.85,2010-01-14,2010-01-21,14000,15700,0.18,0.008,228,0.52,0.06365,4
788,지역난방공사,1161.0,21.36,1,20100129,45000,90000,100.0,1189916.0,9095.0,1.0,127.3,2010-01-13,2010-01-22,33400,40800,0.53,-0.019,229,0.52,0.05773737373737377,12
789,우리넷,54.27,9.0,0,20100127,6700,9900,47.76,38428.0,6449.0,1.0,725.91,2010-01-12,2010-01-19,6000,7000,0.5,-0.003,227,0.52,0.05222222222222222,6
790,아세아텍,61.7,1.6,0,20100126,4100,3985,-2.8,98114.0,6808.0,1.0,79.21,2010-01-08,2010-01-15,4700,5400,0.48,0.002,225,0.52,0.03266972477064218,1
791,영흥철강,1168.0,8.57,1,20100125,12000,12400,3.33,136316.0,12778.0,1.0,491.86,2010-01-08,2010-01-18,12000,16000,0.56,-0.027000000000000003,224,0.52,0.013910714285714278,2
792,스타플렉스,0.92,11.0,0,20100127,15000,15700,4.67,69618.0,4203.0,1.0,216.0,2010-01-07,2010-01-19,13100,15600,0.75,-0.003,226,0.52,0.013910714285714278,2
793,우노앤컴퍼니,407.0,8.0,0,20100115,6500,5850,-10.0,15677.0,4710.0,1.0,562.95,2009-12-28,2010-01-06,7000,10000,0.42,0.004,223,0.52,0.03266972477064218,1
794,승화엘엠씨,18.48,10.86,0,20100106,6700,8800,31.34,29006.0,1818.0,1.0,611.88,2009-12-17,2009-12-24,6000,7000,0.48,0.0,222,0.52,-0.026625000000000003,5
795,코디에스,1316.0,7.8,0,20100105,6000,9300,55.0,18010.0,1493.0,1.0,953.0,2009-12-16,2009-12-23,5000,6000,0.64,0.017,221,0.52,0.07095652173913045,7
796,아이티엑스시큐리티,1296.0,10.5,0,20091222,6000,7400,23.33,46568.0,4416.0,1.0,413.0,2009-12-08,2009-12-15,6500,8000,0.22,0.012,217,0.455,0.06365,4
797,위메이드엔터테인먼트,1269.0,4.3,0,20091218,62000,57000,-8.06,73850.0,24600.0,1.0,5.63,2009-12-03,2009-12-10,60000,65000,0.31,-0.012,216,0.455,0.03266972477064218,1
798,KPX라이프사이언스,524.8,11.46,0,20091222,6200,7600,22.58,46493.0,6609.0,1.0,252.62,2009-12-03,2009-12-11,5000,6500,0.41,0.012,219,0.455,0.06365,4
799,멜파스,1114.0,1.35,0,20091218,43200,45000,4.17,34925.0,2855.0,1.0,2.47,2009-12-01,2009-12-10,43200,48800,0.58,-0.012,215,0.455,0.013910714285714278,2
800,동양피엔에프,47.0,10.52,0,20091222,12000,17000,41.67,36691.0,4334.0,1.0,373.92,2009-12-01,2009-12-11,10000,12000,0.53,0.012,218,0.455,0.05222222222222222,6
