,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,score,nasdaq_score,range,Quater_per,search_amt,grade
531,에스엔텍,189.14,19.88,0,20150626,6500,10000,53.85,32465.0,3473.0,1.0,22.9,2015-06-10,2015-06-18,5600,6300,0.42,-0.002,496,0.33299999999999996,0.07095652173913045,7
532,경보제약,524.56,34.44,1,20150629,15000,30000,100.0,169781.0,8636.0,1.0,263.87,2015-06-10,2015-06-19,13000,15000,0.24,-0.006,497,0.33299999999999996,0.05773737373737377,12
533,세미콘라이트,187.7,4.5,0,20150625,11300,11500,1.77,48137.0,6246.0,1.0,143.52,2015-06-09,2015-06-17,11300,13700,0.32,-0.006999999999999999,494,0.33299999999999996,0.013910714285714278,2
534,에스케이디앤디,570.59,36.7,1,20150623,26000,52000,100.0,174859.0,19121.0,1.0,574.68,2015-06-04,2015-06-11,20200,24300,0.25,0.006999999999999999,493,0.33299999999999996,0.05773737373737377,12
535,베셀,437.68,10.52,0,20150619,9000,13400,48.89,57174.0,6060.0,1.0,680.95,2015-06-03,2015-06-09,8000,9000,0.24,0.013000000000000001,492,0.33299999999999996,0.05222222222222222,6
536,싸이맥스,238.72,2.93,0,20150617,16300,15200,-6.75,54714.0,5993.0,1.0,178.03,2015-05-28,2015-06-05,14300,16300,0.26,0.005,491,0.33299999999999996,0.03266972477064218,1
537,픽셀플러스,131.67,2.25,0,20150612,30000,27000,-10.0,123937.0,20127.0,1.0,68.09,2015-05-26,2015-06-03,33000,37000,0.53,0.001,490,0.33299999999999996,0.03266972477064218,1
538,제노포커스,842.79,41.12,0,20150529,11000,22000,100.0,2195.0,112.0,1.0,1206.75,2015-05-13,2015-05-19,8000,9000,0.72,-0.002,489,0.33299999999999996,0.05773737373737377,12
539,유지인트,643.7,27.15,0,20150413,15000,29150,94.33,43378.0,4884.0,1.0,857.34,2015-03-26,2015-04-03,12400,14000,0.13,0.004,488,0.33299999999999996,0.06863636363636365,11
540,세화아이엠씨,216.35,10.45,1,20150319,16300,18100,11.04,220665.0,4108.0,1.0,731.79,2015-03-03,2015-03-11,14500,16300,0.5,0.009000000000000001,486,0.484,-0.014333333333333337,3
541,포시에스,344.23,23.27,0,20150211,9100,15500,70.33,12847.0,4145.0,1.0,1162.83,2015-01-26,2015-02-03,7500,9100,0.44,0.013000000000000001,485,0.484,0.1330909090909091,9
542,국일신동,29.25,27.2,0,20141229,1700,3225,89.71,35487.0,2030.0,1.0,90.83,2014-12-15,2014-12-19,1400,1700,0.66,0.006999999999999999,484,0.4,0.015769230769230768,10
543,영백씨엠,43.42,27.56,0,20141229,5500,11000,100.0,11198.0,1906.0,1.0,358.0,2014-12-12,2014-12-19,6500,7500,0.43,0.006999999999999999,483,0.4,0.05773737373737377,12
544,오킨스전자,268.25,0.36,0,20141224,7100,11000,54.93,32552.0,1165.0,1.0,9.08,2014-12-09,2014-12-16,6000,6900,0.38,-0.003,479,0.4,0.07095652173913045,7
545,넥스트엔터테인먼트월드,214.69,9.59,0,20141223,16300,15800,-3.07,122061.0,12028.0,1.0,33.55,2014-12-09,2014-12-16,12700,16300,0.09,0.003,477,0.4,0.03266972477064218,1
546,아스트,74.59,5.74,0,20141224,9500,8550,-10.0,60885.0,-6517.0,1.0,4.11,2014-12-09,2014-12-16,7000,10000,0.39,-0.003,478,0.4,0.03266972477064218,1
547,아이티센,54.13,0.4,0,20141223,7500,8460,12.8,112424.0,2062.0,1.0,2.63,2014-12-09,2014-12-16,7000,8500,0.14,0.003,476,0.4,-0.014333333333333337,3
548,서전기전,11.54,13.4,0,20141224,6500,8000,23.08,54843.0,5701.0,1.0,8.89,2014-12-08,2014-12-16,10500,12000,0.58,-0.003,480,0.4,0.06365,4
549,하이셈,50.03,6.6,0,20141226,1500,2610,74.0,32368.0,2121.0,1.0,72.16,2014-12-08,2014-12-16,1500,1900,0.16,0.002,482,0.4,0.1330909090909091,9
550,휴메딕스,688.8,35.18,0,20141226,28000,43600,55.71,23544.0,9137.0,1.0,571.55,2014-12-08,2014-12-16,22700,25500,0.19,0.002,481,0.4,0.07095652173913045,7
551,하이로닉,500.56,22.7,0,20141217,51000,63800,25.1,13420.0,3096.0,1.0,219.96,2014-12-02,2014-12-09,43000,47400,0.5,-0.012,474,0.4,0.06365,4
552,녹십자엠에스,474.11,14.41,0,20141217,6000,9000,50.0,61986.0,2178.0,1.0,477.08,2014-12-02,2014-12-09,5000,5800,0.53,-0.012,472,0.4,0.07095652173913045,7
553,랩지노믹스,423.83,11.46,0,20141216,13200,16650,26.14,16968.0,1260.0,1.0,305.88,2014-12-01,2014-12-08,12000,13200,0.29,-0.01,471,0.4,0.06365,4
554,에이디테크놀로지,33.19,7.53,0,20141216,15000,13500,-10.0,42419.0,3042.0,1.0,12.4,2014-12-01,2014-12-05,16000,18000,0.51,-0.01,470,0.4,0.03266972477064218,1
555,알테오젠,409.2,14.4,0,20141212,26000,25150,-3.27,5527.0,1606.0,1.0,564.78,2014-11-27,2014-12-03,23000,26000,0.48,0.005,468,0.4,0.03266972477064218,1
556,비씨월드제약,356.75,26.6,0,20141215,15700,18100,15.29,30375.0,3454.0,1.0,681.0,2014-11-26,2014-12-04,12000,15700,0.42,-0.012,469,0.4,-0.014333333333333337,3
557,에스케이씨코오롱피아이,23.01,9.6,0,20141208,8000,7800,-2.5,133705.0,25690.0,1.0,45.53,2014-11-19,2014-11-27,12500,15000,0.25,0.002,467,0.4,0.03266972477064218,1
558,에프엔씨엔터테인먼트,185.35,9.91,0,20141204,28000,25200,-10.0,24838.0,1691.0,1.0,577.37,2014-11-18,2014-11-25,24000,28000,0.26,0.004,465,0.4,0.03266972477064218,1
559,대창스틸,219.91,42.9,0,20141205,2500,3605,44.2,334289.0,4310.0,1.0,568.0,2014-11-18,2014-11-26,2000,2500,0.42,-0.001,466,0.4,0.05222222222222222,6
560,씨에스윈드,109.3,1.79,1,20141127,43500,39150,-10.0,296488.0,26861.0,1.0,66.4,2014-11-13,2014-11-20,31000,43500,0.27,0.006,464,0.4,0.03266972477064218,1
561,텔콘,162.88,5.53,0,20141124,14500,13800,-4.83,46462.0,8207.0,1.0,482.06,2014-11-10,2014-11-14,12500,14500,0.32,0.002,463,0.4,0.03266972477064218,1
562,디에이테크놀로지,55.28,1.81,0,20141119,6600,7800,18.18,28863.0,2081.0,1.0,488.77,2014-11-05,2014-11-11,6600,8500,0.31,0.006999999999999999,461,0.4,-0.014333333333333337,3
563,파티게임즈,224.12,24.62,0,20141121,13000,26000,100.0,27040.0,8748.0,1.0,735.99,2014-11-04,2014-11-12,10500,13000,0.24,0.006,462,0.4,0.05773737373737377,12
564,삼성SDS,651.5,48.11,1,20141114,190000,380000,100.0,7046833.0,325983.0,1.0,134.19,2014-10-29,2014-11-06,150000,190000,0.42,0.001,460,0.4,0.05773737373737377,12
565,테고사이언스,591.09,30.5,0,20141106,13500,27000,100.0,6307.0,1596.0,1.0,622.14,2014-10-22,2014-10-29,10500,12500,0.22,-0.001,459,0.4,0.05773737373737377,12
566,슈피겐코리아,255.6,30.86,0,20141105,27500,37100,34.91,54240.0,9495.0,1.0,360.12,2014-10-20,2014-10-28,22500,27500,0.34,-0.003,458,0.4,-0.026625000000000003,5
567,테라셈,18.41,8.51,0,20141030,3000,3200,6.67,32384.0,5075.0,1.0,54.22,2014-10-14,2014-10-21,3600,4100,0.38,-0.003,457,0.4,0.013910714285714278,2
568,영우디에스피,17.07,40.19,0,20141029,5000,5500,10.0,89650.0,10239.0,1.0,32.32,2014-10-13,2014-10-17,8000,9500,0.87,0.017,456,0.4,-0.014333333333333337,3
569,데브시스터즈,651.66,29.98,0,20141006,53000,71000,33.96,61303.0,22326.0,1.0,285.28,2014-09-18,2014-09-25,43000,50000,0.67,0.01,454,0.4,-0.026625000000000003,5
570,메디아나,86.0,11.0,0,20141007,6200,6370,2.74,33262.0,3038.0,1.0,12.88,2014-09-17,2014-09-25,5500,6500,0.38,-0.005,455,0.4,0.013910714285714278,2
571,감마누,608.66,27.56,0,20140814,11000,22000,100.0,29198.0,2732.0,1.0,1389.86,2014-07-28,2014-08-05,10000,11500,0.38,0.01,453,1.0,0.05773737373737377,12
572,쿠쿠전자,598.86,65.18,1,20140806,104000,180000,73.08,508758.0,57440.0,1.0,175.1,2014-07-23,2014-07-30,80000,104000,0.3,-0.006999999999999999,451,1.0,0.1330909090909091,9
573,신화콘텍,441.99,10.37,0,20140808,9100,8190,-10.0,51059.0,6446.0,1.0,99.3,2014-07-21,2014-07-31,8100,9100,0.67,-0.005,452,1.0,0.03266972477064218,1
574,덕신하우징,650.72,59.86,0,20140801,13000,21650,66.54,104434.0,11718.0,1.0,899.07,2014-07-15,2014-07-24,9600,11000,0.38,-0.021,449,1.0,0.08485714285714287,8
575,파버나인,264.04,36.36,0,20140804,12500,12300,-1.6,119801.0,6658.0,1.0,173.89,2014-07-15,2014-07-24,12100,13600,0.3,-0.004,450,1.0,0.03266972477064218,1
576,창해에탄올,578.2,59.5,0,20140730,8300,16600,100.0,69032.0,14887.0,1.0,675.79,2014-07-14,2014-07-22,6000,6900,0.48,0.0,448,1.0,0.05773737373737377,12
577,윈하이텍,444.1,55.6,0,20140725,8300,13300,60.24,57400.0,7122.0,1.0,589.58,2014-07-10,2014-07-17,6600,7500,0.38,0.0,447,1.0,0.08485714285714287,8
578,아진엑스텍,478.65,6.78,0,20140724,7000,7900,12.86,18913.0,3278.0,1.0,876.27,2014-07-08,2014-07-15,5000,6000,0.31,0.004,446,1.0,-0.014333333333333337,3
579,화인베스틸,85.45,9.48,1,20140722,4700,4490,-4.47,224271.0,16948.0,1.0,248.12,2014-06-30,2014-07-10,4500,5100,0.57,-0.002,445,1.0,0.03266972477064218,1
580,트루윈,749.79,27.87,0,20140711,10500,17000,61.9,51041.0,7759.0,1.0,1018.09,2014-06-24,2014-07-02,8000,9400,0.51,-0.005,444,1.0,0.08485714285714287,8
581,캐스텍코리아,786.73,5.1,0,20140527,6500,11500,76.92,187926.0,6822.0,1.0,807.11,2014-05-08,2014-05-16,5000,5800,0.48,0.008,443,1.0,0.1330909090909091,9
582,오이솔루션,876.72,50.84,0,20140227,10000,20000,100.0,66598.0,5092.0,1.0,1253.41,2014-02-12,2014-02-18,8500,9800,0.51,0.001,441,0.429,0.05773737373737377,12
583,인터파크INT,766.05,14.5,0,20140206,7700,15400,100.0,346651.0,12531.0,1.0,492.5,2014-01-16,2014-01-24,5700,6700,0.7,-0.005,440,0.429,0.05773737373737377,12
584,한국정보인증,39.38,25.05,0,20140204,1800,2900,61.11,31844.0,4005.0,1.0,922.0,2014-01-14,2014-01-22,1600,1800,0.36,-0.026000000000000002,439,0.429,0.08485714285714287,8
585,솔루에타,918.99,9.1,0,20131227,24000,21600,-10.0,62834.0,5287.0,1.0,20.79,2013-12-11,2013-12-17,28000,32000,0.67,0.003,438,1.0,0.03266972477064218,1
586,이지웰페어,79.33,25.9,0,20131227,4400,7000,59.09,26985.0,2938.0,1.0,568.42,2013-12-11,2013-12-18,3300,4000,0.81,0.003,437,1.0,0.07095652173913045,7
587,인트로메딕,23.03,12.64,0,20131219,6000,6700,11.67,8569.0,451.0,1.0,256.35,2013-12-03,2013-12-12,4500,6000,0.89,0.012,435,1.0,-0.014333333333333337,3
588,알티캐스트,928.44,37.02,0,20131206,8500,8500,0.0,65274.0,4499.0,1.0,572.09,2013-11-20,2013-11-28,7500,8500,0.64,-0.001,434,1.0,0.013910714285714278,2
589,엔브이에이치코리아,751.89,8.0,0,20131203,4500,4440,-1.33,315240.0,15714.0,1.0,18.37,2013-11-20,2013-11-26,4000,4600,0.42,-0.004,432,1.0,0.03266972477064218,1
590,현대공업,148.39,12.64,0,20131204,7500,8850,18.0,107227.0,7346.0,1.0,697.0,2013-11-19,2013-11-26,6500,7500,0.31,-0.002,433,1.0,-0.014333333333333337,3
591,우리기업인수목적2호,174.79,4.72,0,20131121,2000,2005,0.25,509568.1,13099.60952,1.0,1.55,2013-11-07,2013-11-14,2000,2000,0.0,-0.003,430,1.0,0.013910714285714278,2
592,디엠티,861.66,13.3,0,20131126,5700,5210,-8.6,90299.0,8142.0,1.0,535.94,2013-11-06,2013-11-15,5200,6200,0.81,0.001,431,1.0,0.03266972477064218,1
593,신송홀딩스,20.99,8.7,0,20131121,6500,10900,67.69,166000.0,9600.0,1.0,548.34,2013-11-05,2013-11-12,5200,6000,0.46,-0.003,429,1.0,0.08485714285714287,8
594,램테크놀러지,132.07,1.86,0,20131118,3900,6250,60.26,42339.0,2661.0,1.0,640.94,2013-10-30,2013-11-07,3500,3900,0.27,0.003,427,1.0,0.08485714285714287,8
595,라이온켐텍,5.97,12.64,0,20131119,12500,14200,13.6,93342.0,14826.0,1.0,606.37,2013-10-30,2013-11-08,10000,12000,0.55,-0.009000000000000001,428,1.0,-0.014333333333333337,3
596,미동전자통신,979.06,4.07,0,20131113,20000,19400,-3.0,42342.0,7459.0,1.0,585.2,2013-10-28,2013-11-05,18500,21000,0.37,0.0,426,1.0,0.03266972477064218,1
597,에이씨티,4.54,10.52,0,20131108,8100,12000,48.15,17769.0,5080.0,1.0,472.29,2013-10-23,2013-10-31,11000,14000,0.81,-0.019,425,1.0,0.05222222222222222,6
598,해성옵틱스,745.56,10.84,0,20131106,6600,7800,18.18,63283.0,4937.0,1.0,249.01,2013-10-22,2013-10-29,6000,6800,0.54,0.001,424,1.0,-0.014333333333333337,3
599,내츄럴엔도텍,129.06,86.16,0,20131031,40000,80000,100.0,21632.0,4393.0,1.0,609.82,2013-10-16,2013-10-22,32000,38000,0.39,-0.005,423,1.0,0.05773737373737377,12
600,현대로템,946.89,3.95,1,20131030,23000,33700,46.52,3067678.0,78435.0,1.0,54.53,2013-10-15,2013-10-23,17000,23000,0.29,0.003,422,1.0,0.05222222222222222,6
601,테스나,379.38,12.64,0,20131022,13500,15300,13.33,55251.0,7942.0,1.0,643.73,2013-10-01,2013-10-11,12000,13500,0.61,0.001,421,1.0,-0.014333333333333337,3
602,파수닷컴,371.63,11.0,0,20131018,5800,6000,3.45,20257.0,4343.0,1.0,449.72,2013-09-30,2013-10-08,5400,6200,0.38,0.006,420,1.0,0.013910714285714278,2
603,엘티씨,63.17,11.46,0,20131008,20500,25000,21.95,92876.0,9478.0,1.0,702.54,2013-09-23,2013-09-27,17500,19500,0.56,-0.01,419,1.0,0.06365,4
604,지엔씨에너지,101.5,82.44,0,20131002,6000,12000,100.0,60453.0,3700.0,1.0,1251.0,2013-09-12,2013-09-24,5000,5800,0.69,0.012,418,1.0,0.05773737373737377,12
605,아미코젠,118.78,27.56,0,20130912,25000,50000,100.0,16309.0,4601.0,1.0,641.43,2013-08-29,2013-09-05,20800,23800,0.51,-0.001,417,1.0,0.05773737373737377,12
606,파이오링크,7.89,23.27,0,20130801,10500,18500,76.19,20156.0,4887.0,1.0,720.3,2013-07-18,2013-07-25,9500,10500,0.43,0.003,415,1.0,0.1330909090909091,9
607,금호N.T,791.08,73.8,0,20130802,3100,6200,100.0,42405.0,2824.0,1.0,987.83,2013-07-17,2013-07-25,2700,3100,0.29,0.013999999999999999,416,1.0,0.05773737373737377,12
608,KG이티에스,942.85,37.53,0,20130724,3800,4000,5.26,93990.0,10098.0,1.0,390.88,2013-07-08,2013-07-16,3000,3900,0.54,-0.006,414,1.0,0.013910714285714278,2
609,나스미디어,958.6,37.1,0,20130717,8800,15050,71.02,23462.0,6454.0,1.0,781.0,2013-07-02,2013-07-09,7500,9000,0.61,-0.002,413,1.0,0.1330909090909091,9
610,엑세스바이오,94.57,11.6,0,20130530,4500,9000,100.0,35166.0,7080.0,1.0,692.0,2013-05-07,2013-05-14,3600,4100,0.28,-0.006,412,0.5,0.05773737373737377,12
611,디에스알,524.8,11.46,1,20130515,4000,5000,25.0,159248.0,7933.0,1.0,406.3,2013-04-29,2013-05-07,4150,4650,0.08,0.006999999999999999,411,0.5,0.06365,4
612,레고켐바이오사이언스,66.32,8.48,0,20130510,15500,19900,28.39,78887.0,-3070.0,1.0,604.97,2013-04-23,2013-05-03,13800,15500,0.42,-0.001,410,0.5,0.06365,4
613,삼목강업,937.08,15.97,0,20130430,2600,3440,32.31,61409.0,4658.0,1.0,276.0,2013-04-11,2013-04-19,3500,3900,0.36,0.008,409,0.5,-0.026625000000000003,5
614,세호로보트,22.42,71.5,0,20130403,7800,14000,79.49,19440.0,4495.0,1.0,514.5,2013-03-20,2013-03-27,6500,7500,0.48,0.005,408,0.5,0.1330909090909091,9
615,윈팩,995.4,42.25,0,20130307,4000,4050,1.25,65494.0,5400.0,1.0,39.65,2013-02-19,2013-02-26,4200,5100,0.82,-0.001,407,0.111,0.013910714285714278,2
616,코렌텍,698.98,12.53,0,20130305,16000,15950,-0.31,11881.0,-3942.0,1.0,586.12,2013-02-14,2013-02-22,13000,16000,0.57,0.004,406,0.111,0.03266972477064218,1
617,제로투세븐,48.64,18.99,0,20130219,8300,13050,57.23,205072.0,5891.0,1.0,750.87,2013-01-30,2013-02-07,7200,8300,0.46,-0.002,405,0.111,0.07095652173913045,7
618,지디,599.54,12.0,0,20130213,18000,25150,39.72,35683.0,9381.0,1.0,536.3,2013-01-23,2013-02-01,14500,16500,0.58,-0.002,404,0.111,-0.026625000000000003,5
619,아이원스,771.73,3.86,0,20130207,4500,5500,22.22,43595.0,5159.0,1.0,638.66,2013-01-22,2013-01-29,4300,4800,0.46,-0.001,403,0.111,0.06365,4
620,우리이앤엘,256.3,9.48,0,20130205,4900,4410,-10.0,256246.0,23826.0,1.0,3.04,2013-01-17,2013-01-25,4900,5700,0.32,-0.015,402,0.111,0.03266972477064218,1
621,아이센스,764.16,18.81,0,20130130,19000,29200,53.68,52347.0,7841.0,1.0,714.5,2013-01-15,2013-01-22,16000,19000,0.65,0.0,401,0.111,0.07095652173913045,7
622,포티스,785.43,1.09,0,20130129,3900,5700,46.15,49498.0,3433.0,1.0,834.7,2013-01-10,2013-01-18,3500,3900,0.6,0.001,400,0.111,0.05222222222222222,6
623,씨에스엘쏠라,40.55,11.31,0,20121227,10000,12500,25.0,16839.0,4273.0,1.0,12.15,2012-12-12,2012-12-18,10000,11000,0.55,-0.006999999999999999,399,0.111,0.06365,4
624,우리로광통신,608.85,0.7,0,20121127,10300,9270,-10.0,25780.0,8075.0,1.0,195.0,2012-11-07,2012-11-16,9000,10300,0.63,0.003,397,0.111,0.03266972477064218,1
625,디젠스,822.09,6.14,0,20121122,1800,2800,55.56,109763.0,5154.0,1.0,710.64,2012-11-06,2012-11-14,1800,2300,0.57,0.003,396,0.111,0.07095652173913045,7
626,맥스로텍,101.9,1.0,0,20121116,7000,10650,52.14,45944.0,5805.0,1.0,1132.0,2012-10-31,2012-11-08,6000,7000,0.93,-0.003,394,0.111,0.07095652173913045,7
627,GMB코리아,20.66,9.48,1,20121120,6000,5990,-0.17,423277.0,23197.0,0.43,191.21,2012-10-31,2012-11-08,7600,9200,0.22,0.022000000000000002,395,0.111,0.03266972477064218,1
628,와이엠씨,338.01,0.89,0,20121115,6000,7090,18.17,42093.0,5336.0,1.0,557.18,2012-10-30,2012-11-06,5100,6000,0.75,-0.013000000000000001,393,0.111,-0.014333333333333337,3
629,CJ헬로비전,472.57,0.24,1,20121109,16000,15100,-5.63,581943.0,76356.0,1.0,0.26,2012-10-24,2012-11-01,14000,19000,0.5,-0.013999999999999999,392,0.111,0.03266972477064218,1
630,아바텍,131.15,25.05,0,20121106,6300,10500,66.67,47990.0,6461.0,1.0,551.8,2012-10-16,2012-10-26,5100,5800,0.57,0.006,391,0.111,0.08485714285714287,8
631,코이즈,56.9,0.4,0,20120927,7500,9000,20.0,27188.0,5542.0,1.0,609.99,2012-09-12,2012-09-19,6500,7400,0.86,-0.008,390,0.0,0.06365,4
632,모다정보통신,24.81,0.4,0,20120925,7000,8900,27.14,54010.0,6526.0,1.0,499.89,2012-09-10,2012-09-14,7000,8500,0.91,-0.006,389,0.0,0.06365,4
633,나노스,23.25,12.0,0,20120802,7000,9280,32.57,43150.0,4017.0,1.0,438.54,2012-07-17,2012-07-25,6000,7000,0.98,-0.006999999999999999,388,0.0,-0.026625000000000003,5
634,우양에이치씨,299.23,0.0,0,20120726,5500,4950,-10.0,127213.0,10176.0,1.0,5.64,2012-07-10,2012-07-19,4000,6500,0.26,-0.003,386,0.0,0.03266972477064218,1
635,엠씨넥스,0.68,9.48,0,20120725,15000,13500,-10.0,215298.0,11583.0,1.0,1.7,2012-07-09,2012-07-17,16200,18600,0.9,-0.009000000000000001,385,0.0,0.03266972477064218,1
636,네이블커뮤니케이션즈,11.52,12.64,0,20120719,9000,9920,10.22,20770.0,3690.0,1.0,241.42,2012-07-03,2012-07-11,7500,9000,0.39,0.011000000000000001,384,0.0,-0.014333333333333337,3
637,디지탈옵틱,5.79,9.48,0,20120713,11500,10900,-5.22,58378.0,5986.0,1.0,596.87,2012-06-27,2012-07-05,9500,11500,0.51,-0.008,383,0.0,0.03266972477064218,1
638,피엔티,7.95,12.0,0,20120706,17000,22300,31.18,76392.0,8902.0,1.0,1116.89,2012-06-21,2012-06-28,14000,16000,0.91,0.0,382,0.0,-0.026625000000000003,5
639,사조씨푸드,8.84,9.48,1,20120629,10600,10000,-5.66,219576.0,13087.0,0.7,218.3,2012-06-12,2012-06-20,8600,10050,0.61,-0.009000000000000001,381,1.0,0.03266972477064218,1
640,비아트론,5.37,25.05,0,20120504,15900,25500,60.38,21653.0,7245.0,1.0,834.68,2012-04-17,2012-04-26,12900,14600,0.81,-0.012,380,1.0,0.08485714285714287,8
641,에스비아이모기지,771.42,3.4,0,20120430,7000,6300,-10.0,156124.0,26705.0,0.53,1.81,2012-04-05,2012-04-17,7700,9200,0.33,0.006,379,1.0,0.03266972477064218,1
642,코오롱패션머티리얼,60.08,10.99,1,20120405,14500,20000,37.93,516245.0,18679.0,1.0,691.76,2012-03-19,2012-03-28,12000,14500,0.31,-0.015,378,1.0,-0.026625000000000003,5
643,빛샘전자,177.33,0.43,0,20120321,4400,8800,100.0,29170.0,4147.0,1.0,1000.47,2012-03-07,2012-03-13,4000,4400,0.67,-0.001,377,0.385,0.05773737373737377,12
644,휴비스,597.2,18.63,1,20120223,12200,12250,0.41,1125337.0,24027.0,0.32,25.32,2012-02-06,2012-02-14,11700,13200,0.51,-0.005,376,0.385,0.013910714285714278,2
645,사람인에이치알,3.82,27.56,0,20120221,5000,10000,100.0,31362.0,2029.0,1.0,1057.8,2012-02-02,2012-02-10,4000,5000,0.43,-0.003,375,0.385,0.05773737373737377,12
646,뉴로스,74.62,25.05,0,20120215,8500,13600,60.0,30213.0,6531.0,1.0,1255.32,2012-01-26,2012-02-07,7500,8500,0.94,0.0,374,0.385,0.08485714285714287,8
647,남화토건,7.45,12.0,0,20120131,3000,4000,33.33,49863.0,4137.0,1.0,1269.57,2012-01-09,2012-01-18,2600,3000,0.47,-0.002,373,0.385,-0.026625000000000003,5
648,동아팜텍,23.89,0.4,0,20120120,24000,35000,45.83,24379.0,16438.0,1.0,543.0,2012-01-05,2012-01-11,20000,24000,0.44,0.006999999999999999,372,0.385,0.05222222222222222,6
649,원익머트리얼즈,614.0,6.8,0,20111228,27000,40000,48.15,66599.0,11396.0,1.0,417.16,2011-12-08,2011-12-16,23000,26000,0.35,0.003,371,1.0,0.05222222222222222,6
650,나이스디앤비,978.43,11.67,0,20111222,1700,2450,44.12,1874.0,1874.0,1.0,216.35,2011-12-07,2011-12-15,1400,1700,0.49,-0.01,368,1.0,0.05222222222222222,6
651,디엔에이링크,891.1,15.8,0,20111226,7700,15400,100.0,6336.0,861.0,1.0,836.99,2011-12-05,2011-12-15,6000,7000,0.68,0.006999999999999999,370,1.0,0.05773737373737377,12
652,시큐브,778.77,10.49,0,20111221,4900,4410,-10.0,13075.0,3083.0,1.0,6.48,2011-12-05,2011-12-13,4200,4900,0.65,0.032,367,1.0,0.03266972477064218,1
653,서암기계공업,988.49,1.19,0,20111219,3800,4000,5.26,32172.0,3322.0,1.0,183.36,2011-11-30,2011-12-08,3200,3800,0.78,0.006,366,1.0,0.013910714285714278,2
654,씨유메디칼시스템,395.96,0.5,0,20111215,12000,16000,33.33,17350.0,4977.0,1.0,568.84,2011-11-29,2011-12-07,10000,11500,0.84,-0.015,364,1.0,-0.026625000000000003,5
655,인터지스,441.4,3.7,1,20111216,10000,9000,-10.0,350412.0,10888.0,0.76,3.14,2011-11-29,2011-12-07,10000,12200,0.6,0.001,365,1.0,0.03266972477064218,1
656,넥스트리밍,301.73,9.48,0,20111202,6000,5400,-10.0,12486.0,4715.0,1.0,306.71,2011-11-16,2011-11-23,5000,6000,0.29,0.002,362,1.0,0.03266972477064218,1
657,에스에프씨,4.53,9.48,0,20111130,14000,12600,-10.0,88933.0,8754.0,1.0,82.8,2011-11-15,2011-11-22,13500,17000,0.47,-0.005,360,1.0,0.03266972477064218,1
658,티브이로직,1108.03,38.37,0,20111201,12000,10850,-9.58,17294.0,5244.0,1.0,652.7,2011-11-15,2011-11-23,10000,11200,0.28,0.042,361,1.0,0.03266972477064218,1
659,사파이어테크놀로지,301.73,9.48,0,20111205,65000,58500,-10.0,75573.0,40438.0,1.0,300.33,2011-11-15,2011-11-24,55000,65000,0.94,0.0,363,1.0,0.03266972477064218,1
660,신진에스엠,372.0,22.8,0,20111128,15000,15000,0.0,37817.0,6177.0,1.0,443.77,2011-11-10,2011-11-18,12500,15000,0.78,-0.008,359,1.0,0.013910714285714278,2
661,이엠넷,164.22,3.05,0,20111125,6400,11400,78.13,20434.0,4123.0,1.0,862.5,2011-11-09,2011-11-18,5800,6400,0.29,-0.024,358,1.0,0.1330909090909091,9
662,와이지엔터테인먼트,797.36,54.81,0,20111123,34000,68000,100.0,44772.0,9768.0,1.0,560.0,2011-11-07,2011-11-15,22100,28800,0.97,-0.001,357,1.0,0.05773737373737377,12
663,쎄미시스코,1.95,12.64,0,20111118,9500,11100,16.84,10700.0,3914.0,1.0,781.0,2011-11-02,2011-11-10,7000,8000,0.73,-0.02,356,1.0,-0.014333333333333337,3
664,테크윙,2.42,12.0,0,20111110,23000,30000,30.43,74513.0,13984.0,1.0,801.89,2011-10-25,2011-11-02,18000,20000,0.83,-0.039,354,1.0,-0.026625000000000003,5
665,아이테스트,21.02,12.64,0,20111111,2400,2690,12.08,95583.0,13925.0,1.0,446.2,2011-10-24,2011-11-03,2000,2400,0.84,0.001,355,1.0,-0.014333333333333337,3
666,신흥기계,317.3,11.59,0,20111108,8500,16000,88.24,60532.0,4811.0,1.0,1014.97,2011-10-20,2011-10-28,7000,7700,0.66,0.003,353,1.0,0.015769230769230768,10
667,씨큐브,2.23,11.46,0,20111108,5750,7000,21.74,18194.0,2340.0,1.0,791.35,2011-10-19,2011-10-28,4200,5000,0.59,0.003,352,1.0,0.06365,4
668,씨엔플러스,75.21,3.01,0,20111102,11500,15200,32.17,41519.0,4681.0,1.0,1221.89,2011-10-17,2011-10-25,10000,11300,0.52,-0.028999999999999998,351,1.0,-0.026625000000000003,5
669,테라세미콘,865.66,27.8,0,20111101,13500,23800,76.3,46766.0,5855.0,1.0,864.0,2011-10-13,2011-10-21,10000,12000,0.76,-0.019,350,1.0,0.1330909090909091,9
670,케이맥,142.28,23.27,0,20111025,14500,24750,70.69,26503.0,5847.0,1.0,745.0,2011-10-05,2011-10-14,13000,15000,1.02,0.023,349,1.0,0.1330909090909091,9
671,넥솔론,621.48,3.43,1,20111014,4000,6000,50.0,451337.0,35541.0,1.0,68.7,2011-09-28,2011-10-06,6700,8000,0.73,0.006,347,1.0,0.07095652173913045,7
