,,,,,,,,,,,,
회사명,종목코드,사업연도,결산월,업종,업종별,주식배당,현금배당,,,,,
,,,,,배당율,(배당기준일),액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
와이즈버즈,273060,2021,12,기타서비스,0.5,-,100,"48,561,742",20,35.773 *,"971,234,780",1.100
와이지-원,019210,2021,12,금속,0.87,-,500,"30,573,819",180,27.898,"6,154,871,040",2.400
와이지엔터테인먼트,122870,2021,12,오락·문화,0.04,-,500,"18,444,369",250,20.012,"4,575,049,500",0.500
와이투솔루션,011690,2021,12,전기전자,2.7,-,500,"159,235,637",-,-,-,-
와이팜,332570,2021,12,IT부품,0.36,-,500,"37,141,356",-,-,-,-
와토스코리아,079000,2021,12,화학,0.41,-,500,"7,200,000",200,101.317 *,"1,439,721,400",3.300
용평리조트,070960,2021,12,서비스업,0.43,-,"5,000","48,133,333",-,-,-,-
우리금융지주,316140,2021,12,금융업,2.61,-,"5,000","728,060,549",900,23.309,"654,383,820,900",6.800
우리기술,032820,2021,12,일반전기전자,0.23,-,500,"143,026,930",-,-,-,-
우리기술투자,041190,2021,12,금융,1.34,-,500,"84,000,000",-,-,-,-
우리넷,115440,2021,12,통신장비,0.28,-,500,"9,136,944",-,-,-,-
우리로,046970,2021,12,유통,0.36,-,500,"32,049,634",-,-,-,-
우리바이오,082850,2021,12,일반전기전자,0.23,-,500,"46,996,578",-,-,-,-
우리산업,215360,2021,12,운송장비·부품,0.36,-,500,"9,132,163",130,220.256,"1,187,181,190",0.600
우리산업홀딩스,072470,2021,12,운송장비·부품,0.36,-,500,"18,887,341",35,-203.363,"660,930,515",0.500
우리손에프앤지,073560,2021,12,음식료·담배,0.86,-,500,"69,237,643",50,12.148,"3,461,882,150",2.380
우리엔터프라이즈,037400,2021,12,유통,0.36,-,500,"26,223,346",-,-,-,-
우리이앤엘,153490,2021,12,반도체,0.42,-,500,"51,480,000",-,-,-,-
우리종금,010050,2021,12,금융업,2.61,-,500,"874,203,406",20,21.874,"17,482,686,600",2.200
우림피티에스,101170,2021,12,기계·장비,0.53,-,500,"13,500,000",100,37.527,"1,321,690,200",2.600
우성,006980,2021,12,음식료품,1.34,-,"5,000","3,090,000",150,-6.590,"385,013,400",0.600
우수AMS,066590,2021,12,운송장비·부품,0.36,-,500,"35,732,385",-,-,-,-
우신시스템,017370,2021,12,기계,0.76,-,500,"18,314,054",-,-,-,-
우양,103840,2021,12,음식료·담배,0.86,-,100,"14,258,000",-,-,-,-
우원개발,046940,2021,12,건설,1.48,-,500,"18,074,350",-,-,-,-
우정바이오,215380,2021,12,기타서비스,0.5,-,500,"12,872,836",-,-,-,-
우주일렉트로,065680,2021,12,IT부품,0.36,-,500,"9,934,220",400,19.946,"3,330,838,000",1.300
우진,105840,2021,12,의료정밀,0.79,-,500,"20,323,614",100,-32.145,"1,981,765,600",1.200
우진비앤지,018620,2021,12,제약,0.3,-,500,"28,889,293",-,-,-,-
우진아이엔에스,010400,2021,12,건설업,1.63,-,500,"7,622,000",100,-8.295,"266,434,900",1.420
우진플라임,049800,2021,12,기계,0.76,-,500,"20,000,000",50,4.442,"1,000,000,000",1.160
웅진,016880,2021,12,금융업,2.61,-,500,"79,927,080",-,-,-,-
웅진씽크빅,095720,2021,12,서비스업,0.43,-,500,"115,505,985",130,33.287,"14,705,378,650",4.060
원림,005820,2021,12,섬유의복,0.53,-,"5,000","2,297,970",250,18.877,"514,207,500",1.300
원바이오젠,307280,2021,12,제약,0.3,-,100,"36,454,408",-,-,-,-
원방테크,053080,2021,12,기계·장비,0.53,-,500,"12,999,807",300,44.277,"3,887,548,800",2.000
원익,032940,2021,12,유통,0.36,-,500,"18,193,230",-,-,-,-
원익IPS,240810,2021,12,반도체,0.42,-,500,"49,083,901",300,9.978,"14,479,259,700",0.700
원익QnC,074600,2021,12,비금속,0.88,-,500,"26,288,000",150,6.309,"3,943,200,000",0.500
원익머트리얼즈,104830,2021,12,반도체,0.42,-,500,"12,608,000",400,9.552,"5,043,200,000",1.100
원익큐브,014190,2021,12,유통,0.36,-,500,"35,399,906",-,-,-,-
원익피앤이,131390,2021,12,일반전기전자,0.23,-,500,"14,818,910",-,-,-,-
원익홀딩스,030530,2021,12,기계·장비,0.53,-,500,"77,237,981",-,-,-,-
원일특강,012620,2021,12,금속,0.87,-,500,"4,400,000",250,5.860,"1,100,000,000",1.800
원준,382840,2021,12,기계·장비,0.53,-,100,"5,020,191",-,-,-,-
원텍,336570,2021,12,금융,1.34,-,100,"5,610,000",-,-,-,-
원티드랩,376980,2021,12,소프트웨어,0.32,-,500,"9,406,136",-,-,-,-
원포유,122830,2021,12,-,-,-,500,"6,550,397",-,-,-,-
원풍,008370,2021,12,화학,0.41,-,500,"12,000,000",170,38.881,"2,017,900,000",3.240
원풍물산,008290,2021,12,섬유·의류,0.7,-,500,"40,693,679",-,-,-,-
월덱스,101160,2021,12,반도체,0.42,-,500,"16,510,993",60,2.963,"990,659,580",0.200
웨이버스,336060,2021,12,금융,1.34,-,100,"5,930,000",-,-,-,-
웨이브일렉트로,095270,2021,12,IT부품,0.36,-,500,"14,971,256",-,-,-,-
웰바이오텍,010600,2021,12,유통업,1.59,-,500,"58,677,244",-,-,-,-
웰크론,065950,2021,12,섬유·의류,0.7,-,500,"28,231,302",50,17.672,"1,370,998,250",1.080
웰크론한텍,076080,2021,12,건설,1.48,-,500,"20,816,746",-,-,-,-
웹스,196700,2021,12,화학,0.41,-,500,"14,364,144",-,-,-,-
웹젠,069080,2021,12,디지털컨텐츠,0.1,-,500,"35,310,884",-,-,-,-
웹케시,053580,2021,12,금융,1.34,-,500,"13,786,248",100,9.108 *,"1,353,839,900",0.370
위니아,071460,2021,12,일반전기전자,0.23,-,500,"35,967,295",-,-,-,-
위니아에이드,377460,2021,12,-,-,-,-,-,-,-,-,-
위닉스,044340,2021,12,일반전기전자,0.23,-,500,"17,873,425",500,39.654,"7,923,717,000",2.500
위더스제약,330350,2021,12,제약,0.3,-,200,"13,188,622",48,14.844 *,"632,935,824",0.470
위드텍,348350,2021,12,의료·정밀기기,0.32,-,500,"10,183,600",-,-,-,-
위메이드,112040,2021,12,디지털컨텐츠,0.1,-,500,"33,322,268",650,6.958,"21,436,806,300",0.370
위메이드맥스,101730,2021,12,디지털컨텐츠,0.1,-,500,"15,795,635",-,-,-,-
위메이드플레이,123420,2021,12,디지털컨텐츠,0.1,-,500,"9,569,842",-,-,-,-
위세아이텍,065370,2021,12,출판·매체복제,0.32,-,500,"6,575,874",150,22.889 *,"925,413,150",0.800
위월드,140660,2021,12,-,-,-,500,"2,487,252",-,-,-,-
위즈코프,038620,2021,12,유통,0.36,-,500,"63,553,440",-,-,-,-
위지윅스튜디오,299900,2021,12,오락·문화,0.04,-,500,"42,732,221",-,-,-,-
위지트,036090,2021,12,기계·장비,0.53,-,500,"90,231,385",-,-,-,-
윈스,136540,2021,12,소프트웨어,0.32,-,500,"12,211,663",500,33.245,"6,245,799,500",3.000
윈텍,320000,2021,12,기계·장비,0.53,-,100,"18,499,148",-,-,-,-
윈팩,097800,2021,12,반도체,0.42,-,500,"49,667,141",-,-,-,-
윈하이텍,192390,2021,12,금속,0.87,-,500,"10,656,896",-,-,-,-
윌링스,313760,2021,12,일반전기전자,0.23,-,500,"4,862,000",80,-134.270 *,"397,440,000",0.400
윌비스,008600,2021,12,유통업,1.59,-,"1,000","67,016,420",-,-,-,-
윙입푸드,900340,2021,12,-,-,-,0,"47,973,428",-,3.735,"487,471,393",0.740
유나이티드,033270,2021,12,의약품,0.12,-,500,"16,244,822",370,19.170 *,"5,492,002,130",0.800
유네코,064510,2021,12,기계·장비,0.53,-,500,"10,117,010",-,-,-,-
유니드,014830,2021,12,화학,1.1,-,"5,000","8,889,843","1,700",8.137,"14,844,133,100",1.700
유니셈,036200,2021,12,반도체,0.42,-,500,"30,664,223",120,9.251,"3,529,926,360",0.860
유니슨,018000,2021,12,기계·장비,0.53,-,500,"121,769,460",-,-,-,-
유니온,000910,2021,12,비금속광물,1.8,-,500,"15,611,619",125,18.811,"1,951,452,375",1.700
유니온머티리얼,047400,2021,12,비금속광물,1.8,-,500,"42,000,000",35,270.221,"1,470,000,000",1.100
유니온커뮤니티,203450,2021,12,일반전기전자,0.23,-,500,"14,679,007",-,-,-,-
유니켐,011330,2021,12,-,-,-,500,"72,688,462",30,61.055,"2,153,419,320",2.300
유니퀘스트,077500,2021,12,유통업,1.59,-,500,"27,342,975",300,13.218,"7,983,138,300",2.700
유니크,011320,2021,12,운송장비·부품,0.36,-,500,"19,320,695",-,-,-,-
유니테스트,086390,2021,12,반도체,0.42,-,500,"21,134,126",-,-,-,-
유니테크노,241690,2021,12,운송장비·부품,0.36,-,500,"25,011,565",-,-,-,-
유니트론텍,142210,2021,12,유통,0.36,-,500,"12,560,930",75,17.779,"916,131,825",1.200
유니포인트,121060,2021,12,-,-,-,500,"5,981,670",-,-,-,-
유라테크,048430,2021,12,일반전기전자,0.23,-,500,"11,520,000",100,42.106,"1,145,295,200",0.940
유바이오로직스,206650,2021,12,제약,0.3,-,500,"36,274,307",-,-,-,-
유비벨록스,089850,2021,12,소프트웨어,0.32,-,500,"7,115,697",-,-,-,-
유비온,084440,2021,09,-,-,-,500,"2,997,107",-,-,-,-
유비케어,032620,2021,12,소프트웨어,0.32,-,500,"52,197,139",40,14.909,"2,029,705,680",0.500
유비쿼스,264450,2021,12,통신장비,0.28,-,500,"10,245,706",560,19.916 *,"5,736,361,120",2.500
유비쿼스홀딩스,078070,2021,12,일반전기전자,0.23,-,500,"18,696,628",350,15.615,"5,779,519,900",2.200
유성기업,002920,2021,12,운수장비,1.02,-,500,"25,947,500",120,29.748,"3,077,700,000",3.710
유성티엔에스,024800,2021,12,운송,0.46,-,500,"31,278,618",-,-,-,-
유수홀딩스,000700,2021,12,서비스업,0.43,-,"2,500","26,041,812",400,24.256,"9,500,492,000",6.000
유신,054930,2021,12,기타서비스,0.5,-,"5,000","3,000,000",750,18.586 *,"2,250,000,000",4.200
유아이디,069330,2021,12,IT부품,0.36,-,500,"13,579,722",-,-,-,-
유아이엘,049520,2021,12,IT부품,0.36,-,500,"21,784,936",-,-,-,-
유안타제7호스팩,367460,2021,12,금융,1.34,-,100,"5,500,000",-,-,-,-
유안타제8호스팩,367480,2021,12,금융,1.34,-,100,"6,490,000",-,-,-,-
유안타제9호스팩,430700,2021,12,-,-,-,-,-,-,-,-,-
유안타증권,003470,2021,12,증권,3.64,-,"5,000","199,596,576",180,24.981,"37,629,033,870",4.500
유에스티,263770,2021,12,금속,0.87,-,100,"23,700,172",-,-,-,-
유엑스엔,337840,2021,12,-,-,-,500,"3,261,174",-,-,-,-
유엔젤,072130,2021,12,서비스업,0.43,-,500,"13,195,454",-,-,-,-
유유제약,000220,2021,12,의약품,0.12,-,"1,000","17,232,351",105,-221.059,"2,033,747,110",1.300
유일로보틱스,388720,2021,12,-,-,-,-,-,-,-,-,-
유일에너테크,340930,2021,12,기계·장비,0.53,-,500,"10,674,744",-,-,-,-
유진기업,023410,2021,12,비금속,0.88,-,500,"77,310,863",170,15.426,"12,071,659,200",3.400
유진로봇,056080,2021,12,기계·장비,0.53,-,500,"37,512,152",-,-,-,-
유진스팩6호,373340,2021,12,금융,1.34,-,100,"3,020,000",-,-,-,-
유진스팩7호,388800,2021,12,금융,1.34,-,100,"5,010,000",-,-,-,-
유진스팩8호,413630,2021,12,-,-,-,-,-,-,-,-,-
유진증권,001200,2021,12,증권,3.64,-,"5,000","96,866,418",140,14.487,"13,137,480,300",3.800
유진테크,084370,2021,12,반도체,0.42,-,500,"22,916,042",270,9.580,"6,054,040,710",0.500
유테크,178780,2021,12,유통,0.36,-,500,"34,820,984",-,-,-,-
유투바이오,221800,2021,12,-,-,-,500,"2,525,510",300,8.203 *,"757,653,000",1.000
유티아이,179900,2021,12,IT부품,0.36,-,500,"16,206,895",50,62.001,"789,888,650",0.340
유틸렉스,263050,2021,12,제약,0.3,-,500,"15,479,484",-,-,-,-
유한양행,000100,2021,12,의약품,0.12,-,"1,000","69,972,959",400,26.309,"26,079,622,200",0.610
유화증권,003460,2021,12,증권,3.64,-,"1,000","56,702,415",130,83.701 *,"8,031,140,450",4.690
육일씨엔에쓰,191410,2021,12,IT부품,0.36,-,500,"9,569,736",-,-,-,-
율촌화학,008730,2021,12,화학,1.1,-,500,"24,800,000",500,146.711,"12,400,000,000",1.830
율호,072770,2021,12,소프트웨어,0.32,-,500,"51,789,802",-,-,-,-
이건산업,008250,2021,12,종이목재,1.49,-,"5,000","10,952,635",200,18.332,"2,137,905,400",1.800
이건홀딩스,039020,2021,12,종이·목재,0.2,-,"1,000","22,584,709",70,10.502,"1,515,482,920",1.360
이구산업,025820,2021,12,철강금속,2.09,-,500,"33,442,000",50,7.942 *,"1,672,039,450",1.400
이글루,067920,2021,12,소프트웨어,0.32,-,500,"10,996,119",160,22.083,"1,661,771,040",2.300
이글벳,044960,2021,12,유통,0.36,-,500,"12,641,883",50,16.870 *,"613,744,850",0.600
이노뎁,303530,2021,12,소프트웨어,0.32,-,500,"7,302,549",-,-,-,-
이노메트리,302430,2021,12,기계·장비,0.53,-,500,"9,833,208",-,-,-,-
이노벡스,279060,2021,12,-,-,-,100,"6,833,075",-,-,-,-
이노션,214320,2021,12,서비스업,0.43,-,500,"20,000,000","1,800",41.311,"36,000,000,000",3.300
이노시스,056090,2021,12,의료·정밀기기,0.32,-,500,"9,319,483",-,-,-,-
이노와이어리스,073490,2021,12,통신장비,0.28,-,500,"6,737,544",250,11.109,"1,684,386,000",0.600
이노인스트루먼트,215790,2021,12,통신장비,0.28,-,500,"40,283,149",-,-,-,-
이노진,344860,2021,12,-,-,-,500,"1,860,000",-,-,-,-
이노테라피,246960,2021,12,제약,0.3,-,500,"5,044,184",-,-,-,-
이녹스,088390,2021,12,운송장비·부품,0.36,-,500,"9,350,844",-,-,-,-
이녹스첨단소재,272290,2021,12,IT부품,0.36,-,500,"19,641,658",350,8.573,"6,874,580,300",0.800
이니텍,053350,2021,12,소프트웨어,0.32,-,500,"19,790,916",20,7.312 *,"387,832,720",0.400
이라이콤,041520,2021,12,IT부품,0.36,-,500,"12,188,730",300,147.547,"3,656,218,800",3.300
이랜시스,264850,2021,12,일반전기전자,0.23,-,100,"29,025,672",45,20.603,"1,286,475,480",1.490
이랜텍,054210,2021,12,IT부품,0.36,-,500,"25,291,210",100,8.449,"2,866,579,300",0.870
이루다,164060,2021,12,의료·정밀기기,0.32,-,500,"7,815,060",-,-,-,-
이루온,065440,2021,12,소프트웨어,0.32,-,500,"27,275,020",-,-,-,-
이마트,139480,2021,12,유통업,1.59,-,"5,000","27,875,819","2,000",3.497,"55,576,710,000",1.300
이미지스,115610,2021,12,반도체,0.42,-,500,"15,328,276",-,-,-,-
이베스트스팩5호,349720,2021,12,금융,1.34,-,100,"3,620,000",-,-,-,-
이베스트투자증권,078020,2021,12,금융,1.34,-,"5,000","55,481,190",600,23.299,"37,472,017,375",6.800
이브이첨단소재,131400,2021,12,IT부품,0.36,-,500,"46,794,262",-,-,-,-
이비테크,208850,2021,12,-,-,-,"1,000","2,820,250",-,-,-,-
이삭엔지니어링,351330,2021,12,컴퓨터서비스,0.55,-,500,"8,288,520",-,-,-,-
이상네트웍스,080010,2021,12,인터넷,0.89,-,500,"9,015,000",100,11.671,"891,657,600",1.400
이성씨엔아이,379390,2021,12,-,-,-,500,"2,841,460",-,-,-,-
이수앱지스,086890,2021,12,제약,0.3,-,500,"33,182,668",-,-,-,-
이수페타시스,007660,2021,12,전기전자,2.7,-,"1,000","63,246,419",-,-,-,-
이수화학,005950,2021,12,화학,1.1,-,"5,000","27,959,544",500,14.093,"13,602,978,000",3.400
이스타코,015020,2021,12,서비스업,0.43,-,500,"42,851,600",-,-,-,-
이스트소프트,047560,2021,12,디지털컨텐츠,0.1,-,500,"11,375,132",-,-,-,-
이스트아시아홀딩스,900110,2021,12,-,-,-,0,"170,480,489",-,-,-,-
이씨에스,067010,2021,03,정보기기,0.77,-,500,"12,294,000",130,32.550 *,"1,598,220,000",1.900
이아이디,093230,2021,12,유통업,1.59,-,200,"940,724,905",-,-,-,-
이앤에치,341310,2021,12,-,-,-,100,"17,293,400",-,-,-,-
이엔드디,101360,2021,12,화학,0.41,-,500,"10,320,383",-,-,-,-
이엔에프테크놀로지,102710,2021,12,화학,0.41,-,500,"14,287,836",150,11.883,"2,143,175,400",0.400
이엔코퍼레이션,066980,2021,12,디지털컨텐츠,0.1,-,500,"38,580,273",-,-,-,-
이엔플러스,074610,2021,12,기계,0.76,-,500,"51,353,145",-,-,-,-
이엘피,063760,2021,12,반도체,0.42,-,500,"9,325,130",60,-74.509,"529,755,600",0.790
이엠넷,123570,2021,12,기타서비스,0.5,-,500,"22,276,078",200,16.600,"4,370,703,800",3.200
이엠앤아이,083470,2021,12,IT부품,0.36,-,500,"15,712,257",-,-,-,-
이엠코리아,095190,2021,12,기계·장비,0.53,-,500,"42,581,037",-,-,-,-
이엠텍,091120,2021,12,IT부품,0.36,-,500,"15,887,936",150,6.685,"2,282,135,400",0.500
이엠티,232530,2021,12,-,-,-,500,"14,969,643",-,-,-,-
이연제약,102460,2021,12,의약품,0.12,-,500,"17,998,577",250,82.413,"4,563,189,250",0.700
이오테크닉스,039030,2021,12,반도체,0.42,-,500,"12,319,550",900,15.202,"10,998,839,700",0.800
이오플로우,294090,2021,12,의료·정밀기기,0.32,-,100,"11,570,220",-,-,-,-
이원컴포텍,088290,2021,12,운송장비·부품,0.36,-,500,"22,636,305",-,-,-,-
이월드,084680,2021,12,-,-,-,"1,000","141,806,193",-,-,-,-
이즈미디어,181340,2021,12,의료·정밀기기,0.32,-,500,"7,120,100",-,-,-,-
이지바이오,353810,2021,12,음식료·담배,0.86,-,100,"34,191,720",75,23.614,"2,560,284,000",1.630
이지케어텍,099750,2021,03,소프트웨어,0.5,-,500,"6,386,000",86,-6.795,"538,113,868",0.500
이지트로닉스,377330,2021,12,-,-,-,-,-,-,-,-,-
이지홀딩스,035810,2021,12,음식료·담배,0.86,-,500,"65,145,845",50,35.369,"3,256,809,250",1.260
이큐셀,160600,2021,12,기계·장비,0.53,-,500,"13,780,746",-,-,-,-
이크레더블,092130,2021,12,기타서비스,0.5,-,500,"12,043,600","2,720",235.233,"32,758,592,000",13.500
이트론,096040,2021,12,정보기기,0.73,-,200,"527,923,748",-,-,-,-
이퓨쳐,134060,2021,12,출판·매체복제,0.32,-,500,"4,769,250",-,-,-,-
이화공영,001840,2021,12,건설,1.48,-,500,"19,805,760",-,-,-,-
이화산업,000760,2021,12,유통업,1.59,-,"5,000","2,800,000",-,-,-,-
이화전기,024810,2021,12,IT부품,0.36,-,200,"83,463,623",-,-,-,-
인디에프,014990,2021,12,섬유의복,0.53,-,500,"70,712,995",-,-,-,-
인바디,041830,2021,12,의료·정밀기기,0.32,-,500,"13,683,782",200,7.667,"2,605,369,400",0.800
인바이오,352940,2021,12,화학,0.41,-,500,"10,867,730",-,-,-,-
인바이오젠,101140,2021,12,유통업,1.59,-,500,"53,396,820",-,-,-,-
인바이츠바이오코아,216400,2021,12,-,-,-,500,"7,711,315",-,-,-,-
인베니아,079950,2021,12,기계·장비,0.53,-,500,"23,200,000",-,-,-,-
인산가,277410,2021,12,음식료·담배,0.86,-,100,"32,087,098",80,40.085,"2,563,439,360",3.800
인선이엔티,060150,2021,12,기타서비스,0.5,-,500,"46,563,612",-,-,-,-
인성정보,033230,2021,12,컴퓨터서비스,0.55,-,500,"39,215,380",-,-,-,-
인스코비,006490,2021,12,통신업,4.59,-,500,"109,848,100",-,-,-,-
인지디스플레,037330,2021,12,IT부품,0.36,-,500,"43,885,224",50,27.309,"2,159,586,200",1.600
인지컨트롤스,023800,2021,12,운수장비,1.02,-,500,"15,333,213",150,92.137,"2,203,906,950",1.050
인천도시가스,034590,2021,12,전기가스업,4.22,-,"5,000","4,374,754","1,250",138.769,"5,152,498,750",4.500
인카금융서비스,211050,2021,12,-,-,-,500,"4,493,990",-,-,-,-
인콘,083640,2021,12,통신장비,0.28,-,500,"44,658,769",-,-,-,-
인크로스,216050,2021,12,기타서비스,0.5,-,500,"8,056,777",722,24.698,"5,215,035,602",1.500
인탑스,049070,2021,12,IT부품,0.36,-,500,"17,200,000",470,9.632,"7,781,251,480",1.600
인터로조,119610,2021,12,의료·정밀기기,0.32,0.02 / (2021-12-31),500,"12,967,147",450,29.495,"5,609,953,800",1.700
인터엠,017250,2021,09,일반전기전자,0.24,-,500,"21,045,467",-,-,-,-
인터지스,129260,2021,12,운수창고업,0.4,-,500,"29,747,874",100,20.466,"2,821,413,200",2.900
인터플렉스,051370,2021,12,IT부품,0.36,-,500,"23,327,472",-,-,-,-
인텍플러스,064290,2021,12,반도체,0.42,-,500,"12,697,962",200,10.800,"2,445,344,800",0.700
인텔리안테크,189300,2021,12,일반전기전자,0.23,-,500,"9,183,669",100,14.891,"892,290,600",0.100
인트로메딕,150840,2021,12,의료·정밀기기,0.32,-,100,"38,234,020",-,-,-,-
인트론바이오,048530,2021,12,제약,0.3,-,500,"33,795,362",-,-,-,-
인팩,023810,2021,12,운수장비,1.02,-,500,"10,000,000",180,34.026,"1,800,000,000",1.400
인포마크,175140,2021,12,통신장비,0.28,-,500,"6,407,831",-,-,-,-
인포바인,115310,2021,12,통신서비스,0.68,-,500,"3,192,883",900,33.794,"1,928,295,900",3.800
인포뱅크,039290,2021,12,통신서비스,0.68,-,500,"8,693,978",80,7.642,"676,216,720",0.300
인피니트헬스케어,071200,2021,12,소프트웨어,0.32,-,500,"24,396,458",-,-,-,-
인화정공,101930,2021,12,운송장비·부품,0.36,-,500,"9,331,705",-,-,-,-
일동제약,249420,2021,12,의약품,0.12,-,"1,000","23,803,285",-,-,-,-
일동홀딩스,000230,2021,12,의약품,0.12,-,"1,000","11,540,400",100,-0.838,"1,129,209,100",0.700
일성건설,013360,2021,12,건설업,1.63,-,500,"54,024,880",30,28.060,"1,620,746,400",0.510
일성신약,003120,2021,12,의약품,0.12,-,"5,000","2,660,000",750,-84.150 *,"1,150,326,000",1.000
일승,333430,2021,12,운송장비·부품,0.36,-,100,"30,726,747",-,-,-,-
일신바이오,068330,2021,12,기계·장비,0.53,-,100,"44,216,140",-,-,-,-
일신방직,003200,2021,12,섬유의복,0.53,-,"5,000","2,400,000","3,000",10.578,"6,792,243,000",2.850
일신석재,007110,2021,12,유통업,1.59,-,500,"77,456,610",-,-,-,-
일야,058450,2021,12,IT부품,0.36,-,500,"31,740,000",-,-,-,-
일양약품,007570,2021,12,의약품,0.12,-,"2,500","19,085,664",200,14.414,"3,741,179,000",0.720
일정실업,008500,2021,12,섬유의복,0.53,-,"5,000","1,200,000",-,-,-,-
일지테크,019540,2021,12,운송장비·부품,0.36,-,500,"13,513,500",-,-,-,-
일진다이아,081000,2021,12,화학,1.1,-,"1,000","14,202,975",400,52.571,"5,679,252,000",1.300
일진디스플,020760,2021,12,전기전자,2.7,-,500,"34,468,286",-,-,-,-
