,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,avail_for_circul,nasdaq_score,search_amt,Trend,score
179,켄코아에어로스페이스,120.75,2.55,0,20200303,10000,11500,15,28937,-9409,0.84,256.68,2020-02-17,2020-02-21,13000,15000,32.29,0.045,-0.117,0.455,0.227
180,레몬,426,6.3,0,20200228,7200,8620,19.72,31438,-2377,1,800.07,2020-02-12,2020-02-20,6200,7200,36.34,-0.046,0.192,0.455,0.178
181,서남,1228.4,5.21,0,20200220,3100,3900,25.81,4854,-1449,1,881.6,2020-02-04,2020-02-11,2700,3100,57.01,0.009,0.173,0.455,0.197
182,위세아이텍,1105.93,6.95,0,20200210,12000,13900,15.83,16549,1505,1,1076.62,2020-01-20,2020-01-30,10000,11200,57.17,-0.005,0.026,0.455,0.389
183,피피아이,997.33,2.47,0,20191226,7000,11000,57.14,38120,2549,1,1147.7,2019-12-10,2019-12-17,6000,7000,73.57,0.001,-0.033,0.273,0.385
184,메탈라이프,1288.21,22.46,0,20191224,13000,26000,100,19270,3742,1,1397.97,2019-12-09,2019-12-13,10500,13000,17.16,0.002,-0.096,0.273,0.244
185,신테카바이오,75.61,1.32,0,20191217,12000,14950,24.58,287,-3747,1,123.2,2019-12-02,2019-12-10,15000,19000,49.8,0.009,0.314,0.273,0.525
186,태웅로직스,1024.98,2.53,0,20191210,4500,8170,81.56,24394,7318,1,618.52,2019-11-21,2019-11-27,3700,4500,22.23,-0.004,-0.047,0.273,0.317
187,코리아센터,37.77,6.04,0,20191129,18000,23000,27.78,189670,4874,0.91,4.13,2019-11-18,2019-11-22,24000,27200,9.97,0.007,-0.134,0.273,0.145
188,노터스,699.46,0.59,0,20191127,20000,29750,48.75,36308,3747,1,22.31,2019-11-07,2019-11-15,17000,20000,36.22,0.002,-0.122,0.273,0.488
189,코리아에셋투자증권,945.66,2.25,0,20191120,10000,9900,-1,165962,5507,1,231.78,2019-11-04,2019-11-12,8000,10000,23.33,0.002,0.7,0.273,0.256
190,현대에너지솔루션,26.63,3.07,1,20191119,18000,18200,1.11,347623,18614,1,126.68,2019-11-04,2019-11-08,24000,28000,22.33,0.001,0.024353056,0.273,0.317
191,씨에스베어링,1246.86,4.65,0,20191121,8400,8400,0,50364,3232,0.6,699.67,2019-11-04,2019-11-12,7400,8400,26.14,-0.005,0.137,0.273,0.6
192,에스제이그룹,946.62,13.56,0,20191118,38600,43500,12.69,68630,3531,1,512.93,2019-10-31,2019-11-08,32000,38600,30.66,0.007,-0.219,0.273,0.154
193,아이티엠반도체,1078.5,15.8,0,20191107,26000,26750,2.88,228237,18159,0.91,321.09,2019-10-24,2019-10-31,23000,26000,27.65,-0.003,-0.034,0.273,0.404
194,자이에스앤디,768.58,5.1,1,20191106,5200,6650,27.88,212696,10716,1,665.41,2019-10-21,2019-10-29,4200,5200,25.65,0,0.024353056,0.273,0.25
195,한화시스템,23.61,4.24,1,20191113,12250,11600,-5.31,1128925,41242,0.25,16.84,2019-10-21,2019-11-05,12250,14000,23.09,0.003,0.024353056,0.273,0.246
196,지누스,45.68,13.73,1,20191030,70000,73500,5,621764,43609,0.73,0.63,2019-10-16,2019-10-22,80000,90000,53.61,-0.006,0.024353056,0.273,0.383
197,티라유텍,1240.9,11.9,0,20191031,12050,24100,100,22771,1525,1,1164.16,2019-10-16,2019-10-24,10550,12050,18.39,0.003,0.191,0.273,0.342
198,미디어젠,576.27,1.88,0,20191105,10600,11250,6.13,13383,-533,1,573.16,2019-10-14,2019-10-22,9400,10600,73.51,0.006,-0.101,0.273,0.5
199,캐리소프트,924.83,2.7,0,20191029,9000,12100,34.44,9969,-2189,1,1067,2019-10-14,2019-10-22,7000,9000,35.52,0.01,0.069,0.273,0.404
200,케이엔제이,1144.3,5.5,0,20191025,11000,15700,42.73,51107,1698,1,1104.68,2019-10-10,2019-10-17,8400,11000,45.73,0.008,-0.024,0.273,0.472
201,엔바이오니아,425.8,3.8,0,20191024,8200,10700,30.49,8545,648,1,910.32,2019-10-07,2019-10-15,8200,10300,49.47,0.002,-0.097,0.273,0.314
202,팜스빌,1035.53,7.05,0,20191022,14000,16800,20,19833,4815,0.87,674.04,2019-10-01,2019-10-11,11000,14000,26.53,0.009,-0.005,0.273,0.333
203,라온피플,330.36,1.5,0,20191018,14000,13300,-5,21764,6250,1,2.07,2019-10-01,2019-10-11,14000,17000,42.74,0.004,-0.162,0.273,0.333
204,아톤,810.88,9.5,0,20191017,43000,46050,7.09,28033,4096,0.8,653.96,2019-09-30,2019-10-08,30000,43000,44.06,-0.003,-0.162,0.273,0.286
205,녹십자웰빙,657.93,4.49,0,20191014,11300,11900,5.31,53883,5678,1,657.66,2019-09-24,2019-10-02,9400,11300,48.23,0.013,-0.132,0.273,0.407
206,올리패스,11.07,0.4,0,20190920,20000,30600,53,488,-27825,1,419.4,2019-08-30,2019-09-06,37000,45000,49.05,0.001,-0.102,0.333,0.608
207,한독크린텍,1117.61,8.77,0,20190905,15100,24500,62.25,39627,4165,1,728.28,2019-08-22,2019-08-28,13300,15100,43.14,0.013,-0.014,0.333,0.426
208,마니커에프앤지,1056.91,5.43,0,20190820,4000,8000,100,99419,4077,1,1216.48,2019-08-01,2019-08-08,3400,4000,23.96,0.014,0.024353056,0.333,0.733
209,에스피시스템스,1116.32,13.68,0,20190814,4900,9800,100,46873,3235,0.68,786.16,2019-07-29,2019-08-06,4300,4900,43.51,0.019,0.107,0.333,0.233
210,레이,1013.19,10.27,0,20190808,20000,25150,25.75,47565,6779,1,779.56,2019-07-22,2019-07-30,17000,20000,63.1,0.004,0.012,0.333,0.212
211,코윈테크,163.54,0.9,0,20190805,34500,31050,-10,76832,10339,1,0.48,2019-07-18,2019-07-26,28400,34500,31.33,-0.013,0.193,0.333,0.257
212,그린플러스,863.94,5.85,0,20190807,10000,11150,11.5,42151,2213,1,700.96,2019-07-18,2019-07-26,8500,10000,45.78,0.014,-0.052,0.333,0.244
213,덕산테코피아,348.63,7.17,0,20190802,19000,17100,-10,70930,18783,0.79,1.96,2019-07-17,2019-07-24,17000,19000,23.5,-0.008,-0.011,0.333,0.714
214,슈프리마아이디,1124.05,13.14,0,20190801,27000,34750,28.7,18081,3571,0.77,707.26,2019-07-16,2019-07-24,23000,27000,25.84,-0.012,0.155,0.333,0.162
215,윌링스,1082.15,18.18,0,20190725,12500,22800,82.4,54327,4294,0.7,532.83,2019-07-10,2019-07-17,10000,12500,20.8,0.008,0.01,0.333,0.36
216,대모,1103.1,15.6,0,20190724,5200,8710,67.5,51026,3119,0.79,1268.53,2019-07-09,2019-07-16,4800,5200,28.96,0.006,0.024353056,0.333,0.236
217,에이스토리,614.25,3.56,0,20190719,14300,12900,-9.79,46446,2320,1,131.51,2019-07-03,2019-07-10,11600,14300,53.25,0.003,-0.019,0.333,0.422
218,플리토,1133,22,0,20190717,26000,31600,21.54,3505,-3761,0.68,710.71,2019-07-01,2019-07-09,19000,23000,34.58,-0.004,0.033,0.333,0.238
219,세틀뱅크,1122,14.8,0,20190712,55000,49500,-10,57164,11995,0.64,309.6,2019-06-27,2019-07-05,44000,49000,51.86,-0.001,-0.087,0.333,0.328
220,아이스크림에듀,124.73,1.34,0,20190711,15900,14350,-9.75,86608,7108,1,5.7,2019-06-25,2019-07-02,15900,18000,37.06,0.007,0.26,0.333,0.261
221,에이에프더블류,866.03,13.72,0,20190701,22500,28000,24.44,30330,8713,0.53,552.22,2019-06-12,2019-06-20,19500,22500,33.63,0.005,-0.038,0.333,0.49
222,압타바이오,856.41,35.1,0,20190612,30000,50200,67.33,300,-31123,1,663.03,2019-05-28,2019-06-04,21000,25000,49.86,0,0.227,1,0.532
223,까스텔바쟉,32.53,3.86,0,20190610,12000,17000,41.67,84152,6356,0.29,3.4,2019-05-27,2019-05-31,16000,19000,47.44,0.017,-0.228,1,0.391
224,마이크로디지탈,621.48,2.29,0,20190605,23000,41050,78.48,4554,-30,1,1116.34,2019-05-20,2019-05-28,20000,23000,36.35,0.026,0.033,1,0.486
225,컴퍼니케이파트너스,865.66,27.8,0,20190523,4500,8200,82.22,9866,3336,1,850.46,2019-05-08,2019-05-14,3600,4000,19.93,-0.004,-0.083,1,0.333
226,수젠텍,75.21,3.15,0,20190528,12000,11150,-7.08,3440,-20960,1,1.48,2019-05-07,2019-05-16,12000,14000,71.16,0.001,0.017,1,0.37
227,현대오토에버,797.36,57.79,1,20190328,48000,75500,57.29,1473376,,0.1,345.24,2019-03-13,2019-03-20,40000,44000,7.58,-0.006,0.024353056,0.263,0.322
228,아모그린텍,164.22,3.05,0,20190329,9900,10300,4.04,111297,-5238,0.8,22.13,2019-03-12,2019-03-20,8800,9900,35.15,0.003,-0.017,0.263,0.436
229,지노믹트리,372,22.8,0,20190327,27000,29450,9.07,454,-2113,1,13.1,2019-03-11,2019-03-19,17000,25000,37.95,0.007,0.027,0.263,0.273
230,이지케어텍,1108.03,40.25,0,20190322,12300,24600,100,55374,3606,1,1272.11,2019-03-05,2019-03-13,10100,12300,51.05,0.014,-0.046,0.263,0.327
231,미래에셋벤처투자,441.4,3.7,0,20190315,4500,6150,36.67,54949,6305,1,1021.77,2019-02-27,2019-03-08,3700,4500,30.32,-0.002,-0.145,0.263,0.429
232,드림텍,395.96,0.8,1,20190314,13000,17350,33.46,527609,9607,0.54,562.7,2019-02-25,2019-03-05,11000,13000,14.97,0.007,0.024353056,0.263,0.4
233,에코프로비엠,988.49,45.04,0,20190305,48000,61100,27.29,289870,15159,1,273.78,2019-02-14,2019-02-22,37500,42900,32.6,-0.002,-0.037,0.263,0.512
234,천보,891.1,15.8,0,20190211,40000,52500,31.25,87606,14822,0.8,426.09,2019-01-21,2019-01-29,35000,40000,32.91,0.001,-0.013,0.263,0.314
235,이노테라피,154.44,2.83,0,20190201,18000,22200,23.33,180,-3012,1,463.37,2019-01-16,2019-01-24,20200,25200,52.13,0.014,-0.092,0.263,0.308
236,노랑풍선,978.43,12.42,0,20190130,20000,30350,51.75,83822,10436,0.74,1025.2,2019-01-15,2019-01-22,15500,19000,26,-0.008,0.039,0.263,0.304
237,웹케시,614,6.8,0,20190125,26000,31700,21.92,77086,3679,1,9473.1,2019-01-09,2019-01-17,24000,26000,59.24,0.007,0.127,0.263,0.442
238,에어부산,23.89,0.4,1,20181227,3600,4020,11.67,561657,28464,0.4,36.5,2018-12-13,2018-12-19,3600,4000,53.6,0.058,0.024353056,0.579,0.417
239,유틸렉스,597.2,18.63,0,20181224,50000,60100,20.2,133,-9593,1,322.96,2018-12-10,2018-12-14,38000,50000,42.5,-0.03,0.314,0.579,0.444
240,디케이티,771.42,3.5,0,20181221,7400,12900,74.32,117043,4611,1,780.32,2018-12-06,2018-12-13,6000,7400,28.52,-0.016,-0.062,0.579,0.533
241,에이비엘바이오,60.08,10.99,0,20181219,15000,13500,-10,71,-74734,1,0.78,2018-12-06,2018-12-12,13000,17000,49.83,0.004,0.02,0.579,0.543
242,위지윅스튜디오,177.33,1.13,0,20181220,11000,11250,2.27,12989,499,1,6.84,2018-12-06,2018-12-13,9000,13000,45,-0.022,0.244,0.579,0.556
243,머큐리,749.57,13.35,0,20181214,6100,9630,57.87,138330,4443,0.5,930.39,2018-11-29,2018-12-06,5200,6100,29.17,-0.004,0.027,0.579,0.025
244,전진바이오팜,14.69,27.2,0,20181214,10000,11550,15.5,3136,-3041,1,24.8,2018-11-28,2018-12-05,15000,17000,67.95,-0.004,-0.023,0.579,0.739
245,이노메트리,765.22,11.39,0,20181212,26000,40000,53.85,14063,1177,1,791.16,2018-11-27,2018-12-04,21000,25000,23.65,0.002,-0.069,0.579,0.32
246,티앤알바이오팹,101.9,1,0,20181128,18000,16200,-10,406,-4058,1,500.35,2018-11-12,2018-11-16,18000,23000,37.39,0,0.295,0.579,0.333
247,엠아이텍,472.57,0.42,0,20181129,4500,4050,-10,22541,2051,0.5,883.39,2018-11-12,2018-11-20,3900,4500,28.46,0.029,-0.052,0.579,0.509
248,네오펙트,338.01,0.89,0,20181128,11000,9900,-10,7288,160,1,400.8,2018-11-12,2018-11-20,10000,12500,60.82,0,-0.084,0.579,0.286
249,남화산업,822.09,6.14,0,20181129,3700,5610,51.62,14214,8543,1,858.4,2018-11-08,2018-11-16,3100,3700,11.45,0.029,-0.142,0.579,0.583
250,싸이토젠,608.85,0.7,0,20181122,17000,17800,4.71,850,-2149,1,705.49,2018-11-08,2018-11-14,13000,17000,54.92,0.009,-0.024,0.579,0.367
251,디알젬,785.43,1.05,0,20181122,6500,8470,30.31,49324,4132,1,832.96,2018-11-05,2018-11-13,5000,7000,28.57,0.009,-0.109,0.579,0.405
252,파멥신,764.16,18.81,0,20181121,60000,58100,-3.17,209,-6483,1,322.78,2018-11-05,2018-11-13,43000,55000,52.01,-0.017,-0.095,0.579,0.328
253,디자인,771.73,3.86,0,20181115,10100,20200,100,30472,2225,1,665.04,2018-11-01,2018-11-08,9000,10100,41.81,-0.009,-0.009,0.579,0.05
254,노바렉스,48.64,18.99,0,20181114,19000,25450,33.95,80854,8567,1,631.42,2018-10-30,2018-11-06,19000,24000,39.43,0,-0.081,0.579,0.431
255,셀리버리,698.98,16.8,0,20181109,25000,32000,28,2774,-15008,1,808.45,2018-10-22,2018-10-30,20000,25000,54.97,-0.005,-0.05,0.579,0.593
256,대보마그네틱,995.4,45.41,0,20181106,31000,60200,94.19,13165,3760,0.73,837.58,2018-10-18,2018-10-26,22500,25500,16.15,-0.004,-0.034,0.579,0.294
257,엘앤씨바이오,937.08,17.27,0,20181101,24000,29800,24.17,17901,3753,1,985.59,2018-10-16,2018-10-24,18000,20000,47.06,0.02,-0.122,0.579,0.419
258,노바텍,66.32,0.03,0,20181102,10000,14100,41,21284,3975,0.7,326.67,2018-10-16,2018-10-24,12500,16500,24.81,0.018,0.359,0.579,0.476
259,옵티팜,94.57,11.6,0,20181026,10000,9000,-10,13857,-1567,0.75,463.49,2018-10-11,2018-10-17,10000,12000,49.57,0.03,0.075,0.579,0.513
260,로보티즈,958.6,39.8,0,20181026,14000,28000,100,17914,1781,1,1043.92,2018-10-10,2018-10-18,9200,11300,16.79,0.03,0.22,0.579,0.306
261,에스퓨얼셀,942.85,40.5,0,20181015,16500,33000,100,20295,2789,0.67,857.78,2018-09-18,2018-10-02,10600,14000,26.42,0.023,0.098,0.579,1
262,푸드나무,791.08,16.5,0,20181004,24000,43350,80.63,34826,3922,0.87,914.05,2018-09-11,2018-09-19,18700,22700,19.27,0.003,0.065,0.579,0.294
263,하나제약,101.5,0.1,1,20181002,26000,30100,15.77,139331,24310,1,147.5,2018-09-10,2018-09-18,24500,28000,35.78,-0.001,0.024353056,0.579,0.364
264,지티지웰니스,946.89,4.22,0,20180921,11000,15250,38.64,23053,2459,1,514.16,2018-09-04,2018-09-13,9000,9800,43.03,0.01,0.07,1,0.438
265,우진아이엔에스,129.06,0.77,1,20180914,15000,15150,1,140446,16846,0.67,11.17,2018-08-30,2018-09-06,15000,17000,39.55,0.007,0.024353056,1,0.46
266,명성티엔에스,745.56,11.73,0,20180913,20000,22000,10,64575,5857,0.62,804.79,2018-08-29,2018-09-05,16100,18700,26.4,-0.002,-0.061,1,0.447
267,디지캡,979.06,4.18,0,20180907,12000,13250,10.42,16311,2045,0.62,931.79,2018-08-22,2018-08-29,8500,10500,51.35,-0.009,0.061,1,0.425
268,액트로,132.07,1.86,0,20180828,20000,20700,3.5,50659,5654,1,545.42,2018-08-09,2018-08-17,20000,24000,52.42,0.009,-0.125,1,0.632
269,에이피티씨,20.99,8.7,0,20180823,9000,9310,3.44,41122,10850,1,22.69,2018-08-07,2018-08-14,11500,13000,55.84,0.004,-0.09,1,0.523
270,오파스넷,861.66,14.22,0,20180824,11000,18000,63.64,71416,3080,1,1401.36,2018-08-06,2018-08-14,8500,9700,38.53,-0.001,0.168,1,0.656
271,바이오솔루션,174.79,5.04,0,20180820,29000,28200,-2.76,5011,-1806,1,302.62,2018-08-02,2018-08-10,24000,29000,72.3,0.001,0.156,1,0.549
272,에스에스알,928.44,41.62,0,20180806,9000,18000,100,11326,2515,1,1231.66,2018-07-19,2018-07-27,6600,7500,16.73,0.001,-0.048,1,0.229
273,휴네시온,751.89,8.9,0,20180802,10000,15000,50,13193,2995,0.86,827.74,2018-07-19,2018-07-26,8700,10000,30.53,0.005,-0.037,1,0.234
274,디아이티,105.14,6.8,0,20180807,10000,10550,5.5,85994,11909,1,11.1,2018-07-18,2018-07-26,9400,10400,24.42,0.006,-0.065,1,0.333
275,롯데정보통신,79.33,25.9,1,20180727,29800,30550,2.52,691297,20675,1,34.22,2018-07-11,2018-07-18,28300,33800,19.34,-0.01,0.024353056,1,0.364
276,한국유니온제약,918.99,9.4,0,20180726,18000,23000,27.78,47470,4420,1,1015.13,2018-07-09,2018-07-18,13500,16000,55.34,0.012,-0.044,1,0.562
277,엠코르셋,766.05,16.4,0,20180723,11500,11050,-3.91,124300,7757,0.8,51.47,2018-07-05,2018-07-13,10100,11500,52.92,-0.001,-0.214,1,0.212
278,올릭스,876.72,74.03,0,20180718,36000,72000,100,244,-5164,1,847.09,2018-07-02,2018-07-10,26000,30000,38.55,0.006,0.102,1,0.629
279,아이큐어,642.1,5.08,0,20180712,65000,58500,-10,35674,240,1,331.42,2018-06-28,2018-07-05,44000,55000,62.93,-0.005,0.024,1,0.483
280,에스브이인베스트먼트,786.73,4.7,0,20180706,7000,9000,28.57,10450,2113,1,974.23,2018-06-21,2018-06-28,5600,6300,51.71,0.011,0.014,1,0.136
281,이원다이애그노믹스,749.79,27.87,0,20180626,6500,9000,38.46,1449,-3606,1,810.33,2018-06-11,2018-06-19,4700,5700,44.62,-0.021,0.024353056,0.714,0.317
282,파워넷,590.6,7.66,0,20180607,6500,10100,55.38,137731,6114,0.5,1144,2018-05-24,2018-05-30,5500,6500,33.59,0.007,0.718,0.714,0.485
283,현대사료,839.16,31.92,0,20180601,6600,13200,100,106532,3513,1,1690,2018-05-16,2018-05-24,5700,6600,21.41,-0.003,0.061,0.714,0.341
284,세종메디칼,836.68,39.75,0,20180529,15000,23100,54,12773,3192,0.6,922.71,2018-05-14,2018-05-21,10800,13700,21.57,0.001,-0.061,0.714,0.233
285,제노레이,907.12,32.59,0,20180528,23000,45900,99.57,35467,2905,0.76,1028.72,2018-05-09,2018-05-17,17500,20500,57.2,0.001,0.165,0.714,0.415
286,케어랩스,934.42,40.19,0,20180328,20000,40000,100,18597,1935,1,886.14,2018-03-12,2018-03-20,15000,18000,12.15,-0.029,0.652,0.333,0.143
287,애경산업,24.3,8.51,1,20180322,29100,28000,-3.78,506780,21546,0.71,6.73,2018-03-07,2018-03-14,29100,34100,22.47,-0.003,0.024353056,0.333,0.377
288,린드먼아시아인베스트먼트,640.8,27.4,0,20180314,6500,13000,100,6335,2802,1,1039.51,2018-02-26,2018-03-06,5000,5500,13.21,-0.01,0.157,0.333,0.206
289,엔지켐생명과학,258.68,13.25,0,20180221,56000,87000,55.36,21835,-6332,1,342.31,2018-02-05,2018-02-09,45000,70000,77.62,-0.001,-0.033,0.333,0.419
290,오스테오닉,442,1.7,0,20180222,7700,15400,100,6640,1541,1,998.83,2018-02-01,2018-02-09,5800,7500,56.87,-0.002,0.065,0.333,0.488
291,동구바이오제약,727.7,53.41,0,20180213,16000,32000,100,87363,10923,0.93,836.67,2018-01-30,2018-02-06,12000,14500,43.99,0.016,0.038,0.333,0.5
292,아시아종묘,239.52,4.39,0,20180212,4500,4520,0.44,21313,2409,1,243.2,2018-01-29,2018-02-02,4200,5200,64.77,0.014,0.059,0.333,0.163
293,알리코제약,389.27,9.38,0,20180212,12000,18100,50.83,48127,2243,1,697.3,2018-01-25,2018-02-02,10000,13000,26.49,0.014,-0.043,0.333,0.283
294,카페24,672.71,42.9,0,20180208,57000,84500,48.25,118080,-1272,1,731.58,2018-01-23,2018-01-31,43000,57000,45.73,-0.009,-0.016,0.333,0.406
295,배럴,298.48,9.06,0,20180201,9500,10400,9.47,24247,3713,1,369.78,2018-01-15,2018-01-23,8000,9500,23.05,0.001,-0.018,0.333,1.375
296,시스웍,78.86,0.44,0,20171226,2800,3810,36.07,24178,5347,1,830.31,2017-12-08,2017-12-15,3300,3900,32.34,-0.001,-0.151,0.217,0.261
297,진에어,274.55,7.3,1,20171208,31800,31800,0,719673,39333,0.25,134.05,2017-11-23,2017-11-30,26800,31800,30.25,0.005,0.024353056,0.217,0.215
298,메카로,719.26,42.07,0,20171206,33000,43000,30.3,48134,2926,1,664.69,2017-11-21,2017-11-28,25000,30000,31.26,-0.002,-0.043,0.217,0.197
299,씨티케이코스메틱스,188.65,6.6,0,20171207,55000,49500,-10,133888,23325,1,145.75,2017-11-21,2017-11-28,46000,55000,29.43,0.002,-0.123,0.217,0.325
300,에스트래픽,605.02,13.4,0,20171205,10000,20000,100,88748,8209,1,1128.18,2017-11-20,2017-11-24,8000,10000,39.32,-0.011,0.372,0.217,0.51
301,대원,247.25,0.2,0,20171201,15000,16000,6.67,226696,36888,0.5,460.24,2017-11-16,2017-11-24,13000,15000,16.26,0.007,0.024353056,0.217,0.35
302,체리부로,265.38,0.4,0,20171204,4700,5020,6.81,290878,16031,0.68,616.6,2017-11-16,2017-11-23,4300,4700,32.69,-0.004,-0.064,0.217,0.557
303,비즈니스온커뮤니케이션,513.97,14.9,0,20171130,9000,16900,87.78,11711,2626,1,1075.91,2017-11-15,2017-11-22,8100,9000,42.69,-0.013,0,0.217,0.324
304,스튜디오드래곤,536.68,27.2,0,20171124,35000,55300,58,137052,7754,1,320.11,2017-11-09,2017-11-17,30900,35000,16.43,0.001,0.024353056,0.217,0.325
305,에스엔피월드,534.27,4.97,0,20170928,5100,5100,0,27164,3856,1,661.5,2017-09-14,2017-09-20,4300,5100,23.78,0.011,0.026408946,0.333,0.433
306,야스,28.9,7.15,0,20170929,23500,21150,-10,82982,13064,0.74,0.52,2017-09-14,2017-09-22,23500,26500,50.6,0,-0.118,0.333,0.338
307,유티아이,5.05,0.4,0,20170927,25000,22500,-10,38852,13037,-17.01,3.44,2017-09-11,2017-09-19,28000,33000,56.64,0.002,0.088,0.333,0.5
308,신흥에스이씨,482.4,33.1,0,20170927,16000,29400,83.75,90112,5552,0.5,731.42,2017-09-11,2017-09-19,11000,14000,20.22,0.002,0.005,0.333,0.378
309,엠플러스,596.2,27.2,0,20170920,18000,28350,57.5,28031,3542,0.8,1003.24,2017-09-06,2017-09-12,14000,16000,45.11,0.001,-0.032,0.333,0.486
310,샘코,19.26,0.96,0,20170915,11000,12000,9.09,28814,2044,1,207,2017-08-31,2017-09-08,14000,18000,36.31,-0.005,-0.185,0.333,0.265
311,앱클론,564.87,21.72,0,20170918,10000,20000,100,3120,-1597,1,799.09,2017-08-31,2017-09-08,8000,10000,51.27,0.003,0.426,0.333,0.477
312,펄어비스,62.4,6.22,0,20170914,103000,92700,-10,33690,24425,1,0.43,2017-08-29,2017-09-06,80000,103000,27.31,0.001,0.505,0.333,0.455
313,덕우전자,282.69,11.35,0,20170828,15500,16900,9.03,76328,10785,0.6,586.43,2017-08-09,2017-08-18,13500,15500,26.25,-0.001,-0.054,0.333,0.526
314,이더블유케이,588.13,25.95,0,20170822,5000,10000,100,28570,3263,0.75,1160.15,2017-08-03,2017-08-10,4200,5000,24.71,-0.001,-0.023,0.333,0.429
315,알에스오토메이션,656.89,61,0,20170811,6000,11950,99.17,70698,3004,1,1058.82,2017-07-24,2017-08-01,5250,6000,20.12,-0.021,0.465,0.333,0.452
316,모트렉스,357.12,11.24,0,20170804,38300,38000,-0.78,200359,15018,0.85,422.73,2017-07-20,2017-07-28,31200,38300,28.15,-0.004,-0.083,0.333,0.136
317,디앤씨미디어,539.1,33.5,0,20170801,20000,32300,61.5,18893,3012,1,563.1,2017-07-19,2017-07-25,17000,20000,12.18,-0.004,0.153,0.333,0.22
318,데이타솔루션,395.83,23.09,0,20170803,3300,6600,100,100820,3054,0.7,733.74,2017-07-18,2017-07-25,2700,3300,20.39,0,-0.002,0.333,0.396
319,지니언스,620.04,14.5,0,20170802,13500,20050,48.52,20615,3658,1,922.71,2017-07-17,2017-07-25,12000,13500,36.65,0.002,0.352,0.333,0.237
320,셀트리온헬스케어,38.06,12.5,0,20170728,41000,43650,6.46,402389,28641,1,6.95,2017-07-13,2017-07-20,32500,41000,27.35,-0.006,-0.08,0.333,0.73
321,이즈미디어,129.22,1.38,0,20170726,7500,8400,12,39808,4167,0.92,13.87,2017-07-10,2017-07-18,7500,10000,42.33,0,-0.092,0.333,0.276
322,힘스,729.64,27.48,0,20170720,20000,32500,62.5,50876,4951,1,795.94,2017-07-04,2017-07-12,15500,18800,36.71,0.006,0.046,0.333,0.342
323,브이원텍,557.47,8.3,0,20170713,17700,20100,13.56,24455,7969,0.8,754.31,2017-06-26,2017-07-04,15200,17700,34.79,0.011,0.024353056,0.333,0.351
324,제일홀딩스,113.98,2.88,0,20170630,20700,18650,-9.9,6196498,371783,1,20.67,2017-06-12,2017-06-20,20700,22700,32.84,-0.014,-0.01,0.5,0.478
325,보라티알,557.61,13.3,0,20170608,14300,18900,32.17,6963,829,1,1026.34,2017-05-23,2017-05-30,12500,14300,22.34,0.004,-0.015,0.5,0.531
326,필옵틱스,647.18,13.25,0,20170601,48000,48200,0.42,177220,14820,1,588.96,2017-05-17,2017-05-24,41000,48000,53.64,-0.001,0.063,0.5,0.615
327,하나머티리얼즈,689.9,49.73,0,20170428,12000,17500,45.83,52713,7608,1,955.33,2017-04-12,2017-04-19,10000,12000,29.71,0.004,0.002,0.5,0.511
328,넷마블게임즈,240.74,47.1,1,20170512,157000,165000,5.1,878658,60791,1,29.17,2017-04-11,2017-04-26,121000,157000,13.18,-0.002,0.024353056,0.5,0.316
329,와이엠티,706.16,42.75,0,20170427,21000,35100,67.14,49939,7742,0.89,841.57,2017-04-11,2017-04-19,16500,18500,33.3,0,0.489,0.5,0.542
330,이엘피,527.12,11.26,0,20170406,20000,22000,10,16079,3204,1,738.15,2017-03-23,2017-03-29,17000,20000,67.38,-0.006,-0.037,0.5,0.295
331,서진시스템,588.93,36.65,0,20170327,25000,40000,60,36021,6491,0.91,742.06,2017-03-13,2017-03-17,21000,25000,26.87,0.002,-0.101,0.091,0.353
332,코미코,580.68,30.91,0,20170323,13000,29050,123.46,38664,7157,0.4,745.44,2017-03-07,2017-03-15,11000,13000,29.17,0.005,-0.007,0.091,0.308
333,모바일어플라이언스,471.31,19.13,0,20170224,3500,5900,68.57,53720,1679,0.28,636.77,2017-02-13,2017-02-17,3000,3500,50.61,-0.004,0.396,0.091,0.178
334,에프엔에스테크,624.02,6.26,0,20170227,14000,17050,21.79,44578,2794,1,840.67,2017-02-09,2017-02-17,11000,13000,63.77,0.002,-0.12,0.091,0.353
335,신신제약,40.88,0.06,0,20170228,4500,6170,37.11,51614,3886,1,72.5,2017-02-08,2017-02-17,5900,6700,33.55,0.003,-0.107,0.091,0.128
336,피씨엘,6.61,0.46,0,20170223,8000,7800,-2.5,243,-1864,1,2.01,2017-02-08,2017-02-14,10500,13000,39.43,-0.001,0.004,0.091,0.421
337,호전실업,40.43,2.5,1,20170202,25000,24500,-2,289118,22535,0.68,331.3,2017-01-16,2017-01-20,30000,35000,49.67,0.005,0.024353056,0.091,0.625
338,서플러스글로벌,81.31,1.04,0,20170125,8000,8500,6.25,94114,8975,0.97,548,2017-01-12,2017-01-18,7400,9400,32.43,0.009,-0.054,0.091,0.22
339,퓨전데이타,345.36,12.05,0,20161221,11500,20750,80.43,18784,2766,1,572.56,2016-12-06,2016-12-13,10000,11500,24.82,0.005,-0.011,0.467,0.429
