,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,score
364,녹십자랩셀,733.72,51.66,0,20160623,18500,37000,100.0,34489,2260.0,1.0,79976.0,2016.6.8,2016.6.16,13600,15900,0.4
365,용평리조트,28.1,0.1,1,20160527,7000,9000,28.57,133592,3956.0,1.0,291.1,2016.5.10,2016.5.18,8100,9200,0.3
366,해태제과식품,342.99,24.63,1,20160511,15100,18960,25.56,689963,4275.0,1.0,264.9,2016.4.21,2016.4.28,12300,15100,0.48
367,레이언스,430.31,20.7,0,20160411,25000,23700,-5.2,77943,3217.0,1.0,328.14,2016.3.24,2016.3.31,22000,25000,0.53
368,씨엠에스에듀,302.17,28.83,0,20160407,23200,26800,15.52,38273,6408.0,1.0,185.81,2016.3.24,2016.3.30,19000,23200,0.47
369,대림씨엔에스,85.25,15.9,1,20160330,27700,24950,-9.93,257906,19318.0,1.0,25.5,2016.3.15,2016.3.22,23500,27700,0.21
370,팬젠,614.46,14.04,0,20160311,16500,24900,50.91,3400,-2120.0,1.0,1073.0,2016.2.23,2016.3.3,12500,16500,0.29
371,에이피위성통신,271.55,7.8,0,20160304,9700,12400,27.84,34571,7042.0,1.0,869.66,2016.2.15,2016.2.24,8700,9700,0.0
372,큐리언트,709.15,35.24,0,20160229,21000,33900,61.43,215,-10706.0,1.0,959.28,2016.2.15,2016.2.19,18000,21000,0.39
373,안트로젠,531.1,30.6,0,20160215,24000,38000,58.33,1834,-1416.0,1.0,1442.55,2016.1.27,2016.2.2,17000,22000,0.79
374,제이에스코퍼레이션,433.6,35.9,1,20160204,23000,39100,70.0,162608,20087.0,1.0,477.76,2016.1.20,2016.1.27,19000,23000,0.39
375,아이엠텍,112.3,25.0,0,20160203,7500,8500,13.33,46553,5180.0,1.0,138.9,2016.1.20,2016.1.27,6500,7500,0.56
376,유니트론텍,455.8,21.7,0,20160202,14000,25300,80.71,86379,5657.0,1.0,1112.76,2016.1.14,2016.1.22,12300,14000,0.26
377,한솔씨앤피,136.97,5.97,0,20160127,13000,18950,45.77,50873,3745.0,1.0,789.84,2016.1.13,2016.1.20,13000,16800,0.22
378,코리아오토글라스,57.68,4.47,1,20151229,11000,11600,5.45,429725,25480.0,1.0,430.14,2015.12.14,2015.12.22,10500,12000,0.42
379,코디엠,39.79,2.51,0,20151229,4700,7490,59.36,38105,1914.0,1.0,599.99,2015.12.10,2015.12.16,4700,5800,0.61
380,이에스브이,23.29,2.38,0,20151224,10000,18500,85.0,32746,2239.0,1.0,558.9,2015.12.10,2015.12.16,13000,15000,0.31
381,잇츠스킨,11.53,8.7,1,20151228,170000,172000,1.18,241884,76331.0,1.0,219.27,2015.12.10,2015.12.18,208500,253000,0.3
382,아진산업,11.61,8.7,0,20151222,6500,7620,17.23,134258,15665.0,1.0,0.47,2015.12.9,2015.12.15,6500,7500,0.46
383,휴젤,6.7,8.61,0,20151224,150000,199500,33.0,23269,10758.0,1.0,91.63,2015.12.9,2015.12.16,190000,210000,0.52
384,한국맥널티,60.5,0.2,0,20151223,8000,16000,100.0,19421,5340.0,1.0,479.79,2015.12.8,2015.12.15,10500,11500,0.48
385,덱스터,255.31,33.1,0,20151222,14000,24800,77.14,18665,2862.0,1.0,500.76,2015.12.8,2015.12.15,11000,14000,0.27
386,메가엠디,16.67,7.5,0,20151218,3000,5020,67.33,61775,5146.0,1.0,280.82,2015.12.7,2015.12.11,3600,4600,0.63
387,씨트리,4.7,0.6,0,20151221,6500,9250,42.31,17164,305.0,1.0,199.96,2015.12.7,2015.12.11,8300,10200,0.22
388,파크시스템스,50.29,57.3,0,20151217,9000,11000,22.22,15293,-717.0,1.0,7.55,2015.12.3,2015.12.10,9000,11000,0.24
389,예스티,32.9,73.3,0,20151216,14500,15500,6.9,40423,670.0,1.0,9.8,2015.12.2,2015.12.9,14500,18500,0.41
390,뉴트리바이오텍,93.92,28.32,0,20151216,21000,23000,9.52,45409,2388.0,1.0,2.38,2015.12.1,2015.12.8,21000,24000,0.39
391,엔에스,179.61,21.42,0,20151207,8000,12950,61.88,20780,1614.0,1.0,29.5,2015.11.16,2015.11.25,6300,7200,0.45
392,세진중공업,8.89,26.5,1,20151130,3500,3495,-0.14,567935,17912.0,1.0,2.29,2015.11.12,2015.11.20,3500,3900,0.36
393,미래테크놀로지,117.3,5.7,0,20151201,16100,14950,-7.14,17388,3897.0,1.0,1.5,2015.11.12,2015.11.20,14300,16100,0.1
394,엠지메드,715.39,14.86,0,20151120,40000,41000,2.5,4691,208.0,1.0,1350.05,2015.11.5,2015.11.12,33000,40000,0.28
395,매직마이크로,75.03,1.33,0,20151119,5500,5420,-1.45,53279,3413.0,1.0,36.57,2015.11.5,2015.11.11,5200,6400,0.03
396,케이디켐,66.2,3.0,0,20151119,16000,14850,-7.19,43295,4401.0,1.0,5.46,2015.11.4,2015.11.11,14700,17800,0.13
397,하이즈항공,47.27,0.89,0,20151125,18000,16200,-10.0,31291,3109.0,1.0,3.08,2015.11.4,2015.11.13,23000,26000,0.56
398,리드,42.89,7.0,0,20151120,5100,4590,-10.0,40483,2004.0,1.0,45.64,2015.11.4,2015.11.12,4500,5100,0.41
399,네오오토,113.08,3.54,0,20151118,12000,11800,-1.67,108776,6831.0,1.0,34.44,2015.11.2,2015.11.10,11400,12800,0.5
400,아이진,408.1,7.5,0,20151116,13500,12900,-4.44,27546,-2926.0,1.0,267.72,2015.10.29,2015.11.5,12000,13500,0.21
401,나무가,108.34,3.62,0,20151112,37000,33400,-9.73,218331,1822.0,1.0,0.91,2015.10.28,2015.11.4,32000,37000,0.18
402,유앤아이,377.4,4.0,0,20151112,30000,28650,-4.5,15639,1553.0,1.0,638.25,2015.10.28,2015.11.3,25000,30000,0.2
403,케어젠,833.46,62.0,0,20151117,110000,101500,-7.73,28584,14155.0,1.0,263.19,2015.10.27,2015.11.5,80000,90000,0.61
404,금호에이치티,46.05,8.0,1,20151111,10000,9500,-5.0,175222,13520.0,1.0,32.87,2015.10.27,2015.11.3,12700,15700,0.72
405,제주항공,378.67,77.99,1,20151106,30000,49500,65.0,510636,32007.0,1.0,448.5,2015.10.21,2015.10.29,23000,28000,0.31
406,더블유게임즈,413.82,14.66,0,20151104,65000,65100,0.15,71257,27908.0,1.0,241.18,2015.10.19,2015.10.27,51000,61000,0.85
407,연우,317.0,51.0,0,20151102,25200,28150,11.71,168759,8670.0,1.0,680.0,2015.10.15,2015.10.23,20300,25200,0.17
408,에이티젠,695.7,40.6,0,20151023,17000,34000,100.0,1678,-6031.0,1.0,1166.97,2015.10.7,2015.10.15,12500,14500,0.57
409,에치디프로,362.84,6.21,0,20151013,8900,9580,7.64,66063,2664.0,1.0,843.36,2015.9.23,2015.10.2,7800,8900,0.11
410,엘아이지넥스원,121.11,21.5,1,20151002,76000,68400,-10.0,1400164,50554.0,1.0,4.74,2015.9.17,2015.9.23,66000,76000,0.12
411,타이거일렉,230.02,1.36,0,20150925,6000,5720,-4.67,25327,2694.0,1.0,241.92,2015.9.10,2015.9.17,6000,6900,0.44
412,동일제강,309.7,3.1,1,20150924,3000,3870,29.0,122158,6315.0,1.0,789.49,2015.9.10,2015.9.18,2700,3300,0.52
413,제너셈,326.77,4.15,0,20150925,10500,11000,4.76,32193,5028.0,1.0,797.33,2015.9.9,2015.9.16,9000,10500,0.37
414,인포마크,251.2,12.0,0,20150923,14000,25000,78.57,70657,3389.0,1.0,381.0,2015.9.9,2015.9.16,12000,14000,0.34
415,아이콘트롤스,272.96,29.1,1,20150924,32000,31650,-1.09,131222,4580.0,1.0,280.11,2015.9.8,2015.9.16,28000,32000,0.33
416,웹스,438.83,33.54,0,20150824,7200,11400,58.33,27878,3328.0,1.0,1114.21,2015.8.5,2015.8.13,6500,7200,0.24
417,에이제이네트웍스,197.15,20.06,1,20150821,34300,30900,-9.91,194185,18461.0,1.0,83.3,2015.8.4,2015.8.11,30200,34300,0.13
418,파인텍,382.64,45.68,0,20150817,10500,21000,100.0,141968,11825.0,1.0,1041.73,2015.7.28,2015.8.5,9000,10500,0.67
419,흥국에프엔비,666.88,63.87,0,20150807,20000,40000,100.0,35084,6272.0,1.0,1001.61,2015.7.22,2015.7.30,14500,17500,0.57
420,아시아경제신문사,280.85,15.82,0,20150731,3600,3240,-10.0,32652,4325.0,1.0,12.31,2015.7.15,2015.7.23,3200,3600,0.0
421,아이쓰리시스템,768.0,37.6,0,20150730,36000,63000,75.0,30914,5314.0,1.0,1506.57,2015.7.14,2015.7.21,28500,31500,0.12
422,로지시스,345.68,13.28,0,20150729,2500,4180,67.2,32026,1745.0,1.0,396.82,2015.7.13,2015.7.21,2000,2500,0.35
423,파마리서치프로덕트,728.06,57.9,0,20150724,55000,110000,100.0,24765,8838.0,1.0,561.0,2015.7.8,2015.7.16,40000,47000,0.59
424,펩트론,699.59,67.4,0,20150722,16000,32000,100.0,3103,-2059.0,1.0,1093.01,2015.7.6,2015.7.14,9000,12000,0.66
425,이노션,273.09,52.4,1,20150717,68000,66500,-2.21,744734,83835.0,1.0,204.13,2015.7.1,2015.7.9,64000,71000,0.28
426,토니모리,441.86,55.2,1,20150710,32000,64000,100.0,205150,11614.0,1.0,771.08,2015.6.24,2015.7.2,26400,30200,0.19
427,미래에셋생명보험,40.3,2.07,1,20150708,7500,7400,-1.33,3928349,121030.0,1.0,38.01,2015.6.22,2015.6.30,8200,10000,0.36
428,민앤지,728.82,45.4,0,20150630,28000,56000,100.0,17677,5284.0,1.0,1107.81,2015.6.17,2015.6.23,21200,24000,0.28
429,동운아나텍,101.68,7.08,0,20150630,10000,12500,25.0,44453,5747.0,1.0,47.76,2015.6.16,2015.6.23,10000,12000,0.32
430,유테크,351.1,8.59,0,20150630,9000,12550,39.44,51362,4185.0,1.0,21.14,2015.6.15,2015.6.19,8000,9000,0.29
431,코아스템,868.62,41.74,0,20150626,16000,32000,100.0,12988,-6325.0,1.0,751.91,2015.6.11,2015.6.18,10800,13200,0.42
432,에스엔텍,189.14,19.88,0,20150626,6500,10000,53.85,32465,3473.0,1.0,22.9,2015.6.10,2015.6.18,5600,6300,0.42
433,경보제약,524.56,34.44,1,20150629,15000,30000,100.0,169781,8636.0,1.0,263.87,2015.6.10,2015.6.19,13000,15000,0.26
434,세미콘라이트,187.7,4.5,0,20150625,11300,11500,1.77,48137,6246.0,1.0,143.52,2015.6.9,2015.6.17,11300,13700,0.32
435,에스케이디앤디,570.59,36.7,1,20150623,26000,52000,100.0,174859,19121.0,1.0,574.68,2015.6.4,2015.6.11,20200,24300,0.25
436,싸이맥스,238.72,2.93,0,20150617,16300,15200,-6.75,54714,5993.0,1.0,178.03,2015.5.28,2015.6.5,14300,16300,0.26
437,픽셀플러스,131.67,2.25,0,20150612,30000,27000,-10.0,123937,20127.0,1.0,68.09,2015.5.26,2015.6.3,33000,37000,0.53
438,제노포커스,842.79,41.12,0,20150529,11000,22000,100.0,2195,112.0,1.0,1206.75,2015.5.13,2015.5.19,8000,9000,0.66
439,유지인트,643.7,27.15,0,20150413,15000,29150,94.33,43378,4884.0,1.0,857.34,2015.3.26,2015.4.3,12400,14000,0.13
440,NS쇼핑,302.59,15.66,1,20150327,235000,211500,-10.0,347135,54619.0,1.0,236.82,2015.3.9,2015.3.17,205000,235000,0.29
441,세화아이엠씨,216.35,10.45,1,20150319,16300,18100,11.04,220665,4108.0,1.0,731.79,2015.3.3,2015.3.11,14500,16300,0.46
442,넥스트엔터테인먼트월드,214.69,9.59,0,20141223,16300,15800,-3.07,122061,12028.0,1.0,33.55,2014.12.9,2014.12.16,12700,16300,0.08
443,아스트,74.59,5.74,0,20141224,9500,8550,-10.0,60885,-6517.0,1.0,4.11,2014.12.9,2014.12.16,7000,10000,0.36
444,휴메딕스,688.8,35.18,0,20141226,28000,43600,55.71,23544,9137.0,1.0,571.55,2014.12.8,2014.12.16,22700,25500,0.21
445,제일모직,465.0,35.14,1,20141218,53000,106000,100.0,3018454,96302.0,1.0,194.9,2014.12.3,2014.12.11,45000,53000,0.18
446,하이로닉,500.56,22.7,0,20141217,51000,63800,25.1,13420,3096.0,1.0,219.96,2014.12.2,2014.12.9,43000,47400,0.5
447,디티앤씨,559.02,74.3,0,20141217,18500,30000,62.16,20236,4519.0,1.0,620.63,2014.12.2,2014.12.9,14500,18500,0.47
448,에이디테크놀로지,33.19,7.53,0,20141216,15000,13500,-10.0,42419,3042.0,1.0,12.4,2014.12.1,2014.12.5,16000,18000,0.51
449,알테오젠,409.2,14.4,0,20141212,26000,25150,-3.27,5527,1606.0,1.0,564.78,2014.11.27,2014.12.3,23000,26000,0.44
450,비씨월드제약,356.75,26.6,0,20141215,15700,18100,15.29,30375,3454.0,1.0,681.0,2014.11.26,2014.12.4,12000,15700,0.43
451,에프엔씨엔터테인먼트,185.35,9.91,0,20141204,28000,25200,-10.0,24838,1691.0,1.0,577.37,2014.11.18,2014.11.25,24000,28000,0.26
452,씨에스윈드,109.3,1.79,1,20141127,43500,39150,-10.0,296488,26861.0,1.0,66.4,2014.11.13,2014.11.20,31000,43500,0.24
453,텔콘,162.88,5.53,0,20141124,14500,13800,-4.83,46462,8207.0,1.0,482.06,2014.11.10,2014.11.14,12500,14500,0.29
454,디에이테크놀로지,55.28,1.81,0,20141119,6600,7800,18.18,28863,2081.0,1.0,488.77,2014.11.5,2014.11.11,6600,8500,0.31
455,파티게임즈,224.12,24.62,0,20141121,13000,26000,100.0,27040,8748.0,1.0,735.99,2014.11.4,2014.11.12,10500,13000,0.24
456,삼성SDS,651.5,48.11,1,20141114,190000,380000,100.0,7046833,325983.0,1.0,134.19,2014.10.29,2014.11.6,150000,190000,0.39
457,테고사이언스,591.09,30.5,0,20141106,13500,27000,100.0,6307,1596.0,1.0,622.14,2014.10.22,2014.10.29,10500,12500,0.22
458,슈피겐코리아,255.6,30.86,0,20141105,27500,37100,34.91,54240,9495.0,1.0,360.12,2014.10.20,2014.10.28,22500,27500,0.34
459,데브시스터즈,651.66,29.98,0,20141006,53000,71000,33.96,61303,22326.0,1.0,285.28,2014.9.18,2014.9.25,43000,50000,0.62
460,쿠쿠전자,598.86,65.18,1,20140806,104000,180000,73.08,508758,57440.0,1.0,175.1,2014.7.23,2014.7.30,80000,104000,0.3
461,신화콘텍,441.99,10.37,0,20140808,9100,8190,-10.0,51059,6446.0,1.0,99.3,2014.7.21,2014.7.31,8100,9100,0.67
462,덕신하우징,650.72,59.86,0,20140801,13000,21650,66.54,104434,11718.0,1.0,899.07,2014.7.15,2014.7.24,9600,11000,0.38
463,창해에탄올,578.2,59.5,0,20140730,8300,16600,100.0,69032,14887.0,1.0,675.79,2014.7.14,2014.7.22,6000,6900,0.48
464,윈하이텍,444.1,55.6,0,20140725,8300,13300,60.24,57400,7122.0,1.0,589.58,2014.7.10,2014.7.17,6600,7500,0.38
