,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,score
175,엔피디,307.5,8.78,0,20200316,5400,4860,-10.0,259266,8574.0,1.0,32.65,2020.2.25,2020.3.4,5400,6300,0.61
176,플레이디,1270.7,7.55,0,20200312,8500,11250,32.35,34711,6038.0,1.0,864.8,2020.2.24,2020.3.3,6800,7700,0.97
177,서울바이오시스,1119.0,10.5,0,20200306,7500,13000,73.33,368194,5857.0,1.0,942.7,2020.2.20,2020.2.27,6500,7500,0.55
178,제이앤티씨,1077.88,6.72,0,20200304,11000,10200,-7.27,229357,28114.0,1.0,3.48,2020.2.19,2020.2.25,8500,10500,0.56
179,켄코아에어로스페이스,120.75,2.55,0,20200303,10000,11500,15.0,28937,-9409.0,0.84,256.68,2020.2.17,2020.2.21,13000,15000,0.23
180,레몬,426.0,6.3,0,20200228,7200,8620,19.72,31438,-2377.0,1.0,800.07,2020.2.12,2020.2.20,6200,7200,0.18
181,서남,1228.4,5.21,0,20200220,3100,3900,25.81,4854,-1449.0,1.0,881.6,2020.2.4,2020.2.11,2700,3100,0.2
182,위세아이텍,1105.93,6.95,0,20200210,12000,13900,15.83,16549,1505.0,1.0,1076.62,2020.1.20,2020.1.30,10000,11200,0.39
183,피피아이,997.33,2.47,0,20191226,7000,11000,57.14,38120,2549.0,1.0,1147.7,2019.12.10,2019.12.17,6000,7000,0.38
184,메탈라이프,1288.21,22.46,0,20191224,13000,26000,100.0,19270,3742.0,1.0,1397.97,2019.12.9,2019.12.13,10500,13000,0.24
185,신테카바이오,75.61,1.32,0,20191217,12000,14950,24.58,287,-3747.0,1.0,123.2,2019.12.2,2019.12.10,15000,19000,0.53
186,태웅로직스,1024.98,2.53,0,20191210,4500,8170,81.56,24394,7318.0,1.0,618.52,2019.11.21,2019.11.27,3700,4500,0.32
187,코리아센터,37.77,6.04,0,20191129,18000,23000,27.78,189670,4874.0,0.91,4.13,2019.11.18,2019.11.22,24000,27200,0.15
188,노터스,699.46,0.59,0,20191127,20000,29750,48.75,36308,3747.0,1.0,22.31,2019.11.7,2019.11.15,17000,20000,0.49
189,코리아에셋투자증권,945.66,2.25,0,20191120,10000,9900,-1.0,165962,5507.0,1.0,231.78,2019.11.4,2019.11.12,8000,10000,0.26
190,현대에너지솔루션,26.63,3.07,1,20191119,18000,18200,1.11,347623,18614.0,1.0,126.68,2019.11.4,2019.11.8,24000,28000,0.32
191,씨에스베어링,1246.86,4.65,0,20191121,8400,8400,0.0,50364,3232.0,0.6,699.67,2019.11.4,2019.11.12,7400,8400,0.6
192,에스제이그룹,946.62,13.56,0,20191118,38600,43500,12.69,68630,3531.0,1.0,512.93,2019.10.31,2019.11.8,32000,38600,0.15
193,아이티엠반도체,1078.5,15.8,0,20191107,26000,26750,2.88,228237,18159.0,0.91,321.09,2019.10.24,2019.10.31,23000,26000,0.4
194,자이에스앤디,768.58,5.1,1,20191106,5200,6650,27.88,212696,10716.0,1.0,665.41,2019.10.21,2019.10.29,4200,5200,0.25
195,한화시스템,23.61,4.24,1,20191113,12250,11600,-5.31,1128925,41242.0,0.25,16.84,2019.10.21,2019.11.5,12250,14000,0.25
196,지누스,45.68,13.73,1,20191030,70000,73500,5.0,621764,43609.0,0.73,0.63,2019.10.16,2019.10.22,80000,90000,0.38
197,티라유텍,1240.9,11.9,0,20191031,12050,24100,100.0,22771,1525.0,1.0,1164.16,2019.10.16,2019.10.24,10550,12050,0.34
198,미디어젠,576.27,1.88,0,20191105,10600,11250,6.13,13383,-533.0,1.0,573.16,2019.10.14,2019.10.22,9400,10600,0.5
199,캐리소프트,924.83,2.7,0,20191029,9000,12100,34.44,9969,-2189.0,1.0,1067.0,2019.10.14,2019.10.22,7000,9000,0.4
200,케이엔제이,1144.3,5.5,0,20191025,11000,15700,42.73,51107,1698.0,1.0,1104.68,2019.10.10,2019.10.17,8400,11000,0.47
201,엔바이오니아,425.8,3.8,0,20191024,8200,10700,30.49,8545,648.0,1.0,910.32,2019.10.7,2019.10.15,8200,10300,0.31
202,팜스빌,1035.53,7.05,0,20191022,14000,16800,20.0,19833,4815.0,0.87,674.04,2019.10.1,2019.10.11,11000,14000,0.33
203,라온피플,330.36,1.5,0,20191018,14000,13300,-5.0,21764,6250.0,1.0,2.07,2019.10.1,2019.10.11,14000,17000,0.33
204,아톤,810.88,9.5,0,20191017,43000,46050,7.09,28033,4096.0,0.8,653.96,2019.9.30,2019.10.8,30000,43000,0.29
205,녹십자웰빙,657.93,4.49,0,20191014,11300,11900,5.31,53883,5678.0,1.0,657.66,2019.9.24,2019.10.2,9400,11300,0.41
206,올리패스,11.07,0.4,0,20190920,20000,30600,53.0,488,-27825.0,1.0,419.4,2019.8.30,2019.9.6,37000,45000,0.61
207,한독크린텍,1117.61,8.77,0,20190905,15100,24500,62.25,39627,4165.0,1.0,728.28,2019.8.22,2019.8.28,13300,15100,0.43
208,마니커에프앤지,1056.91,5.43,0,20190820,4000,8000,100.0,99419,4077.0,1.0,1216.48,2019.8.1,2019.8.8,3400,4000,0.73
209,에스피시스템스,1116.32,13.68,0,20190814,4900,9800,100.0,46873,3235.0,0.68,786.16,2019.7.29,2019.8.6,4300,4900,0.23
210,레이,1013.19,10.27,0,20190808,20000,25150,25.75,47565,6779.0,1.0,779.56,2019.7.22,2019.7.30,17000,20000,0.21
211,코윈테크,163.54,0.9,0,20190805,34500,31050,-10.0,76832,10339.0,1.0,0.48,2019.7.18,2019.7.26,28400,34500,0.26
212,그린플러스,863.94,5.85,0,20190807,10000,11150,11.5,42151,2213.0,1.0,700.96,2019.7.18,2019.7.26,8500,10000,0.24
213,덕산테코피아,348.63,7.17,0,20190802,19000,17100,-10.0,70930,18783.0,0.79,1.96,2019.7.17,2019.7.24,17000,19000,0.71
214,슈프리마아이디,1124.05,13.14,0,20190801,27000,34750,28.7,18081,3571.0,0.77,707.26,2019.7.16,2019.7.24,23000,27000,0.16
215,윌링스,1082.15,18.18,0,20190725,12500,22800,82.4,54327,4294.0,0.7,532.83,2019.7.10,2019.7.17,10000,12500,0.36
216,대모,1103.1,15.6,0,20190724,5200,8710,67.5,51026,3119.0,0.79,1268.53,2019.7.9,2019.7.16,4800,5200,0.24
217,에이스토리,614.25,3.56,0,20190719,14300,12900,-9.79,46446,2320.0,1.0,131.51,2019.7.3,2019.7.10,11600,14300,0.42
218,플리토,1133.0,22.0,0,20190717,26000,31600,21.54,3505,-3761.0,0.68,710.71,2019.7.1,2019.7.9,19000,23000,0.24
219,세틀뱅크,1122.0,14.8,0,20190712,55000,49500,-10.0,57164,11995.0,0.64,309.6,2019.6.27,2019.7.5,44000,49000,0.33
220,아이스크림에듀,124.73,1.34,0,20190711,15900,14350,-9.75,86608,7108.0,1.0,5.7,2019.6.25,2019.7.2,15900,18000,0.26
221,에이에프더블류,866.03,13.72,0,20190701,22500,28000,24.44,30330,8713.0,0.53,552.22,2019.6.12,2019.6.20,19500,22500,0.49
222,압타바이오,856.41,35.1,0,20190612,30000,50200,67.33,300,-31123.0,1.0,663.03,2019.5.28,2019.6.4,21000,25000,0.53
223,까스텔바쟉,32.53,3.86,0,20190610,12000,17000,41.67,84152,6356.0,0.29,3.4,2019.5.27,2019.5.31,16000,19000,0.39
224,마이크로디지탈,621.48,2.29,0,20190605,23000,41050,78.48,4554,-30.0,1.0,1116.34,2019.5.20,2019.5.28,20000,23000,0.49
225,컴퍼니케이파트너스,865.66,27.8,0,20190523,4500,8200,82.22,9866,3336.0,1.0,850.46,2019.5.8,2019.5.14,3600,4000,0.33
226,수젠텍,75.21,3.15,0,20190528,12000,11150,-7.08,3440,-20960.0,1.0,1.48,2019.5.7,2019.5.16,12000,14000,0.37
227,현대오토에버,797.36,57.79,1,20190328,48000,75500,57.29,1473376,,0.1,345.24,2019.3.13,2019.3.20,40000,44000,0.32
228,아모그린텍,164.22,3.05,0,20190329,9900,10300,4.04,111297,-5238.0,0.8,22.13,2019.3.12,2019.3.20,8800,9900,0.44
229,지노믹트리,372.0,22.8,0,20190327,27000,29450,9.07,454,-2113.0,1.0,13.1,2019.3.11,2019.3.19,17000,25000,0.27
230,이지케어텍,1108.03,40.25,0,20190322,12300,24600,100.0,55374,3606.0,1.0,1272.11,2019.3.5,2019.3.13,10100,12300,0.33
231,미래에셋벤처투자,441.4,3.7,0,20190315,4500,6150,36.67,54949,6305.0,1.0,1021.77,2019.2.27,2019.3.8,3700,4500,0.43
232,드림텍,395.96,0.8,1,20190314,13000,17350,33.46,527609,9607.0,0.54,562.7,2019.2.25,2019.3.5,11000,13000,0.4
233,에코프로비엠,988.49,45.04,0,20190305,48000,61100,27.29,289870,15159.0,1.0,273.78,2019.2.14,2019.2.22,37500,42900,0.51
234,천보,891.1,15.8,0,20190211,40000,52500,31.25,87606,14822.0,0.8,426.09,2019.1.21,2019.1.29,35000,40000,0.31
235,이노테라피,154.44,2.83,0,20190201,18000,22200,23.33,180,-3012.0,1.0,463.37,2019.1.16,2019.1.24,20200,25200,0.31
236,노랑풍선,978.43,12.42,0,20190130,20000,30350,51.75,83822,10436.0,0.74,1025.2,2019.1.15,2019.1.22,15500,19000,0.3
237,웹케시,614.0,6.8,0,20190125,26000,31700,21.92,77086,3679.0,1.0,9473.1,2019.1.9,2019.1.17,24000,26000,0.44
238,에어부산,23.89,0.4,1,20181227,3600,4020,11.67,561657,28464.0,0.4,36.5,2018.12.13,2018.12.19,3600,4000,0.42
239,유틸렉스,597.2,18.63,0,20181224,50000,60100,20.2,133,-9593.0,1.0,322.96,2018.12.10,2018.12.14,38000,50000,0.44
240,디케이티,771.42,3.5,0,20181221,7400,12900,74.32,117043,4611.0,1.0,780.32,2018.12.6,2018.12.13,6000,7400,0.53
241,에이비엘바이오,60.08,10.99,0,20181219,15000,13500,-10.0,71,-74734.0,1.0,0.78,2018.12.6,2018.12.12,13000,17000,0.54
242,위지윅스튜디오,177.33,1.13,0,20181220,11000,11250,2.27,12989,499.0,1.0,6.84,2018.12.6,2018.12.13,9000,13000,0.56
243,머큐리,749.57,13.35,0,20181214,6100,9630,57.87,138330,4443.0,0.5,930.39,2018.11.29,2018.12.6,5200,6100,0.02
244,전진바이오팜,14.69,27.2,0,20181214,10000,11550,15.5,3136,-3041.0,1.0,24.8,2018.11.28,2018.12.5,15000,17000,0.74
245,이노메트리,765.22,11.39,0,20181212,26000,40000,53.85,14063,1177.0,1.0,791.16,2018.11.27,2018.12.4,21000,25000,0.32
246,티앤알바이오팹,101.9,1.0,0,20181128,18000,16200,-10.0,406,-4058.0,1.0,500.35,2018.11.12,2018.11.16,18000,23000,0.33
247,엠아이텍,472.57,0.42,0,20181129,4500,4050,-10.0,22541,2051.0,0.5,883.39,2018.11.12,2018.11.20,3900,4500,0.51
248,네오펙트,338.01,0.89,0,20181128,11000,9900,-10.0,7288,160.0,1.0,400.8,2018.11.12,2018.11.20,10000,12500,0.29
249,남화산업,822.09,6.14,0,20181129,3700,5610,51.62,14214,8543.0,1.0,858.4,2018.11.8,2018.11.16,3100,3700,0.58
250,싸이토젠,608.85,0.7,0,20181122,17000,17800,4.71,850,-2149.0,1.0,705.49,2018.11.8,2018.11.14,13000,17000,0.37
251,디알젬,785.43,1.05,0,20181122,6500,8470,30.31,49324,4132.0,1.0,832.96,2018.11.5,2018.11.13,5000,7000,0.4
252,파멥신,764.16,18.81,0,20181121,60000,58100,-3.17,209,-6483.0,1.0,322.78,2018.11.5,2018.11.13,43000,55000,0.33
253,디자인,771.73,3.86,0,20181115,10100,20200,100.0,30472,2225.0,1.0,665.04,2018.11.1,2018.11.8,9000,10100,0.05
254,노바렉스,48.64,18.99,0,20181114,19000,25450,33.95,80854,8567.0,1.0,631.42,2018.10.30,2018.11.6,19000,24000,0.43
255,셀리버리,698.98,16.8,0,20181109,25000,32000,28.0,2774,-15008.0,1.0,808.45,2018.10.22,2018.10.30,20000,25000,0.59
256,대보마그네틱,995.4,45.41,0,20181106,31000,60200,94.19,13165,3760.0,0.73,837.58,2018.10.18,2018.10.26,22500,25500,0.29
257,엘앤씨바이오,937.08,17.27,0,20181101,24000,29800,24.17,17901,3753.0,1.0,985.59,2018.10.16,2018.10.24,18000,20000,0.42
258,노바텍,66.32,0.03,0,20181102,10000,14100,41.0,21284,3975.0,0.7,326.67,2018.10.16,2018.10.24,12500,16500,0.48
259,옵티팜,94.57,11.6,0,20181026,10000,9000,-10.0,13857,-1567.0,0.75,463.49,2018.10.11,2018.10.17,10000,12000,0.51
260,로보티즈,958.6,39.8,0,20181026,14000,28000,100.0,17914,1781.0,1.0,1043.92,2018.10.10,2018.10.18,9200,11300,0.31
261,에스퓨얼셀,942.85,40.5,0,20181015,16500,33000,100.0,20295,2789.0,0.67,857.78,2018.9.18,2018.10.2,10600,14000,1.0
262,푸드나무,791.08,16.5,0,20181004,24000,43350,80.63,34826,3922.0,0.87,914.05,2018.9.11,2018.9.19,18700,22700,0.29
263,하나제약,101.5,0.1,1,20181002,26000,30100,15.77,139331,24310.0,1.0,147.5,2018.9.10,2018.9.18,24500,28000,0.36
264,지티지웰니스,946.89,4.22,0,20180921,11000,15250,38.64,23053,2459.0,1.0,514.16,2018.9.4,2018.9.13,9000,9800,0.44
265,우진아이엔에스,129.06,0.77,1,20180914,15000,15150,1.0,140446,16846.0,0.67,11.17,2018.8.30,2018.9.6,15000,17000,0.46
266,명성티엔에스,745.56,11.73,0,20180913,20000,22000,10.0,64575,5857.0,0.62,804.79,2018.8.29,2018.9.5,16100,18700,0.45
267,디지캡,979.06,4.18,0,20180907,12000,13250,10.42,16311,2045.0,0.62,931.79,2018.8.22,2018.8.29,8500,10500,0.42
268,액트로,132.07,1.86,0,20180828,20000,20700,3.5,50659,5654.0,1.0,545.42,2018.8.9,2018.8.17,20000,24000,0.63
269,에이피티씨,20.99,8.7,0,20180823,9000,9310,3.44,41122,10850.0,1.0,22.69,2018.8.7,2018.8.14,11500,13000,0.52
270,오파스넷,861.66,14.22,0,20180824,11000,18000,63.64,71416,3080.0,1.0,1401.36,2018.8.6,2018.8.14,8500,9700,0.66
271,바이오솔루션,174.79,5.04,0,20180820,29000,28200,-2.76,5011,-1806.0,1.0,302.62,2018.8.2,2018.8.10,24000,29000,0.55
272,에스에스알,928.44,41.62,0,20180806,9000,18000,100.0,11326,2515.0,1.0,1231.66,2018.7.19,2018.7.27,6600,7500,0.23
273,휴네시온,751.89,8.9,0,20180802,10000,15000,50.0,13193,2995.0,0.86,827.74,2018.7.19,2018.7.26,8700,10000,0.23
274,디아이티,105.14,6.8,0,20180807,10000,10550,5.5,85994,11909.0,1.0,11.1,2018.7.18,2018.7.26,9400,10400,0.33
275,롯데정보통신,79.33,25.9,1,20180727,29800,30550,2.52,691297,20675.0,1.0,34.22,2018.7.11,2018.7.18,28300,33800,0.36
276,한국유니온제약,918.99,9.4,0,20180726,18000,23000,27.78,47470,4420.0,1.0,1015.13,2018.7.9,2018.7.18,13500,16000,0.56
277,엠코르셋,766.05,16.4,0,20180723,11500,11050,-3.91,124300,7757.0,0.8,51.47,2018.7.5,2018.7.13,10100,11500,0.21
278,올릭스,876.72,74.03,0,20180718,36000,72000,100.0,244,-5164.0,1.0,847.09,2018.7.2,2018.7.10,26000,30000,0.63
279,아이큐어,642.1,5.08,0,20180712,65000,58500,-10.0,35674,240.0,1.0,331.42,2018.6.28,2018.7.5,44000,55000,0.48
280,에스브이인베스트먼트,786.73,4.7,0,20180706,7000,9000,28.57,10450,2113.0,1.0,974.23,2018.6.21,2018.6.28,5600,6300,0.14
281,이원다이애그노믹스,749.79,27.87,0,20180626,6500,9000,38.46,1449,-3606.0,1.0,810.33,2018.6.11,2018.6.19,4700,5700,0.32
282,파워넷,590.6,7.66,0,20180607,6500,10100,55.38,137731,6114.0,0.5,1144.0,2018.5.24,2018.5.30,5500,6500,0.48
283,현대사료,839.16,31.92,0,20180601,6600,13200,100.0,106532,3513.0,1.0,1690.0,2018.5.16,2018.5.24,5700,6600,0.34
284,세종메디칼,836.68,39.75,0,20180529,15000,23100,54.0,12773,3192.0,0.6,922.71,2018.5.14,2018.5.21,10800,13700,0.23
285,제노레이,907.12,32.59,0,20180528,23000,45900,99.57,35467,2905.0,0.76,1028.72,2018.5.9,2018.5.17,17500,20500,0.41
286,케어랩스,934.42,40.19,0,20180328,20000,40000,100.0,18597,1935.0,1.0,886.14,2018.3.12,2018.3.20,15000,18000,0.14
287,애경산업,24.3,8.51,1,20180322,29100,28000,-3.78,506780,21546.0,0.71,6.73,2018.3.7,2018.3.14,29100,34100,0.38
288,린드먼아시아인베스트먼트,640.8,27.4,0,20180314,6500,13000,100.0,6335,2802.0,1.0,1039.51,2018.2.26,2018.3.6,5000,5500,0.21
289,엔지켐생명과학,258.68,13.25,0,20180221,56000,87000,55.36,21835,-6332.0,1.0,342.31,2018.2.5,2018.2.9,45000,70000,0.42
290,오스테오닉,442.0,1.7,0,20180222,7700,15400,100.0,6640,1541.0,1.0,998.83,2018.2.1,2018.2.9,5800,7500,0.49
291,동구바이오제약,727.7,53.41,0,20180213,16000,32000,100.0,87363,10923.0,0.93,836.67,2018.1.30,2018.2.6,12000,14500,0.5
292,아시아종묘,239.52,4.39,0,20180212,4500,4520,0.44,21313,2409.0,1.0,243.2,2018.1.29,2018.2.2,4200,5200,0.16
293,알리코제약,389.27,9.38,0,20180212,12000,18100,50.83,48127,2243.0,1.0,697.3,2018.1.25,2018.2.2,10000,13000,0.28
294,카페24,672.71,42.9,0,20180208,57000,84500,48.25,118080,-1272.0,1.0,731.58,2018.1.23,2018.1.31,43000,57000,0.41
295,배럴,298.48,9.06,0,20180201,9500,10400,9.47,24247,3713.0,1.0,369.78,2018.1.15,2018.1.23,8000,9500,1.38
296,시스웍,78.86,0.44,0,20171226,2800,3810,36.07,24178,5347.0,1.0,830.31,2017.12.8,2017.12.15,3300,3900,0.26
297,진에어,274.55,7.3,1,20171208,31800,31800,0.0,719673,39333.0,0.25,134.05,2017.11.23,2017.11.30,26800,31800,0.22
298,메카로,719.26,42.07,0,20171206,33000,43000,30.3,48134,2926.0,1.0,664.69,2017.11.21,2017.11.28,25000,30000,0.2
299,씨티케이코스메틱스,188.65,6.6,0,20171207,55000,49500,-10.0,133888,23325.0,1.0,145.75,2017.11.21,2017.11.28,46000,55000,0.32
300,에스트래픽,605.02,13.4,0,20171205,10000,20000,100.0,88748,8209.0,1.0,1128.18,2017.11.20,2017.11.24,8000,10000,0.51
301,대원,247.25,0.2,0,20171201,15000,16000,6.67,226696,36888.0,0.5,460.24,2017.11.16,2017.11.24,13000,15000,0.35
302,체리부로,265.38,0.4,0,20171204,4700,5020,6.81,290878,16031.0,0.68,616.6,2017.11.16,2017.11.23,4300,4700,0.56
303,비즈니스온커뮤니케이션,513.97,14.9,0,20171130,9000,16900,87.78,11711,2626.0,1.0,1075.91,2017.11.15,2017.11.22,8100,9000,0.32
304,스튜디오드래곤,536.68,27.2,0,20171124,35000,55300,58.0,137052,7754.0,1.0,320.11,2017.11.9,2017.11.17,30900,35000,0.32
305,에스엔피월드,534.27,4.97,0,20170928,5100,5100,0.0,27164,3856.0,1.0,661.5,2017.9.14,2017.9.20,4300,5100,0.43
306,야스,28.9,7.15,0,20170929,23500,21150,-10.0,82982,13064.0,0.74,0.52,2017.9.14,2017.9.22,23500,26500,0.34
307,유티아이,5.05,0.4,0,20170927,25000,22500,-10.0,38852,13037.0,-17.01,3.44,2017.9.11,2017.9.19,28000,33000,0.5
308,신흥에스이씨,482.4,33.1,0,20170927,16000,29400,83.75,90112,5552.0,0.5,731.42,2017.9.11,2017.9.19,11000,14000,0.38
309,엠플러스,596.2,27.2,0,20170920,18000,28350,57.5,28031,3542.0,0.8,1003.24,2017.9.6,2017.9.12,14000,16000,0.49
310,샘코,19.26,0.96,0,20170915,11000,12000,9.09,28814,2044.0,1.0,207.0,2017.8.31,2017.9.8,14000,18000,0.27
311,앱클론,564.87,21.72,0,20170918,10000,20000,100.0,3120,-1597.0,1.0,799.09,2017.8.31,2017.9.8,8000,10000,0.48
312,펄어비스,62.4,6.22,0,20170914,103000,92700,-10.0,33690,24425.0,1.0,0.43,2017.8.29,2017.9.6,80000,103000,0.45
313,덕우전자,282.69,11.35,0,20170828,15500,16900,9.03,76328,10785.0,0.6,586.43,2017.8.9,2017.8.18,13500,15500,0.53
314,이더블유케이,588.13,25.95,0,20170822,5000,10000,100.0,28570,3263.0,0.75,1160.15,2017.8.3,2017.8.10,4200,5000,0.43
315,알에스오토메이션,656.89,61.0,0,20170811,6000,11950,99.17,70698,3004.0,1.0,1058.82,2017.7.24,2017.8.1,5250,6000,0.45
316,모트렉스,357.12,11.24,0,20170804,38300,38000,-0.78,200359,15018.0,0.85,422.73,2017.7.20,2017.7.28,31200,38300,0.14
317,디앤씨미디어,539.1,33.5,0,20170801,20000,32300,61.5,18893,3012.0,1.0,563.1,2017.7.19,2017.7.25,17000,20000,0.22
318,데이타솔루션,395.83,23.09,0,20170803,3300,6600,100.0,100820,3054.0,0.7,733.74,2017.7.18,2017.7.25,2700,3300,0.4
319,지니언스,620.04,14.5,0,20170802,13500,20050,48.52,20615,3658.0,1.0,922.71,2017.7.17,2017.7.25,12000,13500,0.24
320,셀트리온헬스케어,38.06,12.5,0,20170728,41000,43650,6.46,402389,28641.0,1.0,6.95,2017.7.13,2017.7.20,32500,41000,0.73
321,이즈미디어,129.22,1.38,0,20170726,7500,8400,12.0,39808,4167.0,0.92,13.87,2017.7.10,2017.7.18,7500,10000,0.28
322,힘스,729.64,27.48,0,20170720,20000,32500,62.5,50876,4951.0,1.0,795.94,2017.7.4,2017.7.12,15500,18800,0.34
323,브이원텍,557.47,8.3,0,20170713,17700,20100,13.56,24455,7969.0,0.8,754.31,2017.6.26,2017.7.4,15200,17700,0.35
324,제일홀딩스,113.98,2.88,0,20170630,20700,18650,-9.9,6196498,371783.0,1.0,20.67,2017.6.12,2017.6.20,20700,22700,0.48
325,보라티알,557.61,13.3,0,20170608,14300,18900,32.17,6963,829.0,1.0,1026.34,2017.5.23,2017.5.30,12500,14300,0.53
326,필옵틱스,647.18,13.25,0,20170601,48000,48200,0.42,177220,14820.0,1.0,588.96,2017.5.17,2017.5.24,41000,48000,0.62
327,하나머티리얼즈,689.9,49.73,0,20170428,12000,17500,45.83,52713,7608.0,1.0,955.33,2017.4.12,2017.4.19,10000,12000,0.51
328,넷마블게임즈,240.74,47.1,1,20170512,157000,165000,5.1,878658,60791.0,1.0,29.17,2017.4.11,2017.4.26,121000,157000,0.32
329,와이엠티,706.16,42.75,0,20170427,21000,35100,67.14,49939,7742.0,0.89,841.57,2017.4.11,2017.4.19,16500,18500,0.54
330,이엘피,527.12,11.26,0,20170406,20000,22000,10.0,16079,3204.0,1.0,738.15,2017.3.23,2017.3.29,17000,20000,0.3
331,서진시스템,588.93,36.65,0,20170327,25000,40000,60.0,36021,6491.0,0.91,742.06,2017.3.13,2017.3.17,21000,25000,0.35
332,코미코,580.68,30.91,0,20170323,13000,29050,123.46,38664,7157.0,0.4,745.44,2017.3.7,2017.3.15,11000,13000,0.31
333,모바일어플라이언스,471.31,19.13,0,20170224,3500,5900,68.57,53720,1679.0,0.28,636.77,2017.2.13,2017.2.17,3000,3500,0.18
334,에프엔에스테크,624.02,6.26,0,20170227,14000,17050,21.79,44578,2794.0,1.0,840.67,2017.2.9,2017.2.17,11000,13000,0.35
335,신신제약,40.88,0.06,0,20170228,4500,6170,37.11,51614,3886.0,1.0,72.5,2017.2.8,2017.2.17,5900,6700,0.13
336,피씨엘,6.61,0.46,0,20170223,8000,7800,-2.5,243,-1864.0,1.0,2.01,2017.2.8,2017.2.14,10500,13000,0.42
337,호전실업,40.43,2.5,1,20170202,25000,24500,-2.0,289118,22535.0,0.68,331.3,2017.1.16,2017.1.20,30000,35000,0.62
338,서플러스글로벌,81.31,1.04,0,20170125,8000,8500,6.25,94114,8975.0,0.97,548.0,2017.1.12,2017.1.18,7400,9400,0.22
339,퓨전데이타,345.36,12.05,0,20161221,11500,20750,80.43,18784,2766.0,1.0,572.56,2016.12.6,2016.12.13,10000,11500,0.43
340,뉴파워프라즈마,501.2,7.8,0,20161130,17500,17500,0.0,50265,8181.0,1.0,521.29,2016.11.16,2016.11.22,15000,17000,0.57
341,핸즈코퍼레이션,57.64,1.73,1,20161202,12000,10800,-10.0,621338,8263.0,0.91,6.99,2016.11.15,2016.11.23,12000,14000,0.37
342,오션브릿지,617.92,10.75,0,20161201,6600,7730,17.12,25389,3496.0,1.0,1135.44,2016.11.15,2016.11.22,5400,6600,0.52
343,삼성바이오로직스,295.63,24.63,1,20161110,136000,135000,-0.74,91278,1904946.0,0.67,45.34,2016.10.26,2016.11.3,113000,136000,0.35
344,클리오,153.08,10.42,0,20161109,41000,39950,-2.56,106914,17651.0,0.5,5.68,2016.10.25,2016.11.1,36400,41000,0.26
345,오가닉티코스메틱,672.02,11.3,0,20161104,4000,6510,62.75,136188,34661.0,1.0,672.42,2016.10.20,2016.10.27,3200,3700,0.58
346,로고스바이오시스템스,190.16,0.53,0,20161103,25500,25500,0.0,3870,-250.0,1.0,208.48,2016.10.19,2016.10.27,22200,25500,0.23
347,인크로스,492.1,6.1,0,20161031,43000,67700,57.44,26514,-230.0,0.62,1047.5,2016.10.13,2016.10.21,38000,43000,0.49
348,에이치엘사이언스,274.19,5.6,0,20161028,27000,38400,42.22,23705,3521.0,0.7,174.0,2016.10.12,2016.10.20,23900,30700,0.27
349,코스메카코리아,573.0,30.8,0,20161028,54000,71400,32.22,99150,5027.0,1.0,391.4,2016.10.11,2016.10.19,48000,54000,0.55
350,인텔리안테크놀로지스,319.0,1.3,0,20161018,19000,18750,-1.32,49296,4925.0,1.0,744.63,2016.9.28,2016.10.7,18000,20500,0.31
351,에이치시티,95.67,11.6,0,20161017,17000,19500,14.71,24454,4894.0,1.0,127.28,2016.9.28,2016.10.7,19200,22500,0.36
352,앤디포스,406.09,10.6,0,20161012,14500,17500,20.69,57458,13758.0,0.71,524.2,2016.9.26,2016.10.5,13000,14500,0.35
353,수산아이앤티,157.55,0.64,0,20161011,11500,11500,0.0,14082,4296.0,1.0,12.97,2016.9.22,2016.9.30,10500,11500,0.26
354,엔지스테크널러지,475.6,21.2,0,20160728,10000,19000,90.0,6328,1753.0,1.0,562.94,2016.7.13,2016.7.20,8900,10000,0.12
355,팍스넷,753.07,5.19,0,20160801,5200,10400,100.0,20588,3631.0,1.0,946.51,2016.7.11,2016.7.20,4600,5200,0.26
356,우리손에프앤지,455.1,40.4,0,20160727,2210,4000,81.0,155022,14990.0,0.5,638.97,2016.7.11,2016.7.19,1935,2210,0.41
357,옵토팩,397.4,2.82,0,20160720,5900,6210,5.25,31661,-356.0,1.0,371.21,2016.7.5,2016.7.12,5000,5900,0.23
358,장원테크,216.32,11.3,0,20160715,17500,22250,27.14,202485,21381.0,0.8,854.49,2016.7.4,2016.7.8,15000,17500,0.47
359,한국자산신탁,149.83,6.37,1,20160713,10300,9900,-3.88,83392,36292.0,1.0,6.65,2016.6.23,2016.7.1,9100,10300,0.19
360,바이오리더스,352.2,6.5,0,20160707,15000,17100,14.0,1167,-5429.0,1.0,1222.58,2016.6.22,2016.6.28,11000,15000,0.37
361,피앤씨테크,306.39,10.89,0,20160704,10200,11000,7.84,23950,4889.0,1.0,679.77,2016.6.16,2016.6.23,9000,10200,0.52
362,해성디에스,188.69,12.2,1,20160624,12000,16700,39.17,246043,14687.0,1.0,158.41,2016.6.9,2016.6.16,12000,15000,0.32
363,에스티팜,717.41,60.03,0,20160623,29000,47000,62.07,138052,25189.0,1.0,236.85,2016.6.9,2016.6.16,24000,27000,0.4
