,기업명,매출액(백만원),순이익(백만원),구주매출,청약경쟁률(:1),확정공모가(원),경쟁률(:1),의무보유확약(:1),시초/공모%(수익률),동향,점수,합계,총점,시장 종류,상장일,현재가,공모가(원),시초가(원),종가,희망공모가(최저),희망공모가(최고)
299,오션브릿지,25389.0,3496.0,1.0,1135.44,6600,617.92,10.75,17.12,0.61,0,10,0.0,kosdaq,20161201,-,6600,7730,6700,5400.0,6600.0
300,클리오,106914.0,17651.0,0.5,5.68,41000,153.08,10.42,-2.56,0.56,5,43,0.1162790697674418,kosdaq,20161109,-,41000,39950,36800,36400.0,41000.0
301,오가닉티코스메틱,136188.0,34661.0,1.0,672.42,4000,672.02,11.3,62.75,0.6,7,43,0.1627906976744186,kosdaq,20161104,-,4000,6510,5730,3200.0,3700.0
302,로고스바이오시스템스,3870.0,-250.0,1.0,208.48,25500,190.16,0.53,0.0,0.57,2,16,0.125,kosdaq,20161103,-,25500,25500,21350,22200.0,25500.0
303,인크로스,26514.0,-230.0,0.62,1047.5,43000,492.1,6.1,57.44,0.62,1,23,0.0434782608695652,kosdaq,20161031,-,43000,67700,47400,38000.0,43000.0
304,코스메카코리아,99150.0,5027.0,1.0,391.4,54000,573.0,30.8,32.22,0.58,1,22,0.0454545454545454,kosdaq,20161028,-,54000,71400,62500,48000.0,54000.0
305,인텔리안테크놀로지스,49296.0,4925.0,1.0,744.63,19000,319.0,1.3,-1.32,0.43,0,22,0.0,kosdaq,20161018,-,19000,18750,17050,18000.0,20500.0
306,에이치시티,24454.0,4894.0,1.0,127.28,17000,95.67,11.6,14.71,0.5,1,24,0.0416666666666666,kosdaq,20161017,-,17000,19500,17550,19200.0,22500.0
307,앤디포스,57458.0,13758.0,0.71,524.2,14500,406.09,10.6,20.69,0.25,4,30,0.1333333333333333,kosdaq,20161012,-,14500,17500,18800,13000.0,14500.0
308,엔지스테크널러지,6328.0,1753.0,1.0,562.94,10000,475.6,21.2,90.0,0.88,0,13,0.0,kosdaq,20160728,-,10000,19000,24700,8900.0,10000.0
309,팍스넷,20588.0,3631.0,1.0,946.51,5200,753.07,5.19,100.0,0.8,5,28,0.1785714285714285,kosdaq,20160801,-,5200,10400,12550,4600.0,5200.0
310,우리손에프앤지,155022.0,14990.0,0.5,638.97,2210,455.1,40.4,81.0,0.86,1,14,0.0714285714285714,kosdaq,20160727,-,2210,4000,2910,1935.0,2210.0
311,옵토팩,31661.0,-356.0,1.0,371.21,5900,397.4,2.82,5.25,0.83,-4,16,-0.25,kosdaq,20160720,-,5900,6210,8070,5000.0,5900.0
312,장테크,202485.0,21381.0,0.8,854.49,17500,216.32,11.3,27.14,0.8,-1,23,-0.0434782608695652,kosdaq,20160715,-,17500,22250,17150,15000.0,17500.0
313,바이오리더스,1167.0,-5429.0,1.0,1222.58,15000,352.2,6.5,14.0,1.0,4,37,0.1081081081081081,kosdaq,20160707,-,15000,17100,14200,11000.0,15000.0
314,피앤씨테크,23950.0,4889.0,1.0,679.77,10200,306.39,10.89,7.84,1.0,8,36,0.2222222222222222,kosdaq,20160704,-,10200,11000,10350,9000.0,10200.0
315,에스티팜,138052.0,25189.0,1.0,236.85,29000,717.41,60.03,62.07,0.71,0,51,0.0,kosdaq,20160623,-,29000,47000,48800,24000.0,27000.0
316,녹십자랩셀,34489.0,2260.0,1.0,79976.0,18500,733.72,51.66,100.0,0.75,5,55,0.0909090909090909,kosdaq,20160623,-,18500,37000,48100,13600.0,15900.0
317,레이언스,77943.0,3217.0,1.0,328.14,25000,430.31,20.7,-5.2,0.33,0,22,0.0,kosdaq,20160411,10450,25000,23700,23050,22000.0,25000.0
318,씨엠에스에듀,38273.0,6408.0,1.0,185.81,23200,302.17,28.83,15.52,0.5,2,16,0.125,kosdaq,20160407,-,23200,26800,24950,19000.0,23200.0
319,팬젠,3400.0,-2120.0,1.0,1073.0,16500,614.46,14.04,50.91,1.0,3,16,0.1875,kosdaq,20160311,-,16500,24900,22300,12500.0,16500.0
320,큐리언트,215.0,-10706.0,1.0,959.28,21000,709.15,35.24,61.43,1.0,2,24,0.0833333333333333,kosdaq,20160229,-,21000,33900,39000,18000.0,21000.0
321,안트로젠,1834.0,-1416.0,1.0,1442.55,24000,531.1,30.6,58.33,1.0,1,37,0.027027027027027,kosdaq,20160215,21950,24000,38000,39100,17000.0,22000.0
322,아이엠텍,46553.0,5180.0,1.0,138.9,7500,112.3,25.0,13.33,1.0,6,42,0.1428571428571428,kosdaq,20160203,-,7500,8500,12350,6500.0,7500.0
323,유니트론텍,86379.0,5657.0,1.0,1112.76,14000,455.8,21.7,80.71,1.0,1,19,0.0526315789473684,kosdaq,20160202,-,14000,25300,24850,12300.0,14000.0
324,한솔씨앤피,50873.0,3745.0,1.0,789.84,13000,136.97,5.97,45.77,1.0,2,29,0.0689655172413793,kosdaq,20160127,-,13000,18950,19600,13000.0,16800.0
325,코디엠,38105.0,1914.0,1.0,599.99,4700,39.79,2.51,59.36,0.65,3,18,0.1666666666666666,kosdaq,20151229,-,4700,7490,6100,4700.0,5800.0
326,이에스브이,32746.0,2239.0,1.0,558.9,10000,23.29,2.38,85.0,0.61,0,33,0.0,kosdaq,20151224,-,10000,18500,13600,13000.0,15000.0
327,아진산업,134258.0,15665.0,1.0,0.47,6500,11.61,8.7,17.23,0.58,-3,22,-0.1363636363636363,kosdaq,20151222,-,6500,7620,6320,6500.0,7500.0
328,휴젤,23269.0,10758.0,1.0,91.63,150000,6.7,8.61,33.0,0.62,4,39,0.1025641025641025,kosdaq,20151224,-,150000,199500,168300,190000.0,210000.0
329,한국맥널티,19421.0,5340.0,1.0,479.79,8000,60.5,0.2,100.0,0.59,1,47,0.0212765957446808,kosdaq,20151223,-,8000,16000,13250,10500.0,11500.0
330,덱스터,18665.0,2862.0,1.0,500.76,14000,255.31,33.1,77.14,0.57,2,54,0.037037037037037,kosdaq,20151222,-,14000,24800,28800,11000.0,14000.0
331,메가엠디,61775.0,5146.0,1.0,280.82,3000,16.67,7.5,67.33,0.52,-3,18,-0.1666666666666666,kosdaq,20151218,-,3000,5020,3800,3600.0,4600.0
332,씨트리,17164.0,305.0,1.0,199.96,6500,4.7,0.6,42.31,0.55,0,32,0.0,kosdaq,20151221,14750,6500,9250,12000,8300.0,10200.0
333,파크시스템스,15293.0,-717.0,1.0,7.55,9000,50.29,57.3,22.22,0.5,6,25,0.24,kosdaq,20151217,-,9000,11000,8660,9000.0,11000.0
334,예스티,40423.0,670.0,1.0,9.8,14500,32.9,73.3,6.9,0.43,5,28,0.1785714285714285,kosdaq,20151216,-,14500,15500,18000,14500.0,18500.0
335,뉴트리바이오텍,45409.0,2388.0,1.0,2.38,21000,93.92,28.32,9.52,0.46,8,39,0.2051282051282051,kosdaq,20151216,-,21000,23000,29000,21000.0,24000.0
336,엔에스,20780.0,1614.0,1.0,29.5,8000,179.61,21.42,61.88,0.38,3,53,0.0566037735849056,kosdaq,20151207,-,8000,12950,14750,6300.0,7200.0
337,미래테크놀로지,17388.0,3897.0,1.0,1.5,16100,117.3,5.7,-7.14,0.35,2,59,0.0338983050847457,kosdaq,20151201,-,16100,14950,13700,14300.0,16100.0
338,엠지메드,4691.0,208.0,1.0,1350.05,40000,715.39,14.86,2.5,0.41,5,31,0.1612903225806451,kosdaq,20151120,-,40000,41000,36300,33000.0,40000.0
339,매직마이크로,53279.0,3413.0,1.0,36.57,5500,75.03,1.33,-1.45,0.43,3,22,0.1363636363636363,kosdaq,20151119,-,5500,5420,4850,5200.0,6400.0
340,케이디켐,43295.0,4401.0,1.0,5.46,16000,66.2,3.0,-7.19,0.4,0,12,0.0,kosdaq,20151119,-,16000,14850,12500,14700.0,17800.0
341,하이즈항공,31291.0,3109.0,1.0,3.08,18000,47.27,0.89,-10.0,0.39,10,30,0.3333333333333333,kosdaq,20151125,-,18000,16200,16800,23000.0,26000.0
342,리드,40483.0,2004.0,1.0,45.64,5100,42.89,7.0,-10.0,0.38,13,80,0.1625,kosdaq,20151120,-,5100,4590,3945,4500.0,5100.0
343,네오오토,108776.0,6831.0,1.0,34.44,12000,113.08,3.54,-1.67,0.46,0,9,0.0,kosdaq,20151118,-,12000,11800,10000,11400.0,12800.0
344,아이진,27546.0,-2926.0,1.0,267.72,13500,408.1,7.5,-4.44,0.55,-1,23,-0.0434782608695652,kosdaq,20151116,-,13500,12900,13100,12000.0,13500.0
345,나무가,218331.0,1822.0,1.0,0.91,37000,108.34,3.62,-9.73,0.6,-1,80,-0.0125,kosdaq,20151112,-,37000,33400,33000,32000.0,37000.0
346,유앤아이,15639.0,1553.0,1.0,638.25,30000,377.4,4.0,-4.5,0.67,-2,50,-0.04,kosdaq,20151112,-,30000,28650,24350,25000.0,30000.0
347,케어젠,28584.0,14155.0,1.0,263.19,110000,833.46,62.0,-7.73,0.5,9,24,0.375,kosdaq,20151117,-,110000,101500,107000,80000.0,90000.0
348,더블유게임즈,71257.0,27908.0,1.0,241.18,65000,413.82,14.66,0.15,0.83,7,41,0.1707317073170731,kosdaq,20151104,-,65000,65100,62500,51000.0,61000.0
349,연우,168759.0,8670.0,1.0,680.0,25200,317.0,51.0,11.71,0.8,7,64,0.109375,kosdaq,20151102,-,25200,28150,36550,20300.0,25200.0
350,에이티젠,1678.0,-6031.0,1.0,1166.97,17000,695.7,40.6,100.0,0.75,0,22,0.0,kosdaq,20151023,-,17000,34000,25800,12500.0,14500.0
351,에치디프로,66063.0,2664.0,1.0,843.36,8900,362.84,6.21,7.64,0.5,2,15,0.1333333333333333,kosdaq,20151013,-,8900,9580,8650,7800.0,8900.0
352,타이거일렉,25327.0,2694.0,1.0,241.92,6000,230.02,1.36,-4.67,0.65,-1,22,-0.0454545454545454,kosdaq,20150925,-,6000,5720,7430,6000.0,6900.0
353,제너셈,32193.0,5028.0,1.0,797.33,10500,326.77,4.15,4.76,0.67,12,34,0.3529411764705882,kosdaq,20150925,-,10500,11000,10500,9000.0,10500.0
354,인포마크,70657.0,3389.0,1.0,381.0,14000,251.2,12.0,78.57,0.71,4,22,0.1818181818181818,kosdaq,20150923,-,14000,25000,20100,12000.0,14000.0
355,웹스,27878.0,3328.0,1.0,1114.21,7200,438.83,33.54,58.33,0.69,2,17,0.1176470588235294,kosdaq,20150824,4050,7200,11400,8000,6500.0,7200.0
356,파인텍,141968.0,11825.0,1.0,1041.73,10500,382.64,45.68,100.0,0.73,-4,35,-0.1142857142857142,kosdaq,20150817,-,10500,21000,17100,9000.0,10500.0
357,흥국에프엔비,35084.0,6272.0,1.0,1001.61,20000,666.88,63.87,100.0,0.7,1,20,0.05,kosdaq,20150807,-,20000,40000,52000,14500.0,17500.0
358,아시아경제신문사,32652.0,4325.0,1.0,12.31,3600,280.85,15.82,-10.0,0.62,0,7,0.0,kosdaq,20150731,-,3600,3240,4210,3200.0,3600.0
359,아이쓰리시스템,30914.0,5314.0,1.0,1506.57,36000,768.0,37.6,75.0,0.71,3,44,0.0681818181818181,kosdaq,20150730,-,36000,63000,58000,28500.0,31500.0
360,로지시스,32026.0,1745.0,1.0,396.82,2500,345.68,13.28,67.2,0.67,-1,17,-0.0588235294117647,kosdaq,20150729,-,2500,4180,5430,2000.0,2500.0
361,파마리서치프로덕트,24765.0,8838.0,1.0,561.0,55000,728.06,57.9,100.0,0.6,1,29,0.0344827586206896,kosdaq,20150724,-,55000,110000,114500,40000.0,47000.0
362,펩트론,3103.0,-2059.0,1.0,1093.01,16000,699.59,67.4,100.0,0.5,5,29,0.1724137931034483,kosdaq,20150722,-,16000,32000,41600,9000.0,12000.0
363,민앤지,17677.0,5284.0,1.0,1107.81,28000,728.82,45.4,100.0,0.82,-2,36,-0.0555555555555555,kosdaq,20150630,-,28000,56000,44850,21200.0,24000.0
364,동운아나텍,44453.0,5747.0,1.0,47.76,10000,101.68,7.08,25.0,0.85,3,33,0.0909090909090909,kosdaq,20150630,-,10000,12500,12800,10000.0,12000.0
365,유테크,51362.0,4185.0,1.0,21.14,9000,351.1,8.59,39.44,0.83,0,18,0.0,kosdaq,20150630,-,9000,12550,10850,8000.0,9000.0
366,코아스템,12988.0,-6325.0,1.0,751.91,16000,868.62,41.74,100.0,0.75,0,37,0.0,kosdaq,20150626,-,16000,32000,41600,10800.0,13200.0
367,에스엔텍,32465.0,3473.0,1.0,22.9,6500,189.14,19.88,53.85,0.78,6,16,0.375,kosdaq,20150626,-,6500,10000,13000,5600.0,6300.0
368,세미콘라이트,48137.0,6246.0,1.0,143.52,11300,187.7,4.5,1.77,0.71,9,23,0.391304347826087,kosdaq,20150625,-,11300,11500,14950,11300.0,13700.0
369,싸이맥스,54714.0,5993.0,1.0,178.03,16300,238.72,2.93,-6.75,0.5,1,24,0.0416666666666666,kosdaq,20150617,-,16300,15200,14000,14300.0,16300.0
370,픽셀플러스,123937.0,20127.0,1.0,68.09,30000,131.67,2.25,-10.0,0.67,-2,29,-0.0689655172413793,kosdaq,20150612,-,30000,27000,29000,33000.0,37000.0
371,제노포커스,2195.0,112.0,1.0,1206.75,11000,842.79,41.12,100.0,1.0,1,37,0.027027027027027,kosdaq,20150529,-,11000,22000,25300,8000.0,9000.0
372,유지인트,43378.0,4884.0,1.0,857.34,15000,643.7,27.15,94.33,1.0,1,25,0.04,kosdaq,20150413,-,15000,29150,24800,12400.0,14000.0
373,넥스트엔터테인먼트월드,122061.0,12028.0,1.0,33.55,16300,214.69,9.59,-3.07,0.71,1,51,0.0196078431372549,kosdaq,20141223,-,16300,15800,18150,12700.0,16300.0
374,아스트,60885.0,-6517.0,1.0,4.11,9500,74.59,5.74,-10.0,0.68,-6,45,-0.1333333333333333,kosdaq,20141224,-,9500,8550,9000,7000.0,10000.0
375,휴메딕스,23544.0,9137.0,1.0,571.55,28000,688.8,35.18,55.71,0.71,-2,32,-0.0625,kosdaq,20141226,-,28000,43600,39200,22700.0,25500.0
376,하이로닉,13420.0,3096.0,1.0,219.96,51000,500.56,22.7,25.1,0.71,-7,57,-0.1228070175438596,kosdaq,20141217,-,51000,63800,73300,43000.0,47400.0
377,에이디테크놀로지,42419.0,3042.0,1.0,12.4,15000,33.19,7.53,-10.0,0.65,0,19,0.0,kosdaq,20141216,-,15000,13500,14000,16000.0,18000.0
378,알테오젠,5527.0,1606.0,1.0,564.78,26000,409.2,14.4,-3.27,0.67,1,33,0.0303030303030303,kosdaq,20141212,-,26000,25150,21500,23000.0,26000.0
379,비씨월드제약,30375.0,3454.0,1.0,681.0,15700,356.75,26.6,15.29,0.69,6,38,0.1578947368421052,kosdaq,20141215,-,15700,18100,17550,12000.0,15700.0
380,에프엔씨엔터테인먼트,24838.0,1691.0,1.0,577.37,28000,185.35,9.91,-10.0,0.75,7,40,0.175,kosdaq,20141204,-,28000,25200,27600,24000.0,28000.0
381,텔콘,46462.0,8207.0,1.0,482.06,14500,162.88,5.53,-4.83,0.9,1,14,0.0714285714285714,kosdaq,20141124,-,14500,13800,11750,12500.0,14500.0
382,디에이테크놀로지,28863.0,2081.0,1.0,488.77,6600,55.28,1.81,18.18,1.0,3,16,0.1875,kosdaq,20141119,-,6600,7800,6630,6600.0,8500.0
383,파티게임즈,27040.0,8748.0,1.0,735.99,13000,224.12,24.62,100.0,1.0,4,57,0.0701754385964912,kosdaq,20141121,-,13000,26000,29900,10500.0,13000.0
384,테고사이언스,6307.0,1596.0,1.0,622.14,13500,591.09,30.5,100.0,1.0,0,20,0.0,kosdaq,20141106,-,13500,27000,31050,10500.0,12500.0
385,슈피겐코리아,54240.0,9495.0,1.0,360.12,27500,255.6,30.86,34.91,1.0,5,38,0.131578947368421,kosdaq,20141105,-,27500,37100,42650,22500.0,27500.0
386,데브시스터즈,61303.0,22326.0,1.0,285.28,53000,651.66,29.98,33.96,1.0,-6,49,-0.1224489795918367,kosdaq,20141006,-,53000,71000,61000,43000.0,50000.0
387,신화콘텍,51059.0,6446.0,1.0,99.3,9100,441.99,10.37,-10.0,0.67,5,24,0.2083333333333333,kosdaq,20140808,-,9100,8190,7100,8100.0,9100.0
388,덕신하우징,104434.0,11718.0,1.0,899.07,13000,650.72,59.86,66.54,0.83,12,41,0.2926829268292683,kosdaq,20140801,-,13000,21650,20950,9600.0,11000.0
389,창해에탄올,69032.0,14887.0,1.0,675.79,8300,578.2,59.5,100.0,0.8,6,38,0.1578947368421052,kosdaq,20140730,-,8300,16600,14600,6000.0,6900.0
390,윈하이텍,57400.0,7122.0,1.0,589.58,8300,444.1,55.6,60.24,0.75,12,45,0.2666666666666666,kosdaq,20140725,-,8300,13300,15250,6600.0,7500.0
