,기업명,매출액(백만원),순이익(백만원),구주매출,청약경쟁률(:1),확정공모가(원),경쟁률(:1),의무보유확약(:1),시초/공모%(수익률),동향,점수,합계,총점,시장 종류,상장일,현재가,공모가(원),시초가(원),종가,희망공모가(최저),희망공모가(최고)
146,에스씨엠생명과학,29.0,-40095.0,1.0,814.91,17000,1032.17,7.7,73.53,1.0,3,29,0.1034482758620689,kosdaq,20200617,12000,17000,29500,36100,14000.0,17000.0
147,드림씨아이에스,19200.0,3417.0,1.0,669.22,14900,926.11,6.82,87.92,1.0,7,36,0.1944444444444444,kosdaq,20200522,14100,14900,28000,30500,13000.0,14900.0
148,엔피디,259266.0,8574.0,1.0,32.65,5400,307.5,8.78,-10.0,0.75,-5,28,-0.1785714285714285,kosdaq,20200316,2565,5400,4860,3775,5400.0,6300.0
149,플레이디,34711.0,6038.0,1.0,864.8,8500,1270.7,7.55,32.35,0.86,-7,44,-0.1590909090909091,kosdaq,20200312,5910,8500,11250,8800,6800.0,7700.0
150,서울바이오시스,368194.0,5857.0,1.0,942.7,7500,1119.0,10.5,73.33,0.83,-1,24,-0.0416666666666666,kosdaq,20200306,7720,7500,13000,11100,6500.0,7500.0
151,제이앤티씨,229357.0,28114.0,1.0,3.48,11000,1077.88,6.72,-7.27,0.8,-3,37,-0.081081081081081,kosdaq,20200304,5230,11000,10200,10350,8500.0,10500.0
152,켄코아에어로스페이스,28937.0,-9409.0,0.8300000000000001,256.68,10000,120.75,2.55,15.0,1.0,8,28,0.2857142857142857,kosdaq,20200303,11800,10000,11500,10250,13000.0,15000.0
153,레몬,31438.0,-2377.0,1.0,800.07,7200,426.0,6.3,19.72,1.0,-5,71,-0.0704225352112676,kosdaq,20200228,5990,7200,8620,10400,6200.0,7200.0
154,서남,4854.0,-1449.0,1.0,881.6,3100,1228.4,5.21,25.81,1.0,-5,73,-0.0684931506849315,kosdaq,20200220,2920,3100,3900,4750,2700.0,3100.0
155,위세아이텍,16549.0,1505.0,1.0,1076.62,12000,1105.93,6.95,15.83,1.0,8,13,0.6153846153846154,kosdaq,20200210,11800,12000,13900,12400,10000.0,11200.0
156,피피아이,38120.0,2549.0,1.0,1147.7,7000,997.33,2.47,57.14,0.73,4,23,0.1739130434782608,kosdaq,20191226,2895,7000,11000,9630,6000.0,7000.0
157,메탈라이프,19270.0,3742.0,1.0,1397.97,13000,1288.21,22.46,100.0,0.71,3,29,0.1034482758620689,kosdaq,20191224,11400,13000,26000,33800,10500.0,13000.0
158,신테카바이오,287.0,-3747.0,1.0,123.2,12000,75.61,1.32,24.58,0.71,5,49,0.1020408163265306,kosdaq,20191217,11050,12000,14950,16700,15000.0,19000.0
159,태웅로직스,24394.0,7318.0,1.0,618.52,4500,1024.98,2.53,81.56,0.73,4,24,0.1666666666666666,kosdaq,20191210,5140,4500,8170,6110,3700.0,4500.0
160,코리아센터,189670.0,4874.0,0.9,4.13,18000,37.77,6.04,27.78,0.71,5,57,0.087719298245614,kosdaq,20191129,5490,18000,23000,22850,24000.0,27200.0
161,노터스,36308.0,3747.0,1.0,22.31,20000,699.46,0.59,48.75,0.7,10,30,0.3333333333333333,kosdaq,20191127,6980,20000,29750,36500,17000.0,20000.0
162,코리아에셋투자증권,165962.0,5507.0,1.0,231.78,10000,945.66,2.25,-1.0,0.74,2,30,0.0666666666666666,kosdaq,20191120,9970,10000,9900,8290,8000.0,10000.0
163,씨에스베어링,50364.0,3232.0,0.6,699.67,8400,1246.86,4.65,0.0,0.7,5,32,0.15625,kosdaq,20191121,10150,8400,8400,8950,7400.0,8400.0
164,에스제이그룹,68630.0,3531.0,1.0,512.93,38600,946.62,13.56,12.69,0.75,2,14,0.1428571428571428,kosdaq,20191118,21650,38600,43500,46400,32000.0,38600.0
165,아이티엠반도체,228237.0,18159.0,0.91,321.09,26000,1078.5,15.8,2.88,0.92,6,32,0.1875,kosdaq,20191107,34200,26000,26750,24700,23000.0,26000.0
166,티라유텍,22771.0,1525.0,1.0,1164.16,12050,1240.9,11.9,100.0,0.89,4,33,0.1212121212121212,kosdaq,20191031,9160,12050,24100,20650,10550.0,12050.0
167,미디어젠,13383.0,-533.0,1.0,573.16,10600,576.27,1.88,6.13,0.9,7,23,0.3043478260869565,kosdaq,20191105,9970,10600,11250,9150,9400.0,10600.0
168,캐리소프트,9969.0,-2189.0,1.0,1067.0,9000,924.83,2.7,34.44,0.86,1,42,0.0238095238095238,kosdaq,20191029,7030,9000,12100,13850,7000.0,9000.0
169,케이엔제이,51107.0,1698.0,1.0,1104.68,11000,1144.3,5.5,42.73,0.83,12,37,0.3243243243243243,kosdaq,20191025,11450,11000,15700,14900,8400.0,11000.0
170,엔바이오니아,8545.0,648.0,1.0,910.32,8200,425.8,3.8,30.49,0.8,9,38,0.2368421052631578,kosdaq,20191024,9020,8200,10700,12100,8200.0,10300.0
171,팜스빌,19833.0,4815.0,0.86,674.04,14000,1035.53,7.05,20.0,0.75,9,34,0.2647058823529412,kosdaq,20191022,12800,14000,16800,14350,11000.0,14000.0
172,라온피플,21764.0,6250.0,1.0,2.07,14000,330.36,1.5,-5.0,0.67,10,29,0.3448275862068966,kosdaq,20191018,6860,14000,13300,15550,14000.0,17000.0
173,아톤,28033.0,4096.0,0.8,653.96,43000,810.88,9.5,7.09,1.0,6,31,0.1935483870967742,kosdaq,20191017,30250,43000,46050,42850,30000.0,43000.0
174,녹십자웰빙,53883.0,5678.0,1.0,657.66,11300,657.93,4.49,5.31,1.0,12,45,0.2666666666666666,kosdaq,20191014,8150,11300,11900,12500,9400.0,11300.0
175,올리패스,488.0,-27825.0,1.0,419.4,20000,11.07,0.4,53.0,0.64,1,39,0.0256410256410256,kosdaq,20190920,5380,20000,30600,24800,37000.0,45000.0
176,한독크린텍,39627.0,4165.0,1.0,728.28,15100,1117.61,8.77,62.25,0.6,3,37,0.081081081081081,kosdaq,20190905,11000,15100,24500,19250,13300.0,15100.0
177,에스피시스템스,46873.0,3235.0,0.68,786.16,4900,1116.32,13.68,100.0,0.56,0,16,0.0,kosdaq,20190814,10200,4900,9800,12700,4300.0,4900.0
178,레이,47565.0,6779.0,1.0,779.56,20000,1013.19,10.27,25.75,0.53,-1,79,-0.0126582278481012,kosdaq,20190808,24300,20000,25150,24750,17000.0,20000.0
179,코윈테크,76832.0,10339.0,1.0,0.48,34500,163.54,0.9,-10.0,0.46,0,23,0.0,kosdaq,20190805,28650,34500,31050,21750,28400.0,34500.0
180,그린플러스,42151.0,2213.0,1.0,700.96,10000,863.94,5.85,11.5,0.5,6,32,0.1875,kosdaq,20190807,13550,10000,11150,10700,8500.0,10000.0
181,덕산테코피아,70930.0,18783.0,0.79,1.96,19000,348.63,7.17,-10.0,0.5,1,36,0.0277777777777777,kosdaq,20190802,16200,19000,17100,15600,17000.0,19000.0
182,슈프리마아이디,18081.0,3571.0,0.76,707.26,27000,1124.05,13.14,28.7,0.55,1,24,0.0416666666666666,kosdaq,20190801,17000,27000,34750,28000,23000.0,27000.0
183,윌링스,54327.0,4294.0,0.7000000000000001,532.83,12500,1082.15,18.18,82.4,0.5,3,33,0.0909090909090909,kosdaq,20190725,11450,12500,22800,29600,10000.0,12500.0
184,에이스토리,46446.0,2320.0,1.0,131.51,14300,614.25,3.56,-9.79,0.33,5,34,0.1470588235294117,kosdaq,20190719,27800,14300,12900,-,11600.0,14300.0
185,플리토,3505.0,-3761.0,0.67,710.71,26000,1133.0,22.0,21.54,0.4,-1,58,-0.0172413793103448,kosdaq,20190717,41900,26000,31600,27800,19000.0,23000.0
186,세틀뱅크,57164.0,11995.0,0.64,309.6,55000,1122.0,14.8,-10.0,0.25,6,41,0.1463414634146341,kosdaq,20190712,23350,55000,49500,51600,44000.0,49000.0
187,아이스크림에듀,86608.0,7108.0,1.0,5.7,15900,124.73,1.34,-9.75,0.33,3,36,0.0833333333333333,kosdaq,20190711,5360,15900,14350,11700,15900.0,18000.0
188,에이에프더블류,30330.0,8713.0,0.52,552.22,22500,866.03,13.72,24.44,1.0,6,37,0.1621621621621621,kosdaq,20190701,3800,22500,28000,21750,19500.0,22500.0
189,압타바이오,300.0,-31123.0,1.0,663.03,30000,856.41,35.1,67.33,0.67,-2,45,-0.0444444444444444,kosdaq,20190612,21150,30000,50200,38900,21000.0,25000.0
190,까스텔바쟉,84152.0,6356.0,0.28,3.4,12000,32.53,3.86,41.67,0.6,0,37,0.0,kosdaq,20190610,11000,12000,17000,19250,16000.0,19000.0
191,마이크로디지탈,4554.0,-30.0,1.0,1116.34,23000,621.48,2.29,78.48,0.5,0,24,0.0,kosdaq,20190605,5360,23000,41050,39100,20000.0,23000.0
192,컴퍼니케이파트너스,9866.0,3336.0,1.0,850.46,4500,865.66,27.8,82.22,0.5,5,28,0.1785714285714285,kosdaq,20190523,6460,4500,8200,10650,3600.0,4000.0
193,수젠텍,3440.0,-20960.0,1.0,1.48,12000,75.21,3.15,-7.08,0.33,7,35,0.2,kosdaq,20190528,14050,12000,11150,10150,12000.0,14000.0
194,아모그린텍,111297.0,-5238.0,0.79,22.13,9900,164.22,3.05,4.04,1.0,3,25,0.12,kosdaq,20190329,12350,9900,10300,10200,8800.0,9900.0
195,지노믹트리,454.0,-2113.0,1.0,13.1,27000,372.0,22.8,9.07,1.0,-1,34,-0.0294117647058823,kosdaq,20190327,13000,27000,29450,27300,17000.0,25000.0
196,이지케어텍,55374.0,3606.0,1.0,1272.11,12300,1108.03,40.25,100.0,1.0,5,39,0.1282051282051282,kosdaq,20190322,26450,12300,24600,31950,10100.0,12300.0
197,미래에셋벤처투자,54949.0,6305.0,1.0,1021.77,4500,441.4,3.7,36.67,1.0,4,51,0.0784313725490196,kosdaq,20190315,6250,4500,6150,5310,3700.0,4500.0
198,에코프로비엠,289870.0,15159.0,1.0,273.78,48000,988.49,45.04,27.29,1.0,2,26,0.0769230769230769,kosdaq,20190305,128000,48000,61100,63200,37500.0,42900.0
199,천보,87606.0,14822.0,0.8,426.09,40000,891.1,15.8,31.25,1.0,10,43,0.2325581395348837,kosdaq,20190211,247200,40000,52500,47650,35000.0,40000.0
200,이노테라피,180.0,-3012.0,1.0,463.37,18000,154.44,2.83,23.33,1.0,2,28,0.0714285714285714,kosdaq,20190201,9300,18000,22200,19350,20200.0,25200.0
201,노랑풍선,83822.0,10436.0,0.73,1025.2,20000,978.43,12.42,51.75,1.0,8,56,0.1428571428571428,kosdaq,20190130,-,20000,30350,34150,15500.0,19000.0
202,웹케시,77086.0,3679.0,1.0,9473.1,26000,614.0,6.8,21.92,1.0,8,36,0.2222222222222222,kosdaq,20190125,18000,26000,31700,28500,24000.0,26000.0
203,유틸렉스,133.0,-9593.0,1.0,322.96,50000,597.2,18.63,20.2,0.61,1,42,0.0238095238095238,kosdaq,20181224,5750,50000,60100,78100,38000.0,50000.0
204,디케이티,117043.0,4611.0,1.0,780.32,7400,771.42,3.5,74.32,0.6,0,11,0.0,kosdaq,20181221,-,7400,12900,10550,6000.0,7400.0
205,에이비엘바이오,71.0,-74734.0,1.0,0.78,15000,60.08,10.99,-10.0,0.58,0,27,0.0,kosdaq,20181219,22300,15000,13500,13650,13000.0,17000.0
206,위지윅스튜디오,12989.0,499.0,1.0,6.84,11000,177.33,1.13,2.27,0.59,-2,12,-0.1666666666666666,kosdaq,20181220,-,11000,11250,9350,9000.0,13000.0
207,머큐리,138330.0,4443.0,0.5,930.39,6100,749.57,13.35,57.87,0.59,3,79,0.0379746835443038,kosdaq,20181214,-,6100,9630,7800,5200.0,6100.0
208,전진바이오팜,3136.0,-3041.0,1.0,24.8,10000,14.69,27.2,15.5,0.58,-8,23,-0.3478260869565217,kosdaq,20181214,4055,10000,11550,12750,15000.0,17000.0
209,이노메트리,14063.0,1177.0,1.0,791.16,26000,765.22,11.39,53.85,0.59,1,15,0.0666666666666666,kosdaq,20181212,-,26000,40000,29550,21000.0,25000.0
210,티앤알바이오팹,406.0,-4058.0,1.0,500.35,18000,101.9,1.0,-10.0,0.67,0,40,0.0,kosdaq,20181128,19150,18000,16200,12500,18000.0,23000.0
211,엠아이텍,22541.0,2051.0,0.5,883.39,4500,472.57,0.42,-10.0,0.61,8,39,0.2051282051282051,kosdaq,20181129,-,4500,4050,4770,3900.0,4500.0
212,네오펙트,7288.0,160.0,1.0,400.8,11000,338.01,0.89,-10.0,0.7,1,38,0.0263157894736842,kosdaq,20181128,2215,11000,9900,7700,10000.0,12500.0
213,남화산업,14214.0,8543.0,1.0,858.4,3700,822.09,6.14,51.62,0.62,-1,10,-0.1,kosdaq,20181129,-,3700,5610,7290,3100.0,3700.0
214,싸이토젠,850.0,-2149.0,1.0,705.49,17000,608.85,0.7,4.71,0.76,-1,28,-0.0357142857142857,kosdaq,20181122,61200,17000,17800,15600,13000.0,17000.0
215,디알젬,49324.0,4132.0,1.0,832.96,6500,785.43,1.05,30.31,0.78,5,27,0.1851851851851851,kosdaq,20181122,-,6500,8470,6760,5000.0,7000.0
216,파멥신,209.0,-6483.0,1.0,322.78,60000,764.16,18.81,-3.17,0.75,-1,47,-0.0212765957446808,kosdaq,20181121,3650,60000,58100,63600,43000.0,55000.0
217,디자인,30472.0,2225.0,1.0,665.04,10100,771.73,3.86,100.0,0.85,0,80,0.0,kosdaq,20181115,-,10100,20200,15200,9000.0,10100.0
218,노바렉스,80854.0,8567.0,1.0,631.42,19000,48.64,18.99,33.95,0.83,-1,43,-0.0232558139534883,kosdaq,20181114,32250,19000,25450,20100,19000.0,24000.0
219,셀리버리,2774.0,-15008.0,1.0,808.45,25000,698.98,16.8,28.0,0.82,2,43,0.0465116279069767,kosdaq,20181109,16300,25000,32000,28700,20000.0,25000.0
220,대보마그네틱,13165.0,3760.0,0.73,837.58,31000,995.4,45.41,94.19,0.8,6,27,0.2222222222222222,kosdaq,20181106,-,31000,60200,58500,22500.0,25500.0
221,엘앤씨바이오,17901.0,3753.0,1.0,985.59,24000,937.08,17.27,24.17,0.75,5,15,0.3333333333333333,kosdaq,20181101,-,24000,29800,26950,18000.0,20000.0
222,노바텍,21284.0,3975.0,0.7000000000000001,326.67,10000,66.32,0.03,41.0,0.78,3,35,0.0857142857142857,kosdaq,20181102,-,10000,14100,18300,12500.0,16500.0
223,옵티팜,13857.0,-1567.0,0.74,463.49,10000,94.57,11.6,-10.0,0.71,-1,21,-0.0476190476190476,kosdaq,20181026,9600,10000,9000,11700,10000.0,12000.0
224,로보티즈,17914.0,1781.0,1.0,1043.92,14000,958.6,39.8,100.0,0.83,4,54,0.074074074074074,kosdaq,20181026,22950,14000,28000,19600,9200.0,11300.0
225,에스퓨얼셀,20295.0,2789.0,0.66,857.78,16500,942.85,40.5,100.0,0.8,-1,11,-0.0909090909090909,kosdaq,20181015,21700,16500,33000,33800,10600.0,14000.0
226,푸드나무,34826.0,3922.0,0.86,914.05,24000,791.08,16.5,80.63,0.67,1,39,0.0256410256410256,kosdaq,20181004,21900,24000,43350,34000,18700.0,22700.0
227,지티지웰니스,23053.0,2459.0,1.0,514.16,11000,946.89,4.22,38.64,0.79,1,22,0.0454545454545454,kosdaq,20180921,-,11000,15250,-,9000.0,9800.0
228,명성티엔에스,64575.0,5857.0,0.62,804.79,20000,745.56,11.73,10.0,0.76,0,19,0.0,kosdaq,20180913,-,20000,22000,28600,16100.0,18700.0
229,디지캡,16311.0,2045.0,0.61,931.79,12000,979.06,4.18,10.42,0.75,4,28,0.1428571428571428,kosdaq,20180907,-,12000,13250,10900,8500.0,10500.0
230,액트로,50659.0,5654.0,1.0,545.42,20000,132.07,1.86,3.5,0.73,-1,4,-0.25,kosdaq,20180828,7160,20000,20700,18000,20000.0,24000.0
231,에이피티씨,41122.0,10850.0,1.0,22.69,9000,20.99,8.7,3.44,0.69,3,30,0.1,kosdaq,20180823,16600,9000,9310,7980,11500.0,13000.0
232,오파스넷,71416.0,3080.0,1.0,1401.36,11000,861.66,14.22,63.64,0.71,2,20,0.1,kosdaq,20180824,-,11000,18000,14200,8500.0,9700.0
233,바이오솔루션,5011.0,-1806.0,1.0,302.62,29000,174.79,5.04,-2.76,0.67,-4,35,-0.1142857142857142,kosdaq,20180820,16400,29000,28200,28500,24000.0,29000.0
234,에스에스알,11326.0,2515.0,1.0,1231.66,9000,928.44,41.62,100.0,0.67,2,22,0.0909090909090909,kosdaq,20180806,5350,9000,18000,23400,6600.0,7500.0
235,휴네시온,13193.0,2995.0,0.85,827.74,10000,751.89,8.9,50.0,0.62,2,31,0.064516129032258,kosdaq,20180802,-,10000,15000,16350,8700.0,10000.0
236,디아이티,85994.0,11909.0,1.0,11.1,10000,105.14,6.8,5.5,0.7,0,23,0.0,kosdaq,20180807,-,10000,10550,10650,9400.0,10400.0
237,한국유니온제약,47470.0,4420.0,1.0,1015.13,18000,918.99,9.4,27.78,0.6,2,43,0.0465116279069767,kosdaq,20180726,-,18000,23000,19500,13500.0,16000.0
238,엠코르셋,124300.0,7757.0,0.8,51.47,11500,766.05,16.4,-3.91,0.5,-1,17,-0.0588235294117647,kosdaq,20180723,-,11500,11050,12950,10100.0,11500.0
239,올릭스,244.0,-5164.0,1.0,847.09,36000,876.72,74.03,100.0,0.67,4,52,0.0769230769230769,kosdaq,20180718,22600,36000,72000,65600,26000.0,30000.0
240,아이큐어,35674.0,240.0,1.0,331.42,65000,642.1,5.08,-10.0,0.5,4,44,0.0909090909090909,kosdaq,20180712,13350,65000,58500,60600,44000.0,55000.0
241,에스브이인베스트먼트,10450.0,2113.0,1.0,974.23,7000,786.73,4.7,28.57,1.0,1,4,0.25,kosdaq,20180706,-,7000,9000,7710,5600.0,6300.0
242,이다이애그노믹스,1449.0,-3606.0,1.0,810.33,6500,749.79,27.87,38.46,1.0,2,27,0.074074074074074,kosdaq,20180626,3170,6500,9000,10800,4700.0,5700.0
243,파워넷,137731.0,6114.0,0.5,1144.0,6500,590.6,7.66,55.38,1.0,2,18,0.1111111111111111,kosdaq,20180607,4370,6500,10100,7750,5500.0,6500.0
244,현대사료,106532.0,3513.0,1.0,1690.0,6600,839.16,31.92,100.0,1.0,3,30,0.1,kosdaq,20180601,-,6600,13200,17150,5700.0,6600.0
245,세종메디칼,12773.0,3192.0,0.6,922.71,15000,836.68,39.75,54.0,1.0,-1,29,-0.0344827586206896,kosdaq,20180529,-,15000,23100,30000,10800.0,13700.0
246,제노레이,35467.0,2905.0,0.75,1028.72,23000,907.12,32.59,99.57,1.0,3,28,0.1071428571428571,kosdaq,20180528,8930,23000,45900,37350,17500.0,20500.0
247,케어랩스,18597.0,1935.0,1.0,886.14,20000,934.42,40.19,100.0,0.86,7,38,0.1842105263157894,kosdaq,20180328,-,20000,40000,52000,15000.0,18000.0
248,린드먼아시아인베스트먼트,6335.0,2802.0,1.0,1039.51,6500,640.8,27.4,100.0,0.91,1,21,0.0476190476190476,kosdaq,20180314,-,6500,13000,16900,5000.0,5500.0
249,엔지켐생명과학,21835.0,-6332.0,1.0,342.31,56000,258.68,13.25,55.36,0.89,-1,46,-0.0217391304347826,kosdaq,20180221,21200,56000,87000,85200,45000.0,70000.0
250,오스테오닉,6640.0,1541.0,1.0,998.83,7700,442.0,1.7,100.0,0.9,-1,33,-0.0303030303030303,kosdaq,20180222,2950,7700,15400,13100,5800.0,7500.0
251,동구바이오제약,87363.0,10923.0,0.92,836.67,16000,727.7,53.41,100.0,0.88,1,55,0.0181818181818181,kosdaq,20180213,6800,16000,32000,41600,12000.0,14500.0
252,아시아종묘,21313.0,2409.0,1.0,243.2,4500,239.52,4.39,0.44,0.83,2,34,0.0588235294117647,kosdaq,20180212,-,4500,4520,4570,4200.0,5200.0
253,알리코제약,48127.0,2243.0,1.0,697.3,12000,389.27,9.38,50.83,0.86,7,33,0.2121212121212121,kosdaq,20180212,-,12000,18100,23500,10000.0,13000.0
254,카페24,118080.0,-1272.0,1.0,731.58,57000,672.71,42.9,48.25,0.8,2,61,0.0327868852459016,kosdaq,20180208,13350,57000,84500,84700,43000.0,57000.0
255,링크제니시스,10195.0,1758.0,1.0,1184.36,30000,754.6,35.9,76.67,0.75,8,29,0.2758620689655172,kosdaq,20180205,-,30000,53000,40500,22000.0,25000.0
256,배럴,24247.0,3713.0,1.0,369.78,9500,298.48,9.06,9.47,0.67,-41,79,-0.5189873417721519,kosdaq,20180201,-,9500,10400,13500,8000.0,9500.0
257,시스웍,24178.0,5347.0,1.0,830.31,2800,78.86,0.44,36.07,0.67,4,25,0.16,kosdaq,20171226,-,2800,3810,3390,3300.0,3900.0
258,메카로,48134.0,2926.0,1.0,664.69,33000,719.26,42.07,30.3,0.85,20,76,0.2631578947368421,kosdaq,20171206,-,33000,43000,38500,25000.0,30000.0
259,씨티케이코스메틱스,133888.0,23325.0,1.0,145.75,55000,188.65,6.6,-10.0,0.79,6,36,0.1666666666666666,kosdaq,20171207,-,55000,49500,42300,46000.0,55000.0
260,에스트래픽,88748.0,8209.0,1.0,1128.18,10000,605.02,13.4,100.0,0.83,13,42,0.3095238095238095,kosdaq,20171205,-,10000,20000,15000,8000.0,10000.0
261,대,226696.0,36888.0,0.5,460.24,15000,247.25,0.2,6.67,0.8,-7,80,-0.0875,kosdaq,20171201,-,15000,16000,13300,13000.0,15000.0
262,체리부로,290878.0,16031.0,0.67,616.6,4700,265.38,0.4,6.81,0.82,2,45,0.0444444444444444,kosdaq,20171204,-,4700,5020,3980,4300.0,4700.0
263,비즈니스온커뮤니케이션,11711.0,2626.0,1.0,1075.91,9000,513.97,14.9,87.78,0.78,3,25,0.12,kosdaq,20171130,-,9000,16900,14000,8100.0,9000.0
264,에스엔피월드,27164.0,3856.0,1.0,661.5,5100,534.27,4.97,0.0,0.64,4,23,0.1739130434782608,kosdaq,20170928,-,5100,5100,5270,4300.0,5100.0
265,야스,82982.0,13064.0,0.73,0.52,23500,28.9,7.15,-10.0,0.61,2,57,0.0350877192982456,kosdaq,20170929,9630,23500,21150,19100,23500.0,26500.0
266,유티아이,38852.0,13037.0,-17.0,3.44,25000,5.05,0.4,-10.0,0.67,2,25,0.08,kosdaq,20170927,-,25000,22500,-,28000.0,33000.0
267,신흥에스이씨,90112.0,5552.0,0.5,731.42,16000,482.4,33.1,83.75,0.7,0,33,0.0,kosdaq,20170927,-,16000,29400,-,11000.0,14000.0
268,엠플러스,28031.0,3542.0,0.8,1003.24,18000,596.2,27.2,57.5,0.72,0,24,0.0,kosdaq,20170920,-,18000,28350,23400,14000.0,16000.0
269,샘코,28814.0,2044.0,1.0,207.0,11000,19.26,0.96,9.09,0.69,5,33,0.1515151515151515,kosdaq,20170915,-,11000,12000,10250,14000.0,18000.0
270,앱클론,3120.0,-1597.0,1.0,799.09,10000,564.87,21.72,100.0,0.71,4,37,0.1081081081081081,kosdaq,20170918,13100,10000,20000,26000,8000.0,10000.0
271,펄어비스,33690.0,24425.0,1.0,0.43,103000,62.4,6.22,-10.0,0.67,8,59,0.135593220338983,kosdaq,20170914,59200,103000,92700,98900,80000.0,103000.0
272,덕우전자,76328.0,10785.0,0.6,586.43,15500,282.69,11.35,9.03,0.77,7,24,0.2916666666666667,kosdaq,20170828,-,15500,16900,15850,13500.0,15500.0
273,이더블유케이,28570.0,3263.0,0.75,1160.15,5000,588.13,25.95,100.0,0.75,5,24,0.2083333333333333,kosdaq,20170822,-,5000,10000,11950,4200.0,5000.0
274,알에스오토메이션,70698.0,3004.0,1.0,1058.82,6000,656.89,61.0,99.17,0.73,0,18,0.0,kosdaq,20170811,-,6000,11950,15500,5250.0,6000.0
275,모트렉스,200359.0,15018.0,0.85,422.73,38300,357.12,11.24,-0.78,0.78,3,32,0.09375,kosdaq,20170804,-,38300,38000,33400,31200.0,38300.0
276,디앤씨미디어,18893.0,3012.0,1.0,563.1,20000,539.1,33.5,61.5,0.83,1,40,0.025,kosdaq,20170801,-,20000,32300,27300,17000.0,20000.0
277,데이타솔루션,100820.0,3054.0,0.7000000000000001,733.74,3300,395.83,23.09,100.0,0.88,5,45,0.1111111111111111,kosdaq,20170803,-,3300,6600,5680,2700.0,3300.0
278,지니언스,20615.0,3658.0,1.0,922.71,13500,620.04,14.5,48.52,0.86,2,26,0.0769230769230769,kosdaq,20170802,-,13500,20050,15200,12000.0,13500.0
279,셀트리온헬스케어,402389.0,28641.0,1.0,6.95,41000,38.06,12.5,6.46,0.8,-7,64,-0.109375,kosdaq,20170728,72500,41000,43650,50300,32500.0,41000.0
280,이즈미디어,39808.0,4167.0,0.92,13.87,7500,129.22,1.38,12.0,0.75,-1,14,-0.0714285714285714,kosdaq,20170726,-,7500,8400,9360,7500.0,10000.0
281,힘스,50876.0,4951.0,1.0,795.94,20000,729.64,27.48,62.5,0.67,0,23,0.0,kosdaq,20170720,-,20000,32500,33000,15500.0,18800.0
282,브이텍,24455.0,7969.0,0.79,754.31,17700,557.47,8.3,13.56,0.5,5,25,0.2,kosdaq,20170713,-,17700,20100,18900,15200.0,17700.0
283,제일홀딩스,6196498.0,371783.0,1.0,20.67,20700,113.98,2.88,-9.9,0.67,-4,64,-0.0625,kosdaq,20170630,8480,20700,18650,19050,20700.0,22700.0
284,보라티알,6963.0,829.0,1.0,1026.34,14300,557.61,13.3,32.17,0.75,-1,18,-0.0555555555555555,kosdaq,20170608,-,14300,18900,17600,12500.0,14300.0
285,삼양옵틱스,57221.0,13419.0,1.0,2.88,16700,33.2,8.7,0.0,0.71,2,38,0.0526315789473684,kosdaq,20170602,-,16700,16700,16800,16700.0,20600.0
286,필옵틱스,177220.0,14820.0,1.0,588.96,48000,647.18,13.25,0.42,0.83,-1,20,-0.05,kosdaq,20170601,-,48000,48200,56000,41000.0,48000.0
287,하나머티리얼즈,52713.0,7608.0,1.0,955.33,12000,689.9,49.73,45.83,1.0,2,25,0.08,kosdaq,20170428,-,12000,17500,15950,10000.0,12000.0
288,와이엠티,49939.0,7742.0,0.88,841.57,21000,706.16,42.75,67.14,1.0,1,9,0.1111111111111111,kosdaq,20170427,-,21000,35100,31050,16500.0,18500.0
289,이엘피,16079.0,3204.0,1.0,738.15,20000,527.12,11.26,10.0,1.0,5,27,0.1851851851851851,kosdaq,20170406,-,20000,22000,22400,17000.0,20000.0
290,서진시스템,36021.0,6491.0,0.9,742.06,25000,588.93,36.65,60.0,0.75,3,18,0.1666666666666666,kosdaq,20170327,-,25000,40000,37350,21000.0,25000.0
291,코미코,38664.0,7157.0,0.4,745.44,13000,580.68,30.91,123.46,0.73,9,41,0.2195121951219512,kosdaq,20170323,-,13000,29050,21500,11000.0,13000.0
292,모바일어플라이언스,53720.0,1679.0,0.27,636.77,3500,471.31,19.13,68.57,0.4,0,28,0.0,kosdaq,20170224,-,3500,5900,5980,3000.0,3500.0
293,에프엔에스테크,44578.0,2794.0,1.0,840.67,14000,624.02,6.26,21.79,0.5,0,14,0.0,kosdaq,20170227,-,14000,17050,17450,11000.0,13000.0
294,신신제약,51614.0,3886.0,1.0,72.5,4500,40.88,0.06,37.11,0.57,1,28,0.0357142857142857,kosdaq,20170228,-,4500,6170,8020,5900.0,6700.0
295,피씨엘,243.0,-1864.0,1.0,2.01,8000,6.61,0.46,-2.5,0.25,0,22,0.0,kosdaq,20170223,-,8000,7800,9160,10500.0,13000.0
296,서플러스글로벌,94114.0,8975.0,0.96,548.0,8000,81.31,1.04,6.25,0.5,-2,33,-0.0606060606060606,kosdaq,20170125,-,8000,8500,7140,7400.0,9400.0
297,퓨전데이타,18784.0,2766.0,1.0,572.56,11500,345.36,12.05,80.43,0.55,5,33,0.1515151515151515,kosdaq,20161221,-,11500,20750,19800,10000.0,11500.0
298,뉴파워프라즈마,50265.0,8181.0,1.0,521.29,17500,501.2,7.8,0.0,0.57,-3,20,-0.15,kosdaq,20161130,-,17500,17500,16800,15000.0,17000.0
