,cor_name,sales,profit,shares_to_pub,sub_rate,cor_rate,obligation,score,sum,t_score,market_type,listed_date,current_price,offer_price,h_exp_offer_price,l_exp_offer_price,target,st_price,end_price,search_amt,Trend
169,올리패스,488,-27825,1.0,419.4,11.07,0.4,1,39,0.026,0,20190920,5380,20000,37000,45000,24800,30600,53.0,-0.102,0.62
170,한독크린텍,39627,4165,1.0,728.28,1117.61,8.77,3,37,0.081,0,20190905,11000,15100,13300,15100,19250,24500,62.25,-0.014,0.58
171,에스피시스템스,46873,3235,0.68,786.16,1116.32,13.68,0,16,0.0,0,20190814,10200,4900,4300,4900,12700,9800,100.0,0.107,0.53
172,레이,47565,6779,1.0,779.56,1013.19,10.27,-1,79,-0.013,0,20190808,24300,20000,17000,20000,24750,25150,25.75,0.012,0.5
173,코윈테크,76832,10339,1.0,0.48,163.54,0.9,0,23,0.0,0,20190805,28650,34500,28400,34500,21750,31050,-10.0,0.193,0.5
174,그린플러스,42151,2213,1.0,700.96,863.94,5.85,6,32,0.188,0,20190807,13550,10000,8500,10000,10700,11150,11.5,-0.052,0.46
175,덕산테코피아,70930,18783,0.79,1.96,348.63,7.17,1,36,0.0279999999999999,0,20190802,16200,19000,17000,19000,15600,17100,-10.0,-0.011,0.55
176,슈프리마아이디,18081,3571,0.76,707.26,1124.05,13.14,1,24,0.042,0,20190801,17000,27000,23000,27000,28000,34750,28.7,0.155,0.5
177,윌링스,54327,4294,0.7,532.83,1082.15,18.18,3,33,0.091,0,20190725,11450,12500,10000,12500,29600,22800,82.4,0.01,0.43
178,에이스토리,46446,2320,1.0,131.51,614.25,3.56,5,34,0.147,0,20190719,27800,14300,11600,14300,-,12900,-9.79,-0.019,0.4
179,플리토,3505,-3761,0.67,710.71,1133.0,22.0,-1,58,-0.017,0,20190717,41900,26000,19000,23000,27800,31600,21.54,0.033,0.25
180,세틀뱅크,57164,11995,0.64,309.6,1122.0,14.8,6,41,0.146,0,20190712,23350,55000,44000,49000,51600,49500,-10.0,-0.087,0.33
181,아이스크림에듀,86608,7108,1.0,5.7,124.73,1.34,3,36,0.083,0,20190711,5360,15900,15900,18000,11700,14350,-9.75,0.26,0.5
182,에이에프더블류,30330,8713,0.52,552.22,866.03,13.72,6,37,0.162,0,20190701,3800,22500,19500,22500,21750,28000,24.44,-0.038,0.67
183,압타바이오,300,-31123,1.0,663.03,856.41,35.1,-2,45,-0.044,0,20190612,21150,30000,21000,25000,38900,50200,67.33,0.227,0.6
184,까스텔바쟉,84152,6356,0.28,3.4,32.53,3.86,0,37,0.0,0,20190610,11000,12000,16000,19000,19250,17000,41.67,-0.228,0.5
185,마이크로디지탈,4554,-30,1.0,1116.34,621.48,2.29,0,24,0.0,0,20190605,5360,23000,20000,23000,39100,41050,78.48,0.033,0.33
186,컴퍼니케이파트너스,9866,3336,1.0,850.46,865.66,27.8,5,28,0.179,0,20190523,6460,4500,3600,4000,10650,8200,82.22,-0.083,0.0
187,수젠텍,3440,-20960,1.0,1.48,75.21,3.15,7,35,0.2,0,20190528,14050,12000,12000,14000,10150,11150,-7.08,0.017,0.5
188,아모그린텍,111297,-5238,0.79,22.13,164.22,3.05,3,25,0.12,0,20190329,12350,9900,8800,9900,10200,10300,4.04,-0.017,1.0
189,지노믹트리,454,-2113,1.0,13.1,372.0,22.8,-1,34,-0.0289999999999999,0,20190327,13000,27000,17000,25000,27300,29450,9.07,0.027,1.0
190,이지케어텍,55374,3606,1.0,1272.11,1108.03,40.25,5,39,0.128,0,20190322,26450,12300,10100,12300,31950,24600,100.0,-0.046,1.0
191,미래에셋벤처투자,54949,6305,1.0,1021.77,441.4,3.7,4,51,0.078,0,20190315,6250,4500,3700,4500,5310,6150,36.67,-0.145,1.0
192,에코프로비엠,289870,15159,1.0,273.78,988.49,45.04,2,26,0.077,0,20190305,128000,48000,37500,42900,63200,61100,27.29,-0.037,1.0
193,천보,87606,14822,0.8,426.09,891.1,15.8,10,43,0.233,0,20190211,247200,40000,35000,40000,47650,52500,31.25,-0.013,1.0
194,이노테라피,180,-3012,1.0,463.37,154.44,2.83,2,28,0.071,0,20190201,9300,18000,20200,25200,19350,22200,23.33,-0.092,1.0
195,노랑풍선,83822,10436,0.73,1025.2,978.43,12.42,8,56,0.143,0,20190130,-,20000,15500,19000,34150,30350,51.75,0.039,1.0
196,웹케시,77086,3679,1.0,9473.1,614.0,6.8,8,36,0.222,0,20190125,18000,26000,24000,26000,28500,31700,21.92,0.127,0.63
197,유틸렉스,133,-9593,1.0,322.96,597.2,18.63,1,42,0.024,0,20181224,5750,50000,38000,50000,78100,60100,20.2,0.314,0.6
198,디케이티,117043,4611,1.0,780.32,771.42,3.5,0,11,0.0,0,20181221,-,7400,6000,7400,10550,12900,74.32,-0.062,0.59
199,에이비엘바이오,71,-74734,1.0,0.78,60.08,10.99,0,27,0.0,0,20181219,22300,15000,13000,17000,13650,13500,-10.0,0.02,0.59
200,위지윅스튜디오,12989,499,1.0,6.84,177.33,1.13,-2,12,-0.1669999999999999,0,20181220,-,11000,9000,13000,9350,11250,2.27,0.244,0.58
201,머큐리,138330,4443,0.5,930.39,749.57,13.35,3,79,0.038,0,20181214,-,6100,5200,6100,7800,9630,57.87,0.027,0.58
202,전진바이오팜,3136,-3041,1.0,24.8,14.69,27.2,-8,23,-0.348,0,20181214,4055,10000,15000,17000,12750,11550,15.5,-0.023,0.57
203,이노메트리,14063,1177,1.0,791.16,765.22,11.39,1,15,0.067,0,20181212,-,26000,21000,25000,29550,40000,53.85,-0.069,0.57
204,티앤알바이오팹,406,-4058,1.0,500.35,101.9,1.0,0,40,0.0,0,20181128,19150,18000,18000,23000,12500,16200,-10.0,0.295,0.7
205,엠아이텍,22541,2051,0.5,883.39,472.57,0.42,8,39,0.205,0,20181129,-,4500,3900,4500,4770,4050,-10.0,-0.052,0.64
206,네오펙트,7288,160,1.0,400.8,338.01,0.89,1,38,0.026,0,20181128,2215,11000,10000,12500,7700,9900,-10.0,-0.084,0.74
207,남화산업,14214,8543,1.0,858.4,822.09,6.14,-1,10,-0.1,0,20181129,-,3700,3100,3700,7290,5610,51.62,-0.142,0.61
208,싸이토젠,850,-2149,1.0,705.49,608.85,0.7,-1,28,-0.036,0,20181122,61200,17000,13000,17000,15600,17800,4.71,-0.024,0.75
209,디알젬,49324,4132,1.0,832.96,785.43,1.05,5,27,0.185,0,20181122,-,6500,5000,7000,6760,8470,30.31,-0.109,0.76
210,파멥신,209,-6483,1.0,322.78,764.16,18.81,-1,47,-0.021,0,20181121,3650,60000,43000,55000,63600,58100,-3.17,-0.095,0.8
211,디자인,30472,2225,1.0,665.04,771.73,3.86,0,80,0.0,0,20181115,-,10100,9000,10100,15200,20200,100.0,-0.009,0.83
212,노바렉스,80854,8567,1.0,631.42,48.64,18.99,-1,43,-0.023,0,20181114,32250,19000,19000,24000,20100,25450,33.95,-0.081,0.82
213,셀리버리,2774,-15008,1.0,808.45,698.98,16.8,2,43,0.047,0,20181109,16300,25000,20000,25000,28700,32000,28.0,-0.05,0.8
214,대보마그네틱,13165,3760,0.73,837.58,995.4,45.41,6,27,0.222,0,20181106,-,31000,22500,25500,58500,60200,94.19,-0.034,0.78
215,엘앤씨바이오,17901,3753,1.0,985.59,937.08,17.27,5,15,0.3329999999999999,0,20181101,-,24000,18000,20000,26950,29800,24.17,-0.122,0.71
216,노바텍,21284,3975,0.7,326.67,66.32,0.03,3,35,0.086,0,20181102,-,10000,12500,16500,18300,14100,41.0,0.359,0.75
217,옵티팜,13857,-1567,0.74,463.49,94.57,11.6,-1,21,-0.048,0,20181026,9600,10000,10000,12000,11700,9000,-10.0,0.075,0.83
218,로보티즈,17914,1781,1.0,1043.92,958.6,39.8,4,54,0.074,0,20181026,22950,14000,9200,11300,19600,28000,100.0,0.22,0.8
219,에스퓨얼셀,20295,2789,0.66,857.78,942.85,40.5,-1,11,-0.091,0,20181015,21700,16500,10600,14000,33800,33000,100.0,0.098,0.75
220,푸드나무,34826,3922,0.86,914.05,791.08,16.5,1,39,0.026,0,20181004,21900,24000,18700,22700,34000,43350,80.63,0.065,0.5
221,지티지웰니스,23053,2459,1.0,514.16,946.89,4.22,1,22,0.045,0,20180921,-,11000,9000,9800,-,15250,38.64,0.07,0.78
222,명성티엔에스,64575,5857,0.62,804.79,745.56,11.73,0,19,0.0,0,20180913,-,20000,16100,18700,28600,22000,10.0,-0.061,0.75
223,디지캡,16311,2045,0.61,931.79,979.06,4.18,4,28,0.143,0,20180907,-,12000,8500,10500,10900,13250,10.42,0.061,0.73
224,액트로,50659,5654,1.0,545.42,132.07,1.86,-1,4,-0.25,0,20180828,7160,20000,20000,24000,18000,20700,3.5,-0.125,0.71
225,에이피티씨,41122,10850,1.0,22.69,20.99,8.7,3,30,0.1,0,20180823,16600,9000,11500,13000,7980,9310,3.44,-0.09,0.67
226,오파스넷,71416,3080,1.0,1401.36,861.66,14.22,2,20,0.1,0,20180824,-,11000,8500,9700,14200,18000,63.64,0.168,0.69
227,바이오솔루션,5011,-1806,1.0,302.62,174.79,5.04,-4,35,-0.114,0,20180820,16400,29000,24000,29000,28500,28200,-2.76,0.156,0.73
228,에스에스알,11326,2515,1.0,1231.66,928.44,41.62,2,22,0.091,0,20180806,5350,9000,6600,7500,23400,18000,100.0,-0.048,0.62
229,휴네시온,13193,2995,0.85,827.74,751.89,8.9,2,31,0.065,0,20180802,-,10000,8700,10000,16350,15000,50.0,-0.037,0.57
230,디아이티,85994,11909,1.0,11.1,105.14,6.8,0,23,0.0,0,20180807,-,10000,9400,10400,10650,10550,5.5,-0.065,0.67
231,한국유니온제약,47470,4420,1.0,1015.13,918.99,9.4,2,43,0.047,0,20180726,-,18000,13500,16000,19500,23000,27.78,-0.044,0.5
232,엠코르셋,124300,7757,0.8,51.47,766.05,16.4,-1,17,-0.059,0,20180723,-,11500,10100,11500,12950,11050,-3.91,-0.214,0.67
233,올릭스,244,-5164,1.0,847.09,876.72,74.03,4,52,0.077,0,20180718,22600,36000,26000,30000,65600,72000,100.0,0.102,0.5
234,아이큐어,35674,240,1.0,331.42,642.1,5.08,4,44,0.091,0,20180712,13350,65000,44000,55000,60600,58500,-10.0,0.024,1.0
235,에스브이인베스트먼트,10450,2113,1.0,974.23,786.73,4.7,1,4,0.25,0,20180706,-,7000,5600,6300,7710,9000,28.57,0.014,1.0
236,파워넷,137731,6114,0.5,1144.0,590.6,7.66,2,18,0.111,0,20180607,4370,6500,5500,6500,7750,10100,55.38,0.718,1.0
237,현대사료,106532,3513,1.0,1690.0,839.16,31.92,3,30,0.1,0,20180601,-,6600,5700,6600,17150,13200,100.0,0.061,1.0
238,세종메디칼,12773,3192,0.6,922.71,836.68,39.75,-1,29,-0.034,0,20180529,-,15000,10800,13700,30000,23100,54.0,-0.061,1.0
239,제노레이,35467,2905,0.75,1028.72,907.12,32.59,3,28,0.107,0,20180528,8930,23000,17500,20500,37350,45900,99.57,0.165,1.0
240,케어랩스,18597,1935,1.0,886.14,934.42,40.19,7,38,0.184,0,20180328,-,20000,15000,18000,52000,40000,100.0,0.652,0.85
241,린드먼아시아인베스트먼트,6335,2802,1.0,1039.51,640.8,27.4,1,21,0.048,0,20180314,-,6500,5000,5500,16900,13000,100.0,0.157,0.9
242,엔지켐생명과학,21835,-6332,1.0,342.31,258.68,13.25,-1,46,-0.022,0,20180221,21200,56000,45000,70000,85200,87000,55.36,-0.033,0.88
243,오스테오닉,6640,1541,1.0,998.83,442.0,1.7,-1,33,-0.03,0,20180222,2950,7700,5800,7500,13100,15400,100.0,0.065,0.89
244,동구바이오제약,87363,10923,0.92,836.67,727.7,53.41,1,55,0.018,0,20180213,6800,16000,12000,14500,41600,32000,100.0,0.038,0.86
245,아시아종묘,21313,2409,1.0,243.2,239.52,4.39,2,34,0.059,0,20180212,-,4500,4200,5200,4570,4520,0.44,0.059,0.8
246,알리코제약,48127,2243,1.0,697.3,389.27,9.38,7,33,0.212,0,20180212,-,12000,10000,13000,23500,18100,50.83,-0.043,0.83
247,카페24,118080,-1272,1.0,731.58,672.71,42.9,2,61,0.033,0,20180208,13350,57000,43000,57000,84700,84500,48.25,-0.016,0.75
248,링크제니시스,10195,1758,1.0,1184.36,754.6,35.9,8,29,0.276,0,20180205,-,30000,22000,25000,40500,53000,76.67,0.869,0.67
249,배럴,24247,3713,1.0,369.78,298.48,9.06,-41,79,-0.519,0,20180201,-,9500,8000,9500,13500,10400,9.47,-0.018,0.5
250,시스웍,24178,5347,1.0,830.31,78.86,0.44,4,25,0.16,0,20171226,-,2800,3300,3900,3390,3810,36.07,-0.151,0.65
251,메카로,48134,2926,1.0,664.69,719.26,42.07,20,76,0.263,0,20171206,-,33000,25000,30000,38500,43000,30.3,-0.043,0.83
252,씨티케이코스메틱스,133888,23325,1.0,145.75,188.65,6.6,6,36,0.1669999999999999,0,20171207,-,55000,46000,55000,42300,49500,-10.0,-0.123,0.85
253,에스트래픽,88748,8209,1.0,1128.18,605.02,13.4,13,42,0.31,0,20171205,-,10000,8000,10000,15000,20000,100.0,0.372,0.82
254,체리부로,290878,16031,0.67,616.6,265.38,0.4,2,45,0.044,0,20171204,-,4700,4300,4700,3980,5020,6.81,-0.064,0.8
255,비즈니스온커뮤니케이션,11711,2626,1.0,1075.91,513.97,14.9,3,25,0.12,0,20171130,-,9000,8100,9000,14000,16900,87.78,-0.0,0.75
256,에스엔피월드,27164,3856,1.0,661.5,534.27,4.97,4,23,0.174,0,20170928,-,5100,4300,5100,5270,5100,0.0,0.0264089456869009,0.67
257,야스,82982,13064,0.73,0.52,28.9,7.15,2,57,0.035,0,20170929,9630,23500,23500,26500,19100,21150,-10.0,-0.118,0.64
258,유티아이,38852,13037,-17.0,3.44,5.05,0.4,2,25,0.08,0,20170927,-,25000,28000,33000,-,22500,-10.0,0.088,0.7
259,신흥에스이씨,90112,5552,0.5,731.42,482.4,33.1,0,33,0.0,0,20170927,-,16000,11000,14000,-,29400,83.75,0.005,0.68
260,엠플러스,28031,3542,0.8,1003.24,596.2,27.2,0,24,0.0,0,20170920,-,18000,14000,16000,23400,28350,57.5,-0.032,0.71
261,샘코,28814,2044,1.0,207.0,19.26,0.96,5,33,0.152,0,20170915,-,11000,14000,18000,10250,12000,9.09,-0.185,0.67
262,앱클론,3120,-1597,1.0,799.09,564.87,21.72,4,37,0.108,0,20170918,13100,10000,8000,10000,26000,20000,100.0,0.426,0.69
263,펄어비스,33690,24425,1.0,0.43,62.4,6.22,8,59,0.136,0,20170914,59200,103000,80000,103000,98900,92700,-10.0,0.505,0.71
264,덕우전자,76328,10785,0.6,586.43,282.69,11.35,7,24,0.292,0,20170828,-,15500,13500,15500,15850,16900,9.03,-0.054,0.75
265,이더블유케이,28570,3263,0.75,1160.15,588.13,25.95,5,24,0.208,0,20170822,-,5000,4200,5000,11950,10000,100.0,-0.023,0.73
266,알에스오토메이션,70698,3004,1.0,1058.82,656.89,61.0,0,18,0.0,0,20170811,-,6000,5250,6000,15500,11950,99.17,0.465,0.7
267,모트렉스,200359,15018,0.85,422.73,357.12,11.24,3,32,0.094,0,20170804,-,38300,31200,38300,33400,38000,-0.78,-0.083,0.88
268,디앤씨미디어,18893,3012,1.0,563.1,539.1,33.5,1,40,0.025,0,20170801,-,20000,17000,20000,27300,32300,61.5,0.153,0.8
269,데이타솔루션,100820,3054,0.7,733.74,395.83,23.09,5,45,0.111,0,20170803,-,3300,2700,3300,5680,6600,100.0,-0.002,0.86
270,지니언스,20615,3658,1.0,922.71,620.04,14.5,2,26,0.077,0,20170802,-,13500,12000,13500,15200,20050,48.52,0.352,0.83
271,셀트리온헬스케어,402389,28641,1.0,6.95,38.06,12.5,-7,64,-0.109,0,20170728,72500,41000,32500,41000,50300,43650,6.46,-0.08,0.75
272,이즈미디어,39808,4167,0.92,13.87,129.22,1.38,-1,14,-0.071,0,20170726,-,7500,7500,10000,9360,8400,12.0,-0.092,0.67
273,힘스,50876,4951,1.0,795.94,729.64,27.48,0,23,0.0,0,20170720,-,20000,15500,18800,33000,32500,62.5,0.046,0.5
274,제일홀딩스,6196498,371783,1.0,20.67,113.98,2.88,-4,64,-0.062,0,20170630,8480,20700,20700,22700,19050,18650,-9.9,-0.01,0.75
275,보라티알,6963,829,1.0,1026.34,557.61,13.3,-1,18,-0.0559999999999999,0,20170608,-,14300,12500,14300,17600,18900,32.17,-0.015,0.71
276,삼양옵틱스,57221,13419,1.0,2.88,33.2,8.7,2,38,0.053,0,20170602,-,16700,16700,20600,16800,16700,0.0,-0.037,0.83
277,필옵틱스,177220,14820,1.0,588.96,647.18,13.25,-1,20,-0.05,0,20170601,-,48000,41000,48000,56000,48200,0.42,0.063,0.8
278,하나머티리얼즈,52713,7608,1.0,955.33,689.9,49.73,2,25,0.08,0,20170428,-,12000,10000,12000,15950,17500,45.83,0.002,1.0
279,와이엠티,49939,7742,0.88,841.57,706.16,42.75,1,9,0.111,0,20170427,-,21000,16500,18500,31050,35100,67.14,0.489,1.0
280,이엘피,16079,3204,1.0,738.15,527.12,11.26,5,27,0.185,0,20170406,-,20000,17000,20000,22400,22000,10.0,-0.037,0.75
281,서진시스템,36021,6491,0.9,742.06,588.93,36.65,3,18,0.1669999999999999,0,20170327,-,25000,21000,25000,37350,40000,60.0,-0.101,0.73
282,코미코,38664,7157,0.4,745.44,580.68,30.91,9,41,0.22,0,20170323,-,13000,11000,13000,21500,29050,123.46,-0.007,0.7
283,모바일어플라이언스,53720,1679,0.27,636.77,471.31,19.13,0,28,0.0,0,20170224,-,3500,3000,3500,5980,5900,68.57,0.396,0.25
284,에프엔에스테크,44578,2794,1.0,840.67,624.02,6.26,0,14,0.0,0,20170227,-,14000,11000,13000,17450,17050,21.79,-0.12,0.4
285,신신제약,51614,3886,1.0,72.5,40.88,0.06,1,28,0.036,0,20170228,-,4500,5900,6700,8020,6170,37.11,-0.107,0.5
286,피씨엘,243,-1864,1.0,2.01,6.61,0.46,0,22,0.0,0,20170223,-,8000,10500,13000,9160,7800,-2.5,0.004,0.33
287,서플러스글로벌,94114,8975,0.96,548.0,81.31,1.04,-2,33,-0.061,0,20170125,-,8000,7400,9400,7140,8500,6.25,-0.054,0.0
288,퓨전데이타,18784,2766,1.0,572.56,345.36,12.05,5,33,0.152,0,20161221,-,11500,10000,11500,19800,20750,80.43,-0.011,0.53
289,뉴파워프라즈마,50265,8181,1.0,521.29,501.2,7.8,-3,20,-0.15,0,20161130,-,17500,15000,17000,16800,17500,0.0,0.007,0.6
290,오션브릿지,25389,3496,1.0,1135.44,617.92,10.75,0,10,0.0,0,20161201,-,6600,5400,6600,6700,7730,17.12,-0.062,0.59
291,클리오,106914,17651,0.5,5.68,153.08,10.42,5,43,0.1159999999999999,0,20161109,-,41000,36400,41000,36800,39950,-2.56,-0.019,0.6
292,오가닉티코스메틱,136188,34661,1.0,672.42,672.02,11.3,7,43,0.163,0,20161104,-,4000,3200,3700,5730,6510,62.75,-0.033,0.57
293,로고스바이오시스템스,3870,-250,1.0,208.48,190.16,0.53,2,16,0.125,0,20161103,-,25500,22200,25500,21350,25500,0.0,-0.139,0.62
294,인크로스,26514,-230,0.62,1047.5,492.1,6.1,1,23,0.043,0,20161031,-,43000,38000,43000,47400,67700,57.44,0.102,0.58
295,코스메카코리아,99150,5027,1.0,391.4,573.0,30.8,1,22,0.045,0,20161028,-,54000,48000,54000,62500,71400,32.22,-0.068,0.55
296,인텔리안테크놀로지스,49296,4925,1.0,744.63,319.0,1.3,0,22,0.0,0,20161018,-,19000,18000,20500,17050,18750,-1.32,-0.124,0.5
297,에이치시티,24454,4894,1.0,127.28,95.67,11.6,1,24,0.042,0,20161017,-,17000,19200,22500,17550,19500,14.71,-0.066,0.4
298,앤디포스,57458,13758,0.71,524.2,406.09,10.6,4,30,0.133,0,20161012,-,14500,13000,14500,18800,17500,20.69,-0.102,0.0
299,엔지스테크널러지,6328,1753,1.0,562.94,475.6,21.2,0,13,0.0,0,20160728,-,10000,8900,10000,24700,19000,90.0,0.015,0.86
300,팍스넷,20588,3631,1.0,946.51,753.07,5.19,5,28,0.179,0,20160801,-,5200,4600,5200,12550,10400,100.0,0.011,0.78
301,우리손에프앤지,155022,14990,0.5,638.97,455.1,40.4,1,14,0.071,0,20160727,-,2210,1935,2210,2910,4000,81.0,0.049,0.83
302,옵토팩,31661,-356,1.0,371.21,397.4,2.82,-4,16,-0.25,0,20160720,-,5900,5000,5900,8070,6210,5.25,-0.139,0.8
303,바이오리더스,1167,-5429,1.0,1222.58,352.2,6.5,4,37,0.108,0,20160707,-,15000,11000,15000,14200,17100,14.0,-0.094,1.0
304,피앤씨테크,23950,4889,1.0,679.77,306.39,10.89,8,36,0.222,0,20160704,-,10200,9000,10200,10350,11000,7.84,0.043,0.8
305,에스티팜,138052,25189,1.0,236.85,717.41,60.03,0,51,0.0,0,20160623,-,29000,24000,27000,48800,47000,62.07,0.07,0.67
306,녹십자랩셀,34489,2260,1.0,79976.0,733.72,51.66,5,55,0.091,0,20160623,-,18500,13600,15900,48100,37000,100.0,0.102,0.71
307,레이언스,77943,3217,1.0,328.14,430.31,20.7,0,22,0.0,0,20160411,10450,25000,22000,25000,23050,23700,-5.2,-0.033,0.5
308,씨엠에스에듀,38273,6408,1.0,185.81,302.17,28.83,2,16,0.125,0,20160407,-,23200,19000,23200,24950,26800,15.52,-0.095,0.0
309,팬젠,3400,-2120,1.0,1073.0,614.46,14.04,3,16,0.188,0,20160311,-,16500,12500,16500,22300,24900,50.91,0.092,1.0
310,큐리언트,215,-10706,1.0,959.28,709.15,35.24,2,24,0.083,0,20160229,-,21000,18000,21000,39000,33900,61.43,-0.179,1.0
311,안트로젠,1834,-1416,1.0,1442.55,531.1,30.6,1,37,0.027,0,20160215,21950,24000,17000,22000,39100,38000,58.33,0.04,1.0
312,아이엠텍,46553,5180,1.0,138.9,112.3,25.0,6,42,0.143,0,20160203,-,7500,6500,7500,12350,8500,13.33,-0.025,1.0
313,유니트론텍,86379,5657,1.0,1112.76,455.8,21.7,1,19,0.053,0,20160202,-,14000,12300,14000,24850,25300,80.71,0.093,1.0
314,한솔씨앤피,50873,3745,1.0,789.84,136.97,5.97,2,29,0.069,0,20160127,-,13000,13000,16800,19600,18950,45.77,0.0264089456869009,0.64
315,코디엠,38105,1914,1.0,599.99,39.79,2.51,3,18,0.1669999999999999,0,20151229,-,4700,4700,5800,6100,7490,59.36,0.0264089456869009,0.64
316,이에스브이,32746,2239,1.0,558.9,23.29,2.38,0,33,0.0,0,20151224,-,10000,13000,15000,13600,18500,85.0,0.0264089456869009,0.59
317,아진산업,134258,15665,1.0,0.47,11.61,8.7,-3,22,-0.136,0,20151222,-,6500,6500,7500,6320,7620,17.23,0.0264089456869009,0.57
318,휴젤,23269,10758,1.0,91.63,6.7,8.61,4,39,0.103,0,20151224,-,150000,190000,210000,168300,199500,33.0,0.0264089456869009,0.61
319,한국맥널티,19421,5340,1.0,479.79,60.5,0.2,1,47,0.021,0,20151223,-,8000,10500,11500,13250,16000,100.0,0.0264089456869009,0.58
320,덱스터,18665,2862,1.0,500.76,255.31,33.1,2,54,0.037,0,20151222,-,14000,11000,14000,28800,24800,77.14,0.0264089456869009,0.55
321,메가엠디,61775,5146,1.0,280.82,16.67,7.5,-3,18,-0.1669999999999999,0,20151218,-,3000,3600,4600,3800,5020,67.33,0.0264089456869009,0.5
322,씨트리,17164,305,1.0,199.96,4.7,0.6,0,32,0.0,0,20151221,14750,6500,8300,10200,12000,9250,42.31,0.0264089456869009,0.54
323,파크시스템스,15293,-717,1.0,7.55,50.29,57.3,6,25,0.24,0,20151217,-,9000,9000,11000,8660,11000,22.22,0.0264089456869009,0.48
324,예스티,40423,670,1.0,9.8,32.9,73.3,5,28,0.179,0,20151216,-,14500,14500,18500,18000,15500,6.9,0.0264089456869009,0.41
325,뉴트리바이오텍,45409,2388,1.0,2.38,93.92,28.32,8,39,0.205,0,20151216,-,21000,21000,24000,29000,23000,9.52,0.0264089456869009,0.43
326,엔에스,20780,1614,1.0,29.5,179.61,21.42,3,53,0.057,0,20151207,-,8000,6300,7200,14750,12950,61.88,0.0264089456869009,0.35
327,미래테크놀로지,17388,3897,1.0,1.5,117.3,5.7,2,59,0.034,0,20151201,-,16100,14300,16100,13700,14950,-7.14,0.0264089456869009,0.37
328,엠지메드,4691,208,1.0,1350.05,715.39,14.86,5,31,0.161,0,20151120,-,40000,33000,40000,36300,41000,2.5,0.0264089456869009,0.38
329,매직마이크로,53279,3413,1.0,36.57,75.03,1.33,3,22,0.136,0,20151119,-,5500,5200,6400,4850,5420,-1.45,0.0264089456869009,0.46
330,케이디켐,43295,4401,1.0,5.46,66.2,3.0,0,12,0.0,0,20151119,-,16000,14700,17800,12500,14850,-7.19,0.0264089456869009,0.43
331,하이즈항공,31291,3109,1.0,3.08,47.27,0.89,10,30,0.3329999999999999,0,20151125,-,18000,23000,26000,16800,16200,-10.0,0.0264089456869009,0.41
332,리드,40483,2004,1.0,45.64,42.89,7.0,13,80,0.162,0,20151120,-,5100,4500,5100,3945,4590,-10.0,0.0264089456869009,0.4
333,네오오토,108776,6831,1.0,34.44,113.08,3.54,0,9,0.0,0,20151118,-,12000,11400,12800,10000,11800,-1.67,0.0264089456869009,0.5
334,아이진,27546,-2926,1.0,267.72,408.1,7.5,-1,23,-0.043,0,20151116,-,13500,12000,13500,13100,12900,-4.44,0.0264089456869009,0.6
335,나무가,218331,1822,1.0,0.91,108.34,3.62,-1,80,-0.012,0,20151112,-,37000,32000,37000,33000,33400,-9.73,0.0264089456869009,0.67
336,유앤아이,15639,1553,1.0,638.25,377.4,4.0,-2,50,-0.04,0,20151112,-,30000,25000,30000,24350,28650,-4.5,0.0264089456869009,0.75
337,케어젠,28584,14155,1.0,263.19,833.46,62.0,9,24,0.375,0,20151117,-,110000,80000,90000,107000,101500,-7.73,0.0264089456869009,0.55
338,더블유게임즈,71257,27908,1.0,241.18,413.82,14.66,7,41,0.171,0,20151104,-,65000,51000,61000,62500,65100,0.15,0.0264089456869009,0.8
339,연우,168759,8670,1.0,680.0,317.0,51.0,7,64,0.109,0,20151102,-,25200,20300,25200,36550,28150,11.71,0.0264089456869009,0.75
340,에이티젠,1678,-6031,1.0,1166.97,695.7,40.6,0,22,0.0,0,20151023,-,17000,12500,14500,25800,34000,100.0,0.0264089456869009,0.67
341,에치디프로,66063,2664,1.0,843.36,362.84,6.21,2,15,0.133,0,20151013,-,8900,7800,8900,8650,9580,7.64,0.0264089456869009,0.0
342,타이거일렉,25327,2694,1.0,241.92,230.02,1.36,-1,22,-0.045,0,20150925,-,6000,6000,6900,7430,5720,-4.67,0.0264089456869009,0.69
343,제너셈,32193,5028,1.0,797.33,326.77,4.15,12,34,0.353,0,20150925,-,10500,9000,10500,10500,11000,4.76,0.0264089456869009,0.65
344,인포마크,70657,3389,1.0,381.0,251.2,12.0,4,22,0.182,0,20150923,-,14000,12000,14000,20100,25000,78.57,0.0264089456869009,0.69
345,웹스,27878,3328,1.0,1114.21,438.83,33.54,2,17,0.118,0,20150824,4050,7200,6500,7200,8000,11400,58.33,0.0264089456869009,0.67
346,파인텍,141968,11825,1.0,1041.73,382.64,45.68,-4,35,-0.114,0,20150817,-,10500,9000,10500,17100,21000,100.0,0.0264089456869009,0.7
347,흥국에프엔비,35084,6272,1.0,1001.61,666.88,63.87,1,20,0.05,0,20150807,-,20000,14500,17500,52000,40000,100.0,0.0264089456869009,0.67
348,아시아경제신문사,32652,4325,1.0,12.31,280.85,15.82,0,7,0.0,0,20150731,-,3600,3200,3600,4210,3240,-10.0,0.0264089456869009,0.71
349,아이쓰리시스템,30914,5314,1.0,1506.57,768.0,37.6,3,44,0.068,0,20150730,-,36000,28500,31500,58000,63000,75.0,0.0264089456869009,0.67
