,cor_name,title
3,수산인더스트리,"수산인더스트리, 공모가 3만5000원 확정···20~21일 일반청약"
4,수산인더스트리,"수산인더스트리, 공모가 3만5000원 확정…20~21일 일반청약"
5,수산인더스트리,"수산인더스트리, 공모가 3만5000원 확정…20~21일 일반청약"
6,수산인더스트리,오늘의 증시 일정 (7월 20일)
7,수산인더스트리,성일하이텍 청약에 20조 몰려…공모 시장 반등하나
8,수산인더스트리,오늘의 증시 메모[7월 20일]
9,수산인더스트리,"""올해 IPO 78개 상장…하반기 현대오일뱅크 등 대어급 기대"""
0,수산인더스트리,"수산인더스트리, 공모가 3만5000원 확정…20~21일 일반청약"
1,수산인더스트리,"[장외시황] 수산인더스트리, 21일까지 공모주 청약…펨트론 5주 최고가"
2,수산인더스트리,[주린이의 공모주] 첨단소재·바이오신약·플랜트설비 등 IPO 몰려…투자자 선...
3,수산인더스트리,"IPO 침체기, '성일하이텍'만 살아남았다"
4,수산인더스트리,"성일하이텍 ‘20兆’ 몰렸지만, 에이프릴바이오·ICH 흥행부진"
5,수산인더스트리,IPO 시장 부활조짐? '소부장' 연일 흥행…새빗켐·WCP 주목
6,수산인더스트리,"“하반기 IPO 반등세...현대오일뱅크, 케이뱅크 등 대어 기대감”"
7,수산인더스트리,공모주 가뭄에도 '폐배터리'에 투심 모인다
8,수산인더스트리,오늘의 증시 메모[7월 21일]
9,수산인더스트리,오늘의 증시 일정 (7월 21일)
0,수산인더스트리,"현대오일뱅크 철회에도 쏘카·수산인더스트리 ""상장 추진중"""
1,수산인더스트리,현대오일뱅크 돌연 상장 철회...쏘카·수산인더스트리 상장일·공모가는?
2,수산인더스트리,‘혼돈의 IPO’ 현대오일뱅크·교보생명 낙마…쏘카·수산인더는 내달 출격
3,수산인더스트리,상장 철회·수요예측 참패…얼어붙는 IPO 시장
4,수산인더스트리,"수요예측 부진 IPO기업, 일반 청약에서도 반전 없었다"
5,수산인더스트리,"[시그널] 'IPO 3수생' 현대오일뱅크, 또 상장 철회"
6,수산인더스트리,'대어' 또 사라졌다…현대오일뱅크 상장 무산에 IPO 시장 급랭
7,수산인더스트리,현대오일뱅크 상장 철회...하반기 IPO 시장 회복 ‘미지수’
0,아이씨에이치,"아이씨에이치, 코스닥 입성… ""기술력으로 성장 증명"""
1,아이씨에이치,"[더벨][VC 투자기업]다올인베, '아이씨에이치' 엑시트 착수"
2,아이씨에이치,"[특징주]아이씨에이치, 삼성 美서 5G통신 장비 또 계약…세계최초 필름형 박막..."
3,아이씨에이치,따상 사라진 IPO…9월 분위기 반전 미지수
4,아이씨에이치,"[ET라씨로] '코스닥 입성' 아이씨에이치, 시간외매매서 강세...오늘의 시간외..."
5,아이씨에이치,아이씨에이치 코스닥시장 상장기념식
6,아이씨에이치,[코스닥] 에치에프알‧파라다이스‧아이씨에이치‧아이센스‧헥토파이낸셜 은...
7,아이씨에이치,"[특징주]아이씨에이치, 세계최초 개발 MFA '게임 체인저'…삼성전자 점유율 6..."
8,아이씨에이치,[주간IPO] 성일하이텍·에이프릴바이오·아이씨에이치 신규상장
9,아이씨에이치,아이씨에이치 코스닥 상장 첫날 모습은?
0,아이씨에이치,"필름형 회로소재 아이씨에이치, 7월 코스닥 상장 예정"
1,아이씨에이치,"ICH ""친환경 회로소재로 '게임 체인저'로 도약할 것"""
2,아이씨에이치,[IPO 간담회] 친환경 첨단 회로소재 기업 '아이씨에이치'…소부장 특례 상장
3,아이씨에이치,"[유통경제 이슈] 손오공, 테슬라 로드스터 등 전기차 3종 핫휠카로 공개 外"
4,아이씨에이치,"[톡톡IPO] ""글로벌 소재·부품 트렌드 선도… 게임체인저 될 것"""
5,아이씨에이치,"김영훈 ICH 대표 ""IPO 통해 해외 네트워크 확장···글로벌 리더 도약"""
6,아이씨에이치,"ICH, 7월 코스닥 상장…ICT 첨단소재 '게임 체인저'로 도약"
7,아이씨에이치,"ICH ""'친환경 첨단 회로소재'로 세계 시장에 이름 알릴 것"""
8,아이씨에이치,김영훈 ICH 대표 “친환경 소재로 게임 체인저될 것”
9,아이씨에이치,"ICH, 7월 코스닥 입성…“기술뿐 아니라 실적도 뒷받침”"
0,아이씨에이치,"상장 코앞 아이씨에이치, ICT 첨단소재 '게임 체인저' 도약"
1,아이씨에이치,"[IPO] 아이씨에이치, 이달 상장...""글로벌 소재∙부품 '게임체인저' 될 것"""
2,아이씨에이치,"'수요예측 마감' 아이씨에이치, 일반 청약 앞두고 기업 분석 보니"
3,아이씨에이치,"다음주 공모주 시장, '최고 수요예측 경쟁률' 성일하이텍 포함 4곳 출격"
0,아이씨에이치,다음 주 IPO는? 성일하이텍·아이씨에이치 일반 청약
1,아이씨에이치,[공시줍줍]공모주달력 7월 18일~22일
2,아이씨에이치,[이번 주 IPO] 7월 셋째 주 수요예측·청약 일정
3,아이씨에이치,"성일하이텍, 18~19일 청약…에이프릴바이오 등 4곳도 '출사표'"
4,아이씨에이치,"[이번주 주요 정치·경제·사회] 새 정부 세법 개정 로드맵 발표...박진, 첫 ..."
5,아이씨에이치,공모주 열기 불지피나…이번주 수요예측·청약 기업은?
6,아이씨에이치,[증시캘린더]이번주(7월 3주) 루닛 상장·성일하이텍 공모
0,아이씨에이치,"아이씨에이치, 공모가 3만4000원 확정"
1,아이씨에이치,에이프릴바이오 공모가 1만6천원·아이씨에이치 3만4천원 확정
2,아이씨에이치,"[알려株5] 아이씨에이치, 친환경과 원가경쟁력 모두 확보"
3,아이씨에이치,[7월 셋째 주 공모주 일정] 7월 셋째 주 공모주 성일하이텍·아이씨에이치·에...
4,아이씨에이치,"[증권소식] 상반기 펀드 순자산 8.6조 증가/예탁원, 증권대행 홈페이지 오픈/..."
5,아이씨에이치,"ICH, 공모가 3만4000원 확정…희망밴드 최하단"
6,아이씨에이치,"[데일리픽] 폴더블, 노트북서도 통할까?...네이버·카카오 2분기 주춤"
7,아이씨에이치,"몸값 2000억 노린 공모 기업, 나란히 흥행 부진"
8,아이씨에이치,오늘의 증시 메모[7월 19일]
9,아이씨에이치,성일하이텍·새빗켐·HYTC·WCP···2차전지 공모주 축제 열릴까
0,아이씨에이치,"아이씨에이치, 수요예측 흥행 실패… 일반청약서 분위기 반전할까"
1,아이씨에이치,"오는 29일 상장 앞둔 아이씨에이치, 19~20일 일반 청약"
2,아이씨에이치,"[마켓인]아이씨에이치, 19~20일 일반 청약"
3,아이씨에이치,"아이씨에이치, 공모가 3만4000원 확정…이달 29일 상장"
4,아이씨에이치,"[장외시황] 에이프릴바이오ㆍ아이씨에이치, 20일까지 공모주 청약…야놀자 '5..."
5,아이씨에이치,오늘의 증시 메모[7월 20일]
6,아이씨에이치,못믿을 증시에…다시 되살아난 IPO 열기
7,아이씨에이치,IPO시장 성장 '착시효과'…투자심리 '양극화'
8,아이씨에이치,오늘의 증시 일정 (7월 20일)
0,아이씨에이치,"에이프릴바이오·아이씨에이치, IPO 청약 흥행 실패"
1,아이씨에이치,[7월 공모주] 아이씨에이치 일반청약 시작...수요예측·공모가·상장일은?
2,아이씨에이치,"에이프릴바이오 아이씨에이치, 기관 수요예측 이어 일반 공모청약도 흥행 실패"
3,아이씨에이치,"성일하이텍 ‘20兆’ 몰렸지만, 에이프릴바이오·ICH 흥행부진"
4,아이씨에이치,“코스닥 상장 미룰까”… 금리인상·증시 악재에 기업들 IPO 연기 고심
5,아이씨에이치,"IPO 침체기, '성일하이텍'만 살아남았다"
6,아이씨에이치,[주린이의 공모주] 첨단소재·바이오신약·플랜트설비 등 IPO 몰려…투자자 선...
7,아이씨에이치,공모주 가뭄에도 '폐배터리'에 투심 모인다
8,아이씨에이치,[WCP IPO] '구주매출·오버행'에도 흥행 낙관론 이유는
0,성일하이텍,"성일하이텍, 공모가 2배 10만원대 돌파"
1,성일하이텍,"현대코퍼레이션, 지분 투자한 성일하이텍 약진에 ‘함박웃음’"
2,성일하이텍,"""폐배터리 재활용 시장 급성장""…성일하이텍·새빗켐 '급등'"
3,성일하이텍,"공모 흥행 '소부장' 기업, 상장 이후 주가도 강세"
4,성일하이텍,탈진 증시 희망된 '태조이방원'… 개미들 구원할까
5,성일하이텍,"성일하이텍, 하락 하루만에 5% 급등…10만원선 재돌파"
6,성일하이텍,"""한달만에 4배 넘게 올랐다""…폐배터리주 연일 강세"
7,성일하이텍,"새내기도 '태조이방원'…대성하이텍, 코스닥 데뷔전서 웃었다"
8,성일하이텍,"[특징주] 성일하이텍(365340), 폐배터리 재활용 기술…전기차 시장 확대로 날..."
9,성일하이텍,"""IPO 혹한기요?""...잘 나가는 '2차전지株', 공모가보다 350%↑"
0,성일하이텍,"'폐배터리 기업' 성일하이텍, 수요예측 흥행"
1,성일하이텍,"[더벨][IPO 모니터]성일하이텍 대표 “SVIC24호는 SI, 삼성SDI가 지분 가져갈..."
2,성일하이텍,"[IPO 기업분석] 폐배터리 재활용기업 성일하이텍, 시가총액 5800억원 인정받을..."
3,성일하이텍,하반기 대어급 기업 IPO 잇따라…시장 분위기 반전될까
4,성일하이텍,이달 '폐배터리' 재활용 기업 2곳 IPO 도전장…美·유럽 배터리 시장 성장세 ...
5,성일하이텍,[IPO 전망] 소부장 뜨고 바이오 진다…흥행 '양극화'
6,성일하이텍,IPO 대어 귀환 ··· 얼어붙은 시장 '꿈틀'
0,성일하이텍,[더벨]'묶여있는' LG ES 투자금 풀리나..2차전지 IPO '촉각'
0,성일하이텍,성일하이텍 수요예측 경쟁률 2269.7대 1…공모가 5만원
1,성일하이텍,"월가, 1%p 금리인상 베팅...증시 앞날은?"
2,성일하이텍,"[유통경제 이슈] 씽크라이크펫, 초복 더위에 지친 강아지를 위한 ‘보양세끼’..."
3,성일하이텍,"[증권소식] 삼성증권, 연 4%대 선순위 은행 채권 특판 진행/신한금융투자, 베..."
4,성일하이텍,"""될 놈은 된다""…하반기 IPO 키워드 `실적` [증시프리즘]"
5,성일하이텍,"성일하이텍, 공모가 5만원 확정···수요예측 경쟁률 '역대 최고'"
6,성일하이텍,"IPO 3일 뒤로 연기한 쏘카, 고평가 논란에도 공모가 유지"
7,성일하이텍,컬리·오일뱅크 등 대어 온다..IPO시장 기지개
8,성일하이텍,달라진 IPO 시장 분위기…'대어'가 다시 몰려온다
9,성일하이텍,[IPO 전망] '조 단위 대어' 쏘카·WCP 출격 빅이벤트 주목
0,성일하이텍,"'2차전지 재활용' 성일하이텍, 공모가 5만원… 기관 경쟁률 사상최고"
1,성일하이텍,성일하이텍 기관투자자 수요예측 2269.71:1…LG엔솔 넘었다
2,성일하이텍,"다음주 공모주 시장, '최고 수요예측 경쟁률' 성일하이텍 포함 4곳 출격"
3,성일하이텍,"600조 배터리 재활용시장 선점경쟁, 현대차 LG엔솔 SK에 벤처기업까지"
4,성일하이텍,[IPO 전망] 현대오일뱅크부터 컬리까지…기대주 '풍년'
5,성일하이텍,[7월16일자] 비즈니스포스트 아침의 주요기사
6,성일하이텍,"[더벨]삼성증권, 삼성벤처 투자한 TEMC 대표주관 포기했다"
0,성일하이텍,최고기록과 한자릿수 경쟁률 나온 7월 IPO 수요예측…심해지는 양극화
0,성일하이텍,다음 주 IPO는? 성일하이텍·아이씨에이치 일반 청약
1,성일하이텍,"성일하이텍, 18~19일 청약…에이프릴바이오 등 4곳도 '출사표'"
2,성일하이텍,[공시줍줍]공모주달력 7월 18일~22일
3,성일하이텍,[증시캘린더]이번주(7월 3주) 루닛 상장·성일하이텍 공모
4,성일하이텍,[이번 주 IPO] 7월 셋째 주 수요예측·청약 일정
5,성일하이텍,복잡한 대내외 경제상황…할인 종목에 '주목'
0,성일하이텍,"[주린이의 공모주] '역대 최고 경쟁률' 성일하이텍, 투자 포인트는?"
1,성일하이텍,IPO 빙하기 녹인 성일하이텍…'뜨거운' 폐배터리
2,성일하이텍,[이번 주 증시 캘린더] ‘수요 예측 경쟁률 사상 최대’ 성일하이텍 공모주 청...
3,성일하이텍,성일하이텍·새빗켐·HYTC·WCP···2차전지 공모주 축제 열릴까
4,성일하이텍,"[더벨][thebell interview]이강명 성일하이텍 대표, 폐금속에서 20조 미래 봤..."
5,성일하이텍,[오현진의 뉴스타 - 해설자들] 성일하이텍 상장 임박.. 2차전지가 코스닥 살릴...
6,성일하이텍,"""시장 수익률보단 낫다""…하반기 IPO시장 흐름은?"
7,성일하이텍,"[데일리안 오늘뉴스 종합] 주저앉아 바닥에 머리 박고 자해 ""야야 잡아!""…어..."
8,성일하이텍,"[장외시황] 성일하이텍, 19일까지 공모주 청약…퓨쳐메디신 '사상 최저가'"
9,성일하이텍,"아이씨에이치·에이프릴바이오, 기관 수요예측 나란히 흥행 실패"
0,루닛,"신보 ""제2의 뷰노·루닛 찾습니다""…혁신 아이콘 공모"
1,루닛,"SK(주) C&C, 의료 인공지능 심포지엄 개최"
2,루닛,"루닛, 유럽종양학회에서 연구초록 5편 발표"
3,루닛,올해 상장한 새내기주 상반기 실적 성적표는
4,루닛,"루닛, 상반기 매출 55억원으로 291%↑…영업손실 271억원"
5,루닛,"루닛, 유럽종양학회서 AI 바이오마커 연구초록 발표"
6,루닛,"루닛, 상반기 매출액 54억 7천8백만원…전년비 4배 증가"
7,루닛,"유방암 병변 97% 잡아내는 'AI 전임의', 유럽 이어 美문턱도 넘었다 [다시 기..."
8,루닛,[핫스탁]아스플로·루닛
9,루닛,"루닛, 임상시험서 AI 치료 효과 확인에 주가 급등"
0,루닛,"서범석 루닛 대표 ""AI로 의료환경 새 역사 쓰겠다"""
1,루닛,"다음주 공모주 시장 루닛 출격, 상반기 신규상장 바이오주 부진 씻을까"
2,루닛,"[제약 단신] 휴젤 보툴리눔 톡신 제제 ‘보툴렉스’, 스페인 품목허가 획득 外"
3,루닛,[제약+] 휴젤 '보툴렉스' 스페인 품목허가 획득 外
4,루닛,[소영주의 장외주식 상식투자] 증권플러스 · 서울거래소 속 '장외주식 종목'
5,루닛,"[금일 의료·제약 주요기사] SD바이오, 2조원 규모 美 체외진단 기업 인수…한..."
6,루닛,“오늘은 또 무슨 ‘테크’가…” 없는 것 빼고 다 있는 ‘테크 세상’
7,루닛,[위클리 마켓] 성일하이텍·에이프릴바이오 수요예측 돌입
8,루닛,[장외주식] 솔젠트 반등
9,루닛,"[증권소식] 현대오일뱅크-교보생명 등 IPO시장 '꿈틀'/KB증권, 신용융자 담보..."
0,루닛,[위클리 리포트 PICK] 하반기 IPO: 그래도 지구는 돈다
0,루닛,인공지능으로 암 정복 꿈꾸는 ‘루닛’ 투자 포인트
1,루닛,"AI 기업 루닛·IBKS스팩, 12~13일 일반청약"
2,루닛,"'토종 의료AI' 일본시장 제대로 먹힌다...루닛, 출시 6개월 만에 도입 병원 1..."
3,루닛,[공시줍줍]공모주달력 7월 11일~15일
4,루닛,[이번 주 IPO] 7월 둘째 주 수요예측·청약 일정
5,루닛,[증시캘린더]이번주(7월2주) 영창케미칼·이에치피에스피 상장 등
6,루닛,바이오 반전? 스팩열풍 계속? 이번주 공모주 라인업은…
7,루닛,"'2차전지부터 바이오까지' 수요예측 빅위크, 승자는? "
8,루닛,"[지난주 의료·제약 주요이슈] 셀트리온제약 '고덱스캡슐' 급여 적정성 ""이의..."
0,루닛,"AI 의료 기업 루닛, 21일 기술특례 상장 예정…12~13일 일반 청약"
1,루닛,"루닛, 유럽영상의학회서 연구초록 5편 발표"
2,루닛,[7월 둘째 주 공모주 일정] 7월 둘째주 공모주 루닛·성일하이텍까지 7월 둘째...
3,루닛,"[제약+] 삼성바이오로직스, '지속 가능한 CDMO' 도약 선언 外"
4,루닛,4社 상장 맡아 12조8000억 끌어모았다...KB증권 'IPO 강자'
5,루닛,오일뱅크·쏘카·케이뱅크…하반기 IPO 대어의 귀환
6,루닛,"[더벨]오톰, 내년 하반기 코스닥 상장 추진"
7,루닛,오늘의 증시 메모[7월 12일]
8,루닛,오늘의 증시 일정 (7월 12일)
9,루닛,"[장외시황] 케이피티, 코스닥 상장 예비심사 청구… 현대삼호중공업 5주 '최저..."
0,루닛,"[주린이의 공모주] 몸값 확 낮춘 루닛, 기술·가격 경쟁력으로 투자자 유혹"
1,루닛,"세계에서 인정받는 국내 의료 인공지능 기업, 'ECR 2022'에서 영상의학 연구·..."
2,루닛,올 하반기도 바이오 IPO 줄줄이…적정 공모가 산정 관건
3,루닛,[IPO 전망] 소부장 뜨고 바이오 진다…흥행 '양극화'
4,루닛,"동국제약 ""지주사 전환 아닌 동국생명과학 상장"""
5,루닛,하반기 대어급 기업 IPO 잇따라…시장 분위기 반전될까
6,루닛,"연이은 흥행 실패에 드러난 바이오 투심, 후발 바이오 IPO 어쩌나"
7,루닛,"[장외시황] 루닛, 13일까지 공모주 청약 진행…호가 21% 급락"
8,루닛,오늘의 증시 일정 (7월 13일)
9,루닛,IPO 대어 귀환 ··· 얼어붙은 시장 '꿈틀'
0,루닛,AI 등 제약·바이오 미래 산업도 투자자 외면 '암흑기'
1,루닛,세계 최대 영상의학회 개봉박두…혁신 기업들 총 출동
2,루닛,"증권플러스 비상장, 주식 거래 요건 강화"
3,루닛,"에이프릴바이오, 이달 코스닥 입성…""독자신약 개발"""
4,루닛,"증권플러스 비상장, 비상장 거래 플랫폼 투자자별 유의사항 안내"
5,루닛,"증권플러스 비상장, 일반투자자와 전문투자자 대상 거래 가능 종목 안내"
6,루닛,"[더벨]IPO 신중 모드, 기술성 평가 효력 만료도 감내"
7,루닛,"[증권소식] 회사채·CP 매입 프로그램 내년 3월까지 연장/NH투자증권, 투자업..."
8,루닛,"케이뱅크, 혹한기 IPO '승부수'...10조? 6조? 적정 몸값은"
9,루닛,"[장외시황] 에이프릴바이오, 수요예측 진행…테토스 코스닥 상장 예비심사 청..."
0,루닛,"의료AI기업 루닛, 일반청약 흥행 실패...경쟁률 9대 1"
1,루닛,"재수생 에이프릴바이오, 공모가 고평가·오버행 부담 ‘이중고’"
2,루닛,컬리·오일뱅크 등 대어 온다..IPO시장 기지개
3,루닛,"NIPA, `디지털 비즈니스 규제개선 포럼` 출범"
4,루닛,"월가, 1%p 금리인상 베팅...증시 앞날은?"
5,루닛,"""될 놈은 된다""…하반기 IPO 키워드 `실적` [증시프리즘]"
6,루닛,달라진 IPO 시장 분위기…'대어'가 다시 몰려온다
7,루닛,"NIPA, 디지털 비즈니스 규제개선 포럼 출범"
8,루닛,"""디지털 헬스케어 경쟁력...의료기관과 협업?M&A?시니어타운 활용 플랫폼 개발..."
9,루닛,"IPO 3일 뒤로 연기한 쏘카, 고평가 논란에도 공모가 유지"
0,에이치피에스피,"공모 흥행 '소부장' 기업, 상장 이후 주가도 강세"
1,에이치피에스피,2분기 성적부진 새내기株 울상
2,에이치피에스피,"[특징주] ""15일 상장"" HPSP(에이치피에스피) 주가·거래량 현 시황은?"
3,에이치피에스피,"한국거래소, 에이치피에스피 코스닥 신규상장 승인"
4,에이치피에스피,[주간IPO] 영창케미칼·대신스팩12호·에이치피에스피 신규상장
5,에이치피에스피,"신규공모 시장 되살아나나...에이치피에스피 경쟁률 1159대1, 증거금 10.9조 ..."
6,에이치피에스피,"[마켓인]증거금 10조 뭉칫돈…에이치피에스피, 경쟁률 1159대 1"
7,에이치피에스피,"에이치피에스피, 기술력 내세워 수요예측 흥행… 일반청약도 통할까"
8,에이치피에스피,"에이치피에스피, 공모가 2만5000원 확정…경쟁률 1511대 1"
9,에이치피에스피,"이번주 공모주 청약, 영창케미칼·에이치피에스피 2개사"
0,에이치피에스피,"“에이치피에스피, 반도체 경기와 무관하게 고성장 중”"
1,에이치피에스피,"반도체 기술력 내세운 HSPS, 시장 추락에도 IPO 흥행 ‘찜’"
2,에이치피에스피,"[더벨][IPO 모니터]수요예측 앞둔 HPSP, 파격 할인에 투자자들 '러브콜'"
3,에이치피에스피,[오늘의 증시] 공구우먼ㆍ일진하이솔루스ㆍ에디슨INNO 등
0,에이치피에스피,"반도체 종목 '공모주 흥행' 되살릴까, 다음주 영창케미칼 HPSP 기대"
0,에이치피에스피,[7월 공모주 일정] 영창케미칼·에이치피에스피·루닛·성일하이텍
1,에이치피에스피,[IPO캘린더] 현대오일뱅크 상장예심 통과...7월 IPO시장 활기 기대감
0,에이치피에스피,"이번주 눈여겨볼 공모주는? 루닛 수요예측, 영창케미칼·HPSP 청약"
1,에이치피에스피,[공시줍줍]공모주달력 7월 4일~8일
2,에이치피에스피,[이번 주 IPO] 7월 첫째 주 수요예측·청약 일정
3,에이치피에스피,[증시캘린더]이번주(7월1주) 코난테크놀로지 상장·영창케미칼 공모
4,에이치피에스피,"영창케미칼·HPSP, 일반 청약 받는다"
5,에이치피에스피,"'소재·부품·장비' 공모, 7월에도 흥행 이어가나…IPO 10건 출격 준비"
6,에이치피에스피,먹구름 자욱한 증시…삼성전자 '6만전자' 멀어지나
0,에이치피에스피,"이번주 공모주 청약, 영창케미칼·에이치피에스피 2개사"
1,에이치피에스피,"[주린이의 공모주] 영창케미칼·에이치피에스피, 공모 실시…화학소재·반도체..."
2,에이치피에스피,[이번주 증시 캘린더] 코난테크놀로지 상장…영창케미칼·에이치피에스피 공모
3,에이치피에스피,[IPO워치] '소부장' 흥행 열기 이어갈까…코스닥 상장 도전장 '후끈'
0,에이치피에스피,"6~7일 공모 에이치피에스피, 공모가 2만5000원 확정"
1,에이치피에스피,"[N2 증시 풍향계] 에이치피에스피, 공모가 '2만5000원' 확정…코로나19 재유행..."
2,에이치피에스피,[7월 첫째 주 공모주 일정] 7월 첫째주 공모주 영창케미칼·에이치피에스피·...
3,에이치피에스피,"에이치피에스피, 공모가 2만5000원 확정…경쟁률 1511대 1"
4,에이치피에스피,"15일 코스닥 상장 HPSP, 공모가 2만5000원 확정"
5,에이치피에스피,"반도체 공정업체 HPSP, 공모가 2만5천원 확정…6∼7일 청약"
6,에이치피에스피,"HPSP, 공모가 2만5000원…IPO 흥행 기대감 '솔솔'"
7,에이치피에스피,오늘의 증시 메모[7월 6일]
8,에이치피에스피,[장외주식] 솔젠트 이틀 연속 상승
9,에이치피에스피,오늘의 증시 일정 (7월 6일)
0,에이치피에스피,"에이치피에스피, 기술력 내세워 수요예측 흥행… 일반청약도 통할까"
1,에이치피에스피,"에이치피에스피, 일반 청약 시작…15일 코스닥 상장"
2,에이치피에스피,[7월 공모주 일정] 에이치피에스피 청약 시작...수요예측·공모가·상장일은?
3,에이치피에스피,"""오늘부터 에이치피에스피 이틀간 공모주 청약"" 기업분석은?"
4,에이치피에스피,"[공모주] 반도체 관련 에이치피에스피 6, 7일 청약…15일 상장"
5,에이치피에스피,"반도체 전공정 장비업체 HPSP, 일반 청약 첫날 경쟁률 37대 1"
6,에이치피에스피,"[장외시황] 에이치피에스피, 7일까지 공모주 청약 진행…노바셀테크놀로지 사..."
7,에이치피에스피,IPO 시장 볕드나…코스닥 '소부장'이 뜬다
8,에이치피에스피,오늘의 증시 메모[7월 7일]
9,에이치피에스피,오늘의 증시 일정 (7월 7일)
0,영창케미칼,[특징주]영창케미칼 2분기 호실적에 강세
1,영창케미칼,"영창케미칼, 2분기 매출 205억3400만원…전년比 32.3%↑"
2,영창케미칼,"영창케미칼 ""주요 고객사 신제품 개발…매출 확대 기대"""
3,영창케미칼,"[산재 사망 줄이기 | 산재예방, 안전보건관리 구축이 답!] ""아낌없는 시설투자..."
4,영창케미칼,하반기 상장 종목 강세...에이치와이티씨 24.84%↑ 영창케미칼 8.66%↑
5,영창케미칼,[오늘의 케미칼] 코오롱인더스트리·영창케미칼·포스코케미칼
6,영창케미칼,"영창케미칼, 국내 최초 극자외선 반도체 공정 린스 개발…주가 오름세"
7,영창케미칼,"[특징주] 영창케미칼 주가, 상승 배경은?"
8,영창케미칼,2분기 성적부진 새내기株 울상
9,영창케미칼,수요예측 참패는 기회?…수요예측 부진 기업 '반전 주가'
0,영창케미칼,"“영창케미칼, EUV Rinse 포토레지스트 의 지속 성장 전망”"
1,영창케미칼,"영창케미칼, 반도체 업종 중 성장 기대주 - FS리서치"
2,영창케미칼,[시그널] 반도체 장비부터 로봇 제어까지…'소부장' 기업 IPO 러쉬
0,영창케미칼,"7월 IPO 시장, 청약 열기 뜨거운 소부장·인공지능 ‘입성’ [IPO 프리보드]"
1,영창케미칼,바이오·플랫폼 떠난 IPO시장··· '소부장' 기업이 채운다
0,영창케미칼,"영창케미칼, 공모가 1만8천600원 확정"
1,영창케미칼,"영창케미칼, 공모가 상단 1만8600원에 결정"
2,영창케미칼,"영창케미칼, IPO 흥행 '청신호'…공모가 1만8600원"
3,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정"
4,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정… 1616대 1 경쟁률 기록"
5,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정… 1616대 1 경쟁률 기록"
6,영창케미칼,"영창케미칼, 공모가 상단 1만8600원...경쟁률 1616대 1"
7,영창케미칼,"[더벨]'수요예측 흥행' 영창케미칼, 공모가 상단 1만8600원"
8,영창케미칼,"영창케미칼, 7월 상장…공모가 상단 1만8,600원 확정"
9,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정…1616대 1 경쟁률 기록"
0,영창케미칼,"IPO 시장 찬바람에도… 영창케미칼, 공모가 상단 1만8600원 확정"
1,영창케미칼,"[시그널] 영창케미칼, 수요예측 경쟁률 1616 대 1 '흥행'"
2,영창케미칼,"영창케미칼, 공모가 1만8600원 확정…1616대 1 경쟁률 기록"
3,영창케미칼,"반도체 종목 '공모주 흥행' 되살릴까, 다음주 영창케미칼 HPSP 기대"
4,영창케미칼,7월 공모주 뭘 담을까…반도체 ‘소부장’ 온다
5,영창케미칼,"[위클리 마켓] 루닛·성일하이텍, IPO 수요예측 돌입"
6,영창케미칼,7월1일 정치경제뉴스 브리핑
7,영창케미칼,[7월2일자] 비즈니스포스트 아침의 주요기사
0,영창케미칼,[7월 공모주 일정] 영창케미칼·에이치피에스피·루닛·성일하이텍
1,영창케미칼,[IPO캘린더] 현대오일뱅크 상장예심 통과...7월 IPO시장 활기 기대감
0,영창케미칼,"영창케미칼·HPSP, 일반 청약 받는다"
1,영창케미칼,"이번주 눈여겨볼 공모주는? 루닛 수요예측, 영창케미칼·HPSP 청약"
2,영창케미칼,"영창케미칼, EUV 린스 국산화로 ‘독점’ 독일 머크에 도전장"
3,영창케미칼,먹구름 자욱한 증시…삼성전자 '6만전자' 멀어지나
4,영창케미칼,[증시캘린더]이번주(7월1주) 코난테크놀로지 상장·영창케미칼 공모
5,영창케미칼,[이번 주 IPO] 7월 첫째 주 수요예측·청약 일정
6,영창케미칼,"'소재·부품·장비' 공모, 7월에도 흥행 이어가나…IPO 10건 출격 준비"
7,영창케미칼,[공시줍줍]공모주달력 7월 4일~8일
0,영창케미칼,"'수요예측 흥행' 영창케미칼, 공모주 청약… 소부장 열기 이어갈까"
1,영창케미칼,"[주린이의 공모주] 영창케미칼·에이치피에스피, 공모 실시…화학소재·반도체..."
2,영창케미칼,동탑산업훈장 수상한 이성일 영창케미칼 대표
3,영창케미칼,[이번주 증시 캘린더] 코난테크놀로지 상장…영창케미칼·에이치피에스피 공모
4,영창케미칼,[IB토마토]하반기 IPO시장 볕 드나…2차전지·첨단소재 기업 출격
5,영창케미칼,[IPO워치] '소부장' 흥행 열기 이어갈까…코스닥 상장 도전장 '후끈'
6,영창케미칼,"[장외시황] 영창케미칼, 4~5일 공모 청약…노바셀테크놀로지 조정 지속"
7,영창케미칼,신상병 원엔지니어링 대표 등 22명 산재예방 유공 포상
8,영창케미칼,"신상병 원엔지니어링 대표이사, 산재예방 공로로 은탑산업훈장 수상"
9,영창케미칼,오늘의 증시 일정 (7월 5일)
0,코난테크놀로지,"코난테크놀로지, AI 대학원 심포지엄 참여"
1,코난테크놀로지,위세아이텍·네패스·에브리봇·코난테크놀로지주가 상승…휴림로봇·우리기술...
